"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834751.3631","21345429171.5246","22172696194.241","24504840915.7186","27324754468.9833","28667504459.839","30114182469.1763","30356681177.7517","29868912347.0062","31445846805.4795","33206347267.8732","34553643778.9215","35609492777.1548","36858257210.5676","37432854799.0814","40779032775.352","46194361685.8081","50353260517.1242","54698126368.7941","57185627388.5953","62910668708.9069","67533693105.5217","74224371654.5814","78005663121.456","85607909950.971","90565897013.6982","94862819134.7284","98498676314.0616","103878004711.411","108989704831.615","115166183182.723","116462268700.386","121671461981.942","125200896556.846","130175343748.386","136218680413.743","143014263358.949","150869114035.753","159280817658.228","168922784450.9","179683172290.026","186035425185.202","190482051407.276","196565009501.834","204608590453.316","213758163785.626","228387426641.133","244575133305.99","262077623377.432","274326082658.196","288446290408.139","293536132736.607","300070833532.511","306628779736.183","315569804751.572","329366576819.407","343682967575.512","358053111989.023","377141312302.669","398080548973.052","412213064649.087","425777537421.996","453827104224.605","470885106095.168",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2685989665587.02","2839518818243.18","3003142483182.16","3150075374762.4","3333885793756.41","3501878424218.38","3655858899276.14","3782319990592.25","3996435022340.22","4281563661558.63","4521707076162.57","4691885853755.88","4921696684982.49","5226975943566.33","5398796710929.7","5355287986618.05","5624953746529.2","5799638726971.4","5979487447306.01","6212846829753.85","6348411409999.6","6383038662707.78","6427015573366.67","6516701975920.76","6673397300275.64","6827202947845.85","6999206725507.27","7176477287709.36","7486387332147.63","7794165537388.84","8074057958810.7","8264846663029.75","8357590724327.68","8300535198143.85","8509336327958.66","8719497561287.31","8871483760275.26","9116714437876.1","9390292581847.4","9672972584417.29","10050398133574.7","10270033710725.8","10367290674625.9","10445394784084.3","10686912184842.3","10876275576480.3","11237542120581.1","11575961303980","11624175362231.8","11103080740375","11338614919727.6","11540240749125.6","11434319455839.1","11414909466215.9","11580654068039.4","11828599572765.3","12044172080940.9","12357018842215.9","12575550971089.4","12780330570620.4","12007290120801.2","12771092524492.2","13223961016884.5","13277044442520.6",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.9126","1310318715.90375","1588386838.47483","1633788955.24089","1785058837.07344","1926233510.02823","1960377599.52023","1960641860.30086","1899038769.45137","2065307884.56551","2127379250.62751","2070886355.8446","2100950149.6029","2155038051.30131","2134151053.76576","2164601595.02151","1952837971.21425","2028539764.99879","2073049788.74561","2252986366.41081","","","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","191405167192.786","214065001328.814","235371828736.302","257959283631.161","271653078632.123","288639912096.236","309554934204.038","322990665935.248","344298425209.511","374965139499.475","390882300058.245","409056268771.897","442393315520.347","476848965398.535","503642087365.873","506372851558.64","523102354316.091","537951003054.763","545821245092.893","546048013994.557","558108730888.773","557369411412.156","564316808336.919","574305868280.556","584555434084.322","598125513453.225","617584460083.103","651842627761.889","685049605204.658","718117156819.54","745271992193.864","764246620913.803","771348118083.944","763391725698.396","781584842385.514","803136997144.358","824078081021.613","853640232062.29","890363641965.936","929618577504.041","977964704117.097","1016292009212.74","1044295489916.35","1074990359309.76","1108471272156.69","1147835586804.09","1194247575041.8","1236446314561.82","1245931907512.54","1198983535253.48","1200112046333.33","1192432281030.21","1158267740706.22","1141735528202.44","1159095456184.34","1206164777553.12","1241326362774.56","1277275696600.78","1307871701738.56","1333521400772.79","1187633217272.88","1267004457572.21","1345296618919.51","1381292229418.88",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14658007987.3353","13485390274.2879","10630714368.8022","10020458824.8803","9855880341.85316","10302024682.7477","10811255595.132","12222125501.0055","12752545890.575","12698343966.8422","13979306555.9168","14801394584.6609","15827575290.6098","17029885620.3809","18188036227.5922","19920093472.6082","21864806615.3187","23520173219.8219","22314690792.6965","19050002368.6512","19516679023.6285","21001308236.9578","21772480719.1512","22154913169.8562","22891073863.273","23311847750.9394","24032886893.1699","25387061799.8453","26326305513.7363","27307395615.8101","26519902198.9957","28417254674.457","28434426605.4652","27574843698.0953",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","5263329225.83545","5491025655.44196","5739145003.59747","5973903904.19008","6318713576.23633","6777237221.57145","7052500667.16254","7344628492.48128","7446620220.11373","7705965802.72539","8208893824.02495","8555896866.5395","8993092031.61492","9287495137.52208","9403229559.94462","9417222535.57465","9673906039.8911","9938971677.89437","9829567086.08187","10461034808.8952","10919390083.4654","11019413209.7012","11926862517.7355","11587182914.6542","10295866350.4472","11290613046.4569","12855416412.1834","12920165915.2807","12873518408.2293","13224508680.3701","12280612057.8476","11215578415.0916","12689623265.693","13094417753.4806","13896779695.8913","15623617690.3741","16113247315.5274","15556028804.3965","16359053695.2448","17352574603.7583","18793064976.1136","19077728362.3105","18665390025.6039","21198769337.7279","23704202269.324","26272487888.3487","29282307975.8989","32441436121.8563","35297110794.6214","39727088219.906","44167899823.5539","47987456602.7123","53065618849.7063","58508820967.9287","64589328550.5953","70682351658.2336","77442545814.9282","82721144195.2914","89640011587.0442","95071775775.7639","100435279209.681","105779617467.591","112653319434.836",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3072438478859.37","3248356312565.74","3433373887713.87","3598068531672.35","3812636961169","4012456265666.92","4184182266197.87","4333238347102.35","4574703004690.57","4896485525219.23","5167231605632.75","5356157850681.69","5611967640142.99","5953327366655.69","6143811574151.45","6106043405866.08","6404307682950.56","6593198639128.95","6794308372546.49","7058564465642.9","7204473895580.58","7244699922065.11","7304068362857.45","7409688121838.53","7596897662958.04","7772894084092.37","7973386210842.74","8176230601931.27","8513946817462.99","8845411249302.93","9137081390856.05","9270510147123.6","9354108862472.62","9298356988319.14","9549563935190.8","9809786551827.41","9997765965031.59","10266314052830.8","10572469775388.2","10890061092406.1","11318534007345.5","11563177080157.1","11690138584403.2","11799825426851.3","12106691064531.7","12346863024368","12787037124124.6","13188759129146.8","13270973190778.7","12698879094784.7","12976295644548.1","13230730453866.3","13130043284418.8","13125102945888.3","13338839168176.5","13655089869785.3","13920536464164.8","14309680304964.5","14603024724373.1","14876936810776.6","14047261785039.8","14940354568036.3","15462923840803","15529080146569.1",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","281343169338.482","280840443170.884","303006638542.528","322631896637.498","339453208880.083","360926601320.214","364083745602.974","343036569010.649","364364192216.813","411996161568.158","462379742334.772","497745095206.931","516574801272.016","536942408114.481","596060758846.644","595428348306.622","649326158385.938","681708192979.422","680491811782.377","723671520669.042","762066737755.388","711834304605.559","706067374465.641","672925240875.924","665141369625.612","693407767245.144","692708000358.575","703013040525.582","728547075471.374","736106310035.638","774153639005.584","727690094882.886","729111146673.635","715096001447.034","690503774105.439","688305206000.563","711765878269.521","744109414034.896","780904697893.986","805207219924.757","849068369099.344","883963606217.326","926309492471.001","936215133152.884","1041693179813.99","1102461137105.81","1166619694281.87","1236473836963.96","1298796880130.1","1338561724969.63","1432499270515.11","1433024980677.8","1512830994255.51","1566387267407.08","1603173061410.88","1616325901440.2","1651350417930.8","1693690009593.13","1739679566858.29","1779581892529.49","1689525734164.81","1731373741969.25","1750397023337.34","1782121594449.61",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","49407157701.104","53164409237.4335","54749742965.4849","56548326572.1925","59510716177.663","62666484833.6845","64153449608.6862","65544828153.1594","67054515614.7506","73487248270.3776","78977063654.6816","80838488993.2316","87091739149.2066","93174076610.9711","96189687157.6613","97925811876.9344","98263051648.5785","98498402632.4508","101374267811.541","108594069012.671","114446254667.969","115921906812.5","119500085884.766","123209187478.125","127184572165.234","131686975475.391","135315082627.734","140133697111.719","147464248780.078","154961227382.031","156033016834.375","146857345228.906","141994350229.297","140887056364.453","146472344255.859","152674521314.453","158266466283.203","168391880923.047","177576428631.641","185370756688.281","196036504105.859","201212381740.625","204607491185.937","208723784010.156","217083963641.016","223113056688.672","232081249383.594","244411266137.109","246328504412.109","226434938283.203","233609048633.984","239193227012.5","235550696192.578","233242909380.078","232127848925","233210733506.25","239208760192.969","247110711000","250058686750.391","253433824963.672","247120696616.016","253878739632.812","257560103403.906","254562199573.437",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864434181.506516","894841362.605111","927110256.482617","986063083.333125","1034156148.21772","1006231171.6397","1006231171.6397","1140581429.92299","1230872383.22206","1262830883.12414","1423244642.27163","1521291775.5796","1635164674.34074","1825054197.55063","1872526593.26132","1882454938.67984","1933961979.00807","2048143322.92289","2086308455.4199","2341355904.23961","2303813270.4725","2449644432.55941","2303192778.24203","2211983511.00793","2397635828.47251","2287021502.38503","2464263564.03984","2301252036.26918","2323246364.59541","2496064122.37582","2640835909.46291","2569533241.37876","2726274818.17778","2784345355.70096","2926346957.9416","2999505589.12067","3143481870.30262","3074325289.001","3114291531.63976","3388349146.53847","3330747264.7169","3397362214.89918","3506077775.66624","3541138530.44959","3728818862.10322","3754920609.14392","3824479907.83452","3791946804.66169","3831109812.09556","3778009185.47898","3889636980.98758","3994857224.63258","4051237219.17538","4243031681.17411","4480790593.48834","4682479912.05203","4796997076.03127","5053797835.53178","5246466346.36038","5215934725.85137","4327208949.46684","4115996320.43426","4930664222.84568","5301661741.40568",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","508897751182.116","533344343256.327","569994160279.45","605326016896.649","644223451848.214","675197188430.579","710376197442.452","745158757527.272","778321728360.261","833684910445.892","885376114129.97","932571962129.774","974886244103.204","1039326073768.82","1088078748095.25","1075844942752.05","1123030885020.76","1163152897116.3","1208457477209.34","1253113736744.51","1274121102921.85","1289261671159.12","1320752051309.49","1337420703941.97","1358946108345.02","1380268983374.53","1413251001531.16","1449327711875.27","1519101594661.88","1586020592048.64","1630899061497","1651067777946.68","1676098974581.98","1670081815454.98","1709890902753.87","1749300344619.07","1773739467452.5","1818562957208.6","1881350559081.67","1945303460153.52","2025858476369.78","2064338989662.44","2086380974391.26","2106573536491.98","2166995343999.61","2207920477001.03","2267844863251.48","2325232266173.56","2334072134826.58","2268145065263.81","2313515331848.51","2369909039492.57","2374265768198.23","2392826743884.24","2416703157283.96","2442483452642.5","2463489569508.32","2514819204022.09","2556210832827.89","2608036639287.32","2413981867221.76","2580120255345.61","2646451031159.26","2671234714330.38",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2166314314.46368","2067675562.88792","2059822159.10004","2133282898.13186","2284350973.3955","2418125853.51823","2549481885.27429","2573905971.05459","2609591837.86672","2701241060.07126","2775895516.47884","2901879820.04399","2854366727.12733","3011481923.30763","3118570937.35915","3196193980.39855",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","100761872.005814","103080981.59273","104180768.529282","139529311.460246","160915356.147786","161034897.096529","161608701.764639","165529675.246013","174865895.192278","178571694.704167","165720941.287495","181835189.695622","177069172.778774","180486602.212944","173352871.996122","202043944.299233","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","318022033.310273","320639498.605008","320639498.605008","333726825.078682","327183161.841845","336344290.373416","333726825.078682","336344290.373416",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430402.16032","1946939619.42109","2091971271.33539","2219423267.20213","2320505870.85802","2513881414.09618","2627207303.04505","2735320899.36372","2803944654.17385","3030584989.18453","3293619830.31703","3631503425.96331","4043205904.71932","4454902662.03178","6214014316.31316","7406490804.13761","10045078184.8121","8781197289.68249","6669389058.07285","6701028991.88961","6872102050.9686","7222258278.85147","6998547355.48186","7391042735.22878","7946028913.78889","7760652085.26897","7698287660.97566","6378336008.80052","7197655800.48086","7812717800.63261","8218372646.58668","8720720960.85617","8451237981.301","8784770737.08178","9110927737.90141","9564091413.41355","9910794415.49417","10479512210.8024","10843972206.2432","9875321072.27314","9689372094.82624","9896262806.17442","9871617829.34082","10093465659.4406","10163064451.2538","10435048720.8443","10142180902.0393","10751534086.7123","10395827037.7727","10409376035.5652","11147389066.6347","11937934403.3789","12564804521.2615","13273296028.5793","13846034032.3711","14383107762.6952","14683922149.3088","14753324537.1727","14876945089.6921","15460241661.1259","15176119359.5533","15398898313.8373","15866657481.0928","16254737014.9742",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","793127688923.183","814552559236.082","823502016819.324","863520470606.161","911832809500.664","931257884471.401","945854883927.57","972109334616.092","1025309893050.7","1045192065365.52","1073501943894.13","1111125153881.32","1159144289314.52","1234765106497.16","1204088552084.51","1186344507745.58","1220870290487.06","1250876236035.81","1303466331159.83","1352333500867","1324862633557.13","1314426110473.73","1340647481719.04","1397247692388.1","1428952711623.56","1488217310110.02","1535101224196.63","1617885216667.95","1710629088490.43","1754722311847.68","1767597683034.66","1748098930983.33","1755110242111.01","1798809520344.04","1867991898738.78","1915283289476.88","1964735787495.57","2061492115418.56","2131637646138.53","2196830016070.81","2292208338906.25","2351181825459.11","2393401075136.18","2468849371075.25","2529531328675.57","2598654838739.17","2660520859212.05","2730356339665.79","2723563286863.32","2597719582107.35","2655734846473.69","2685966732014.03","2726497926337.32","2775572748536.75","2864242231205.47","2927911140916.73","2984177104376.02","3063451915172.53","3106499243290.97","3156963551827.52","2831893576021.77","3074755378779.19","3223545409624.7","3234504373105.3",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5243159135.67356","5498288150.05056","5779416530.19967","6022260625.29458","6349244544.44395","7019638203.70375","7548614493.0108","8020635559.04975","8378001665.83002","8778177254.15168","9836129832.76578","10079213236.6486","10365106122.0728","11037028854.092","12009362469.6233","12895704865.7106","13682282556.9885","14625580176.3439","15712196494.7727","16870286034.5575","17642345727.7474","18571497605.3761","18943381710.2443","19758250884.9756","20830721461.6776","21860010300.477","20072807510.2145","20330036655.824","21459462455.7942","19915715325.7756","16970422995.7282","13389689057.0621","7377748823.20649","5216056133.54707","4673678615.23576","4795034188.99656","5332200118.25066","5893190454.62344","6075968327.9871","6250184305.04248","6365211520.66238","6671206249.59299","7036389739.95908","7814405534.92863","8267069270.18365","9059975319.60238","9913559155.90151","11160245709.6589","11430503827.9115","11013204446.9733","11701134202.5253","12629541567.4316","13460417765.6957","14151325572.1376","14730184213.8494","15223796148.8396","15749049874.5344","16561685511.0983","17565660917.3341","18510819818.4957","17346401920.57","19192793472.268","21296041913.2144","22963990766.7474",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7657874898.30218","7920515043.76203","8245981569.34271","8609297389.77824","8799504964.72635","8919970088.23349","8540131860.98434","8802772006.06631","8835241939.81905","9365902029.41588","10276592945.7795","10812632834.0534","10543651789.2425","10847792302.31","11591139095.7485","10150171684.0036","9791852068.40752","10014529285.3917","10863354338.4971","10590147340.6811","10640100636.0631","10267370787.5571","9556493927.87131","9120360630.36123","9909050150.5747","10413581059.5336","10954999871.3347","11480281037.4044","12126410628.7245","12743144436.3975","13167340507.2804","13862816574.1538","14400613325.4089","15099043151.441","15597311536.1022","16238738334.7768","16986119958.802","17698918267.4937","18530836590.6561","19346192812.3749","20062001962.2277","20864482066.4121","21803383667.389","22937159647.1137","24221640585.236","25650718304.6806","27292341859.0377","28478690589.0047","31084433518.1644","32590314875.062","35164855870.6991","40104506631.6958","43831333975.4151","47036511237.5563","48379986962.9427","49406010054.2663","51072704881.7252","55224351374.4489","58648304058.6438","62465003607.231","62786037290.3279","65973349399.4486","68491885061.4641","70508824388.0172",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1942094537.42791","2046303803.61148","2093679410.45577","2126493371.60931","2238138977.04167","2302528457.7449","2484966268.00798","2401643613.44062","2564865665.15536","2533885659.63891","2599801856.25516","2615653814.13534","2662735707.35719","2697351586.67643","2735114764.04489","2871868603.63435","2961299741.68835","3059020822.11607","3251987425.51287","3382179961.94632","3528427545.98221","3620640283.15178","3739069518.82914","3927673589.83666","4083606123.90946","4271765348.97459","4462353367.48162","4693574823.86752","4864614381.03605","5050053677.45401","5176459579.46449","5365832405.72436","5642956694.13195","5713414722.47307","5847115329.55072","6022369313.03617","6094011545.87354","6509469022.49636","6778506429.10409","6702408065.67158","7025019105.91374","7419271030.30424","7858142150.2509","8168199850.29177","8470141696.43118","8794201742.84609","9745789528.35549","10749606370.4679","11433119223.7578","12075307751.6835","12643401588.6985","13349198344.073","13879482945.938","14815644972.1281",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504725.723235","253504725.723235","277780701.967519","284546114.523255","302056645.839376","301857659.86377","302587264.271584","330577582.495729","350011556.292565","393389990.330913","422308976.529101","436834614.983294","464427038.901168","458258597.172334","486991776.014378","503169126.654155","499321982.876258","553664331.566174","573237790.274772","568581582.283382","591842657.034875","606368444.288168","633514510.041076","670864763.575962","694740031.231163","716325876.505343","740528298.603424","762833761.663294","764011164.754756","770748583.770315","787886530.287664","826492963.259544","855420206.246188","910167091.320248","960226283.311822","1015919410.0795","982902027.731066","1050427393.31825","1124482524.55398","1098037738.85618","1091937250.0561","1125167625.04935","1195557048.77095","1275249585.58493","1350595613.51288","1240786190.47581","1305822857.84822","1343336129.36544","1324430251.83027","1378176608.93204","1404959537.12175","1472715273.80675","1579264608.77791","1677527292.27233","1687449652.95674","1776141480.03218","1873704900.09444","1963596060.40794",
"Guinea-Bissau","GNB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","309755918.777507","297641465.593937","316615694.987483","320129789.759336","334725278.541427","360986432.509662","378831635.457592","351669142.123436","397829386.273409","405762678.552412","341032772.531507","402989997.491558","419915908.380757","405645958.85415","442597153.781284","461037932.755857","457377994.07007","470641955.932678","492291485.851147","522321266.59307","554182863.783592","582446190.027857","588853097.930413","601219012.922846","620458021.451395","647758174.433145","722898122.695806","769886500.621982","597079877.976298","697478986.452666","705153195.39567","738901627.416716","765900620.254642","763710672.551679","772660533.181804","823345295.681209","845299838.603667","866938047.629768","906163311.064931","928345745.452418","980382895.434522","1059647261.07297","1041496885.43544","1075408772.95023","1085781367.43837","1152384166.79638","1213536542.70894","1271652706.03289","1319485332.4773","1392722780.6646","1413547808.38589","1500942899.13729","1570073804.59512","1651706154.16341",
"Equatorial Guinea","GNQ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","132086051.076547","139706650.788986","142782538.514882","149927929.590197","151444273.188883","170988427.529981","167003445.86169","174412950.140804","179044071.247429","176843300.771014","173733397.99699","171957427.660152","231704586.214421","257269046.82918","300152801.145199","352638311.553616","587424889.588275","1468403404.76972","1817508712.76923","2283954429.45661","2699948863.55525","4411173089.8169","5269712387.32535","6005113941.93001","8286980786.09409","9674942387.18021","10420388726.5973","12012844402.6491","14151023687.8999","14341122354.4363","13061295371.1388","13913404306.2274","15070007775.4052","14447134439.884","14507099626.4903","13185496881.0174","12023008461.8485","11341603434.7324","10634279338.5817","10051326714.9325","9569759527.14748","9652085293.25754","9963221065.40967","9456161986.86363",
"Greece","GRC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","41539985102.9375","47024858749.2035","47196410522.8391","52786762231.0781","57753826211.2894","63972764681.1219","68127476608.2043","71989953935.025","77175908165.8633","86100273992.0926","93789527849.4523","101143731004.101","111420087106.124","120436622387.203","112682622905.111","119856909668.442","128069383176.711","131835905390.699","141389873182.817","146030403081.266","147019219831.11","144734951363.352","143095613891.58","141552152757.225","144398173149.071","148021926572.832","148788177255.842","145427255231.228","151662975083.532","157426167819.385","157426167819.385","162306379130.518","163442523659.057","160827442827.831","164043991706.578","167488456723.317","169803934679.174","175921772115.387","181968090350.671","186806232261.53","194535951163.524","203582678509.383","213116734983.165","225470734967.324","237596249633.379","240408215746.072","255898673311.456","264872707591.747","265024939417.418","254107830744.956","239639588486.45","215970915842.321","197978089531.731","193479795857.322","195012591244.259","194567373678.099","194505510567.857","197370819841.305","201445880947.483","206033167541.336","187085880547.56","203277224063.029","214952754695.546","219965719224.042",
"Grenada","GRD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","294935712.434929","310689415.023815","328094495.435333","326339898.60685","331346564.449883","345012163.476187","357544988.718075","370303857.706844","392446947.632986","420680655.446063","458951763.014822","472567905.754739","490372992.122434","510049757.237171","517116730.160327","512715297.542475","502672150.4058","511185184.991459","522070746.474282","545241471.586559","572588028.202019","639887179.228114","684028916.017964","717463922.03278","702943169.422603","727105600.384471","795918681.218461","790765503.201134","895749020.659748","859960907.039514","912620191.349021","921267656.665568","860341634.562189","855944031.100456","862490064.656016","852529700.227814","872573509.102323","936638937.786048","997007407.407407","1034291535.85512","1080200382.60863","1127312678.42806","1134939081.03144","978809798.804488","1024691294.44286","1099706286.21882","1138923226.80272",
"Greenland","GRL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","713408661.20171","806585906.039216","856410923.91198","914698328.318166","966893338.199623","973141791.091122","1031133339.48176","1122103173.82261","1189616948.38369","1247439439.61142","1355667363.53824","1364686341.57105","1304371833.71611","1349466794.07412","1279569603.00479","1326355632.28614","1420491372.10858","1498843859.42713","1582833234.42623","1688242726.38638","1490388563.1779","1488697499.84214","1412599749.26156","1341575185.54526","1421055060.70202","1474041620.85829","1496589112.21245","1518572904.49646","1636383513.20916","1658930987.10214","1776741578.35367","1799289052.24665","1781814765.21794","1860749973.98387","1989264212.32217","2088478601.21324","2204508100.36514","2256367786.21633","2395498418.1565","2416242292.49697","2458184031.69379","2445978671.28639","2480080343.49763","2447881939.21831","2563963821.89127","2499113022.81675","2616120347.69515","2617499780.41644","2633808516.64035","2708402650.63237","2713483852.17536","2748493505.41834","","",
"Guatemala","GTM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7658203953.9459","7987393256.09072","8269867519.46106","9058899212.49102","9478597327.41962","9892031877.09461","10437290960.9032","10866490694.869","11819051078.3485","12378908774.4656","13085482478.0295","13816143700.9415","14829288650.5097","15835134733.1022","16844629307.4972","17173098032.9231","18441720400.6161","19881875044.6358","20875310670.926","21859259273.41","22681162648.1003","22827877701.6357","22022033299.7771","21455606465.404","21562175980.5337","21430789242.6127","21461445899.9421","22222035959.9737","23087003612.9366","23997229397.8216","24741758600.2768","25646873675.0163","26887756327.0466","27943673995.0707","29070849568.6326","30509434368.8016","31411836282.3237","32782677071.6206","34419689165.7789","35743836013.2142","37033784129.5252","37897624870.0919","39352623487.4664","40360199271.019","41626668759.0246","42990369635.9208","45290955325.2902","48161368665.894","49747574901.7709","49984820144.5551","51426470044.8962","53567820370.7454","55161306913.2601","57199417471.4099","59741346761.3617","62186064718.7424","63851284748.839","65817809494.3628","68060138938.4754","70794725855.0224","69530649250.79","75116232449.1983","78271231309.9524","81031694944.9788",
"Guam","GUM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800664422.202","4842877343.03913","5157363603.27571","5345211101.00091","5149976342.12921","5186912647.86169","5292444949.95451","5315662056.41492","5435968880.80073","5440190172.88444","5556275705.18653","5650199454.04914","5751510464.05824","5799000000","5809553230.20928","5861264058.23476","5812719199.27207","5959409099.18107","5332547224.74977","5442300818.9263","5719850773.43039","",
"Guyana","GUY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1555849243.71008","1628811172.24648","1646808327.27754","1444602377.02959","1608713286.32745","1778288055.66404","1871350740.24171","1952073734.27444","1972079123.76025","2110013962.86862","2199804697.49544","2268281336.58747","2193027225.96307","2220324260.24621","2391352284.36973","2594211213.12201","2634081989.7315","2564577004.01239","2518255902.1123","2472028372.68628","2514890618.69424","2552517555.06155","2215837056.70706","2065328835.4097","1961468862.25418","2008537592.24204","1990448657.74979","2008350685.18367","1934171587.8471","1839074818.14123","1782661480.13403","1890652727.13754","2037327406.13112","2203881070.82096","2391925529.8736","2512273984.61924","2712138382.14991","2879766586.43647","2831412296.32746","2915226398.47074","2875468427.07822","2941015352.67748","2974326085.51831","2955521640.87583","3001726850.82003","2943164432.84229","3094137270.70843","3316643991.45274","3374858506.06674","3496741806.93763","3641452424.56855","3830671453.00564","4032790343.85011","4180123674.47048","4250621228.25175","4279840193.7046","4442793237.23993","4608708975.07815","4813377725.77348","5071030135.73162","7275896377.20418","8735443232.30197","14268000140.0066","19090957594.0449",
"High income","HIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","9337852192015.3","9754494850988.59","10301485634210.2","10821730964547.7","11510441395624.5","12147358646335.7","12817632029588.4","13307140574308.1","14091991059775.9","14883894083576.1","15335962157057","15938243364188.5","16814817902152.2","17876946153516.8","18085318947702.1","18058039613733.9","18955557672147.1","19693095805008.3","20532570085730.7","21375019593735.2","21652025793564.4","22073519500384.7","22034028421703.9","22664118269920.6","23725198004295.5","24566987902738.7","25336352721977.3","26235789630138.9","27457532539583.9","28523337595139.6","29273404248944.5","29521040791391.3","29967457500859.1","30293873540334.3","31174624037310.1","32024645815751.5","32955333021294.3","34110944759141.8","35038085997362.7","36291236257538.4","37837833221211.7","38440956467142","39070505434255.1","39965854193436.5","41373496628592.5","42612340617051","43995708323418.3","45252860738753.3","45555784266220.8","44026249709201.9","45362091739586.8","46285169329733.5","46956278753190.4","47710588295439.3","48735210498279.8","49875503824324.9","50785141188183.5","52036148520657.3","53266571470321.4","54281884301810.9","52182339286318.7","55197692751535.1","56797832930107.1","57808823390117.1",
