"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Low income","LIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","103916587912.351","107548816218.322","113721335977.41","117011126355.469","122550402832.816","124674066025.145","126628497402.821","134027171032.475","137408643814.443","141730890228.995","145686284467.138","145635001903.737","146326632176.617","150570344689.811","154847548411.272","156754473699.881","159145344415.472","157887460742.159","158850662896.829","163090185648.734","171421690673.98","177285103363.315","177073924224.554","172250047011.316","174382714283.263","174211831262.261","176101850846.512","178973674127.227","187901759135.49","198673252741.05","210868405862.299","219381106633.325","225162605655.156","232384864913.512","242294958385.809","254230951863.886","266652967070.577","283018908311.184","301600732185.799","319425410003.356","338990131399.517","357761842735.533","372577449527.845","398590989534.171","401750791323.715","389086119099.633","403083436691.903","420838437954.123","417756953873.849","426318507337.121","439594337732.543","454537993853.636","474081737618.703","475602794987.658","485946125646.535","503780277751.377","515060189857.047",
"Liechtenstein","LIE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6268515276.17441","","","","","","","","",
"Sri Lanka","LKA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","6530549444.96641","6779887100.0256","6950519813.3127","7222037271.13246","7405257001.03314","7777281520.13141","8278062576.45498","8758280781.66328","9434141515.06593","9797038019.30197","9925076037.87523","9884335594.58252","10581912589.5345","10988875046.9768","11662079154.095","12051021936.3662","12665695187.9512","13381792930.7801","14238703658.812","15071102050.2652","15930083244.2218","16589826957.1531","17388459728.7368","18275122774.4664","19188770426.3456","20024546324.978","20370092037.569","20873780255.5473","21353731379.698","22720369186.6898","23765503271.0776","24811183335.9558","26523170679.5811","28008446680.9577","29548935121.1742","30671784965.407","32636435386.2509","34169833188.3929","35639320702.8045","37777691762.3618","37193872241.1572","38668488650.261","40965500924.4911","43196097553.0189","45892289127.0171","49411443817.364","52769853736.4823","55909706547.6528","57888301891.5644","62528609282.4735","67949516441.6109","73815041947.847","76805840200.4173","81704500476.9099","85140955388.8509","89443659904.1523","95222329687.4117","97422045729.8334","97207245817.5168","92711882117.9928","96612712766.2867","89514778451.9202","87457719388.6615",
"Lower middle income","LMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","443267141625.609","457751723197.225","475092807000.357","504109033976.876","537023285616.266","548148833969.689","555837466050.475","564921763509.945","586958577291.968","633220582353.008","678837080441.2","711475057194.759","723666989405.176","756783312309.238","793445791998.781","821230449205.559","866265432865.104","915555916911.424","950106075977.079","964820804801.204","1015257551015.97","1035653195435.9","1058678167401.86","1082761608084.25","1111991998132.66","1156242129388.63","1200779886170.93","1244317104838.31","1327808112184.66","1376632719066.64","1447057308205.44","1477481664400.36","1532128188523.24","1568226712315.07","1630570910405.5","1714050521920.91","1822837173655.33","1895308078191.1","1981101591778.43","2087378875819.84","2175258755731.16","2269776849002.72","2372218522706.63","2513317985219.06","2691342310908.53","2871957743475.89","3071996520794.39","3283873630647.52","3434574180396.17","3639196057719.62","3888776335478.37","4073797174037.51","4284201082472.95","4527485766916.12","4804501648342.21","5089665684079.03","5379808124885.27","5673767311022.84","5982516241313","6226615757545.93","6002516344310.31","6402342783987.56","6775936832420.7","7151756621411.38",
"Low & middle income","LMY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1683018575166.91","1700385814988.65","1761466053715.59","1846073155151.38","1990660727664.57","2111670905927.03","2215926018764.65","2287385236734.81","2427195419744.36","2625097954589.11","2833394745943.7","3008443930494.07","3193639223028.29","3413095153452.44","3618771426287.83","3772335340686.92","4007695540177.08","4191210039252.67","4345227750312.4","4544111164735.44","4758186634203.61","4848971947221.86","4986295492969.85","5066581699006.87","5302072909519.79","5537079212235","5741374982521.37","6008817454047.23","6254618440535.85","6445563386910.35","6647473844232.65","6835319766991.21","7124981658247.73","7482435354796.1","7864997777352.6","8224801725025.68","8736371111993.29","9229261672029","9534404413796.17","9881000683305.01","10427512431296.2","10806107276199.7","11317627582812.7","11981558886015","12898559770032.1","13842310530604.7","14977878266184.2","16300759789561.8","17264416258597.3","17950775331331.9","19414953094482.5","20653249816943.1","21784326871192.6","23005062631808.9","24195028911241.4","25336686257692.4","26543474010264.6","27961577337064.8","29356984994689.4","30552777487046","30210672843723.6","32427441683196.7","33664644890385.3","35217076189636",
"Lesotho","LSO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","193508327.04697","197116860.960945","227338452.109786","251470587.845903","272219723.187022","278083623.356492","276955934.797675","307177536.808655","306049826.525561","310786059.860491","317552093.562765","333790811.177675","333114189.330949","421072594.874098","467306740.332068","404157255.412463","448813112.562869","546694921.250926","646832345.915048","665551148.644027","647283238.941542","651779515.140733","680830657.075131","694353079.769469","732784813.254431","751912323.939007","787138333.758753","792882304.40291","861085398.600682","910987401.97772","966060902.402024","1033362571.71292","1105247043.49934","1144038630.18996","1212450693.47103","1252351695.56175","1322446271.54381","1371424437.09695","1392512225.79035","1399140932.84008","1453365294.1512","1505128088.4482","1516022748.40945","1585150007.49012","1611976676.82948","1667849758.72804","1738401391.78308","1811204148.77671","1911244554.99023","1887282177.32009","1986735734.7651","2078451680.28081","2210102550.34645","2249719203.36981","2288201773.07605","2359686724.53829","2444845631.39553","2368122098.53455","2333058897.5103","2299976266.27346","2112391149.60613","2160272945.18777","2211855514.87917","2252257826.396",
"Late-demographic dividend","LTE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","968408617389.223","933245108561.264","960948914304.267","1000634255349.61","1072467192950.44","1146835778544.51","1234961355678.67","1257142410875.72","1322671119073.79","1454184430851.21","1611348652553.97","1748435853559.55","1886100412544.24","2071569024904.16","2175285700844.21","2268830617365.45","2419487760843.75","2572404669591.56","2743249884984.86","2956420140758.61","3172120164567.24","3176012664367.62","3236872214457.03","3292793078563.76","3549440060627.16","3805882437290.68","4025678786719.75","4284467097864.93","4503436048252.15","4716237094628.35","4726978084537.34","4748965931511.94","4785056249021.02","4990409351467.26","5210806711157.88","5504420953505.75","5783379947554.54","6107989803160.89","6280020498524.52","6569814483676.72","7028541425550.29","7392532376211.96","7834716675119.46","8369034580304.97","9053307632960.24","9753317647098.99","10658336583981.3","11745469067101.8","12558381186815.4","13020467219547.5","14065632661415.6","15076847445509.1","15952754404408.3","16848162841072","17730188430623.6","18565287346572.2","19393865189738","20425186142908.9","21532721290884.5","22535207616234.4","22583104666690.4","24272323323055.3","25034943849253.5","26073749135031.8",
"Lithuania","LTU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30815380275.5025","29066403139.7446","22887185052.507","19173313031.719","17300837303.8199","17870048723.6262","18768365835.5207","20326258404.0437","21843194413.7223","21603574024.2469","22342117951.3527","23790808932.6418","25389512713.8207","28068588029.5523","29893618016.7512","32204826567.0058","34586528018.7664","38418000007.8586","39416660356.0683","33567775501.6203","33711176714.1949","35842949292.2133","37413911922.5879","38928020893.4211","40396596564.7359","41540954817.2039","42650895979.8047","44618059006.3441","46812540143.4277","49002127219.1508","49023106998.3996","52150789442.1719","53474128766.591","53657150684.4898",
"Luxembourg","LUX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8747571197.90128","9082601698.34315","9206004979.55974","9522609483.04005","10271641644.0793","10196151897.9052","10308911561.0465","10331254148.7371","10763500642.4077","11836929271.2045","12045251394.0336","12366526384.6945","13182494340.334","14278311403.8371","14879781670.3836","13901975726.466","14254298216.3453","14478058119.0492","15068034941.5617","15421472491.8961","15551149030.0137","15465469116.0609","15640430422.8094","16107934774.4031","17104522552.5332","17582030272.3488","19337409478.3258","20101425602.3746","21802666126.8535","23938905603.7695","25212438894.5285","27391849518.0187","27890285979.4902","29061859473.6523","30172289931.4379","30604417464.514","31032290015.6547","32714188401.9113","34897700894.5582","37750651303.9183","40369840661.3785","41610952875.9605","42953079582.1566","44078183347.9207","45943524157.4617","47084244317.1613","49917169128.3586","53959794734.6914","53797820276.3277","52055333610.1398","54012829450.8633","54576884723.7121","55477349852.5629","57236975164.3722","58738350255.7597","60071584216.1375","63062062076.8293","63892707778.4988","64671765568.8058","66557495896.7378","65951935965.6765","70679635853.8902","71655146215.6371","70870003856.6378",
"Latvia","LVA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20300396971.9869","17743516948.7928","12044552954.7921","11444375308.8533","11694997032.6363","11584507304.4824","11850945730.0371","12937853405.0285","13785282708.1945","14173807494.182","15001703822.9086","15970899946.7949","17195147565.4394","18644549744.4914","20271313106.6742","22625890296.7976","25527664820.9098","28186252981.116","27231101071.3992","22863227308.7441","22026145322.7961","22694935283.9812","24352854877.6457","24863312911.2871","25384189270.9715","26344565876.8902","27016796437.5492","27935083671.9621","29139005014.4504","29335802644.3992","28318076426.6769","30285399223.0726","30834377325.2508","31360657012.7125",
"Macao SAR, China","MAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862893472.95792","6450455144.59142","6996179124.03878","7047415968.99004","7519207588.27282","8593920470.29306","9265272150.11309","9730759459.61439","10507335800.878","10891784073.7337","12340285213.8884","12980344592.4294","13532372881.6583","13978374142.7441","13919801373.6835","13880943900.6668","13246386465.2077","12934036571.4891","13677257382.818","14072365670.3952","15326235574.0235","17110355242.1811","21666881104.6031","23416613628.498","26552262689.9897","30396057675.6624","31426984260.6549","31827365243.6857","39823293275.2523","48431770969.9498","52907945538.6116","58597069309.2292","57396728726.8363","45048190598.3249","44742259638.202","49153900999.4643","52302387928.1473","50961633173.3488","23271041384.4531","28748111098.7847","23110797292.1894","40458079958.3397",
"St. Martin (French part)","MAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","11518527478.3275","12673702326.064","13927351920.6705","15091980118.0894","15803334620.7818","16687830454.1668","17094552490.3422","17703000748.8839","18693669512.4496","20106578472.1074","22280658838.1136","23630681317.068","24158274887.3154","25316371177.7963","26238435140.8487","25780985097.3851","28090283843.6343","28479775173.6037","30307717167.6808","32128499365.9112","35107166524.2736","34993066802.2243","39148576061.2285","40262823843.6365","41636515790.1878","44641043473.6915","43704591004.544","43380918430.9002","47974090254.8843","45380875814.1028","50995795428.8466","50199902853.4782","53833649265.2898","54747239388.7725","56160912155.7573","60497559620.7789","62754238001.606","66626866131.8459","69672633474.8662","71896757928.9618","77498104932.5221","80164867241.3167","84721870674.8237","87895356582.8232","90971304769.4422","95997146621.9656","98936909179.3524","103015299181.348","105816536606.04","110413823841.592","110989284688.174","116603009678.139","120177639735.159","123651944968.713","114775951852.213","124135631043.727","126031434844.786","130320714718.834",
"Monaco","MCO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1764785205.56473","1857049235.38979","1943370633.67324","2070734432.44091","2163391744.19448","2142349784.9322","2236862304.71215","2316343303.17661","2407921124.0332","2493021991.09524","2535040815.5695","2558423483.61994","2620654307.16683","2651970427.70781","2691339343.23395","2737326250.07485","2804455472.3004","2874134248.58556","3006304228.54462","3131476494.4551","3214255640.44724","3246884485.21843","3291257691.98259","3261178238.84862","3333433693.98136","3404007586.16654","3441816980.80846","3518819006.34192","3642092596.06707","3762301282.46703","3909415913.17981","3994943522.21035","4035951520.51955","4079843968.34329","4180635803.89219","4259876164.74801","4507700786.40776","5158500738.24534","5197028095.39412","4607841717.87684","4703003769.39437","5033265481.27337","5084213121.21499","5571133210.81248","5971532102.07698","6264756528.37691","6453228194.42908","6246325873.74088","6602235351.40181","7072373236.60927","6136054329.90152","7500235156.94536","8328781591.62882","8748833912.54286",
"Moldova","MDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11137693132.5555","9355662201.10612","6633164508.28943","6553566538.6324","4528514463.37445","4465115303.68557","4202697785.43658","4271918931.24013","3992441789.3799","3857966190.08457","3939281163.91139","4179577330.63921","4505584348.12398","4802952913.19777","5158371415.97847","5545249279.88205","5811421236.26146","5985763886.4747","6452653478.32394","6065494252.61994","6496144351.04957","6874100822.53274","6833561915.89765","7451580071.77113","7824131195.57662","7797667196.73087","8159947934.63828","8500675703.95748","8847128857.51461","9161406662.06896","8403210632.93021","9573777856.36482","9093606720.69544","9164831732.38352",
"Madagascar","MDG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4151435154.88261","4236482815.08598","4332696292.69223","4292428143.03736","4462516417.17832","4442334514.27688","4534048838.45828","4784716703.26725","5111454772.34536","5301663360.44596","5581403272.41878","5800716980.83221","5726895807.58357","5576938281.89963","5688860706.2927","5760465920.10296","5583685378.33593","5715683720.68839","5563543310.52298","6111811047.75423","6170038735.21433","5565374939.11029","5459632815.26647","5508769510.5709","5605733876.77473","5670555451.89363","5781711090.7885","5849641181.11071","6048934315.21165","6295421169.5666","6492398920.48671","6082965417.7811","6154798240.80708","6284044275.81625","6281398611.31878","6386837686.07253","6524423229.10942","6765402319.37305","7030408175.56267","7360783017.34648","7688842733.27739","8148653656.69862","7137571065.48697","7835974694.57165","8247912168.09114","8640170094.37648","9106610406.88934","9626649240.51396","10272850829.8606","9864124029.23054","9925206605.67835","10081868751.8746","10385448752.8756","10624353147.1587","10979121878.0735","11323020701.3017","11775165456.5346","12238318933.7165","12629254472.2012","13186360203.1442","12245161113.1284","12947986307.5875","13465905759.7223","13977610178.6045",
"Maldives","MDV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","188293031.129917","198097875.494961","202900248.221003","206101830.079944","217907663.013273","200499061.889167","201699655.055085","224395614.317341","257347488.359696","284791556.252918","337685486.482963","377413190.797089","366044706.644186","425550015.656085","540259045.140486","623545615.024785","681913157.866588","742120332.291134","806909973.729907","882168920.399179","1031716819.83695","1046601357.74569","1116418306.06718","1178455091.85775","1269779307.10724","1434670112.36324","1547415774.68385","1677366833.92138","1803080163.51179","1914432188.6946","1988057617.6931","1909655895.78731","2048457065.39478","2330120929.12629","2465649312.33915","2188925391.74925","2705638704.31103","2898372920.14369","3158641500.63399","2900967006.18772","3099261774.94957","3364952162.10918","3444491134.33038","3684339547.22925","3971758368.31861","4129505319.12921","4400906157.06973","4711369798.88163","5119751627.13987","5493408290.20633","3685591962.05463","5067979008.49449","5768682322.98336","6041332856.45728",
"Middle East & North Africa","MEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","222597279376.316","236327748464.563","249126369220.049","276054766181.7","303247017723.303","341741809935.832","364732460008.533","393805371111.239","444084143575.569","492350731721.069","580036202050.793","635207062366.197","726275918646.576","808618905720.981","880830927532.422","880301367596.617","1006252420144.63","1044315692167.7","1037491261528.73","1096436212490.02","1107240614875.12","1108429340122.05","1089983536795.49","1080997956729.14","1078722623275.03","1079900821410.81","1057222426958.56","1062934458033.81","1082038882580.42","1123107158303.19","1223759341593.84","1247422061983.89","1324095425582.82","1357671394631.01","1398876213672.63","1441601509508.1","1515617199542.41","1583126659249.26","1651455761510.36","1696435790944.99","1807925700586.44","1841270724439.89","1877549763312.16","1964133081286.86","2120869768650.97","2228257127123.4","2361854496671.25","2485949057640.57","2600053034191.13","2621006678688.01","2754085069114.13","2857303921871.23","2969670740905.27","3033770488315.55","3122940399618.29","3202944332228.42","3342335108032.82","3408416364620.88","3485735767676.25","3529708730323.6","3409074242558.29","3572796770831.09","3774102885461.08","3848726223210.52",
"Mexico","MEX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","152252652596.904","159865285227.85","167322065048.302","180886675666.712","202422104046.083","216794073428.237","230010142144.131","243477063180.69","266420585702.861","275528493192.421","293444689473.299","304485451087.955","329540972152.434","355446582963.243","375980117956.701","397578239618.523","415141036251.632","429216973065.039","467661689803.874","513016316146.832","557939217934.888","611422385105.064","611119202965.59","582860269033.109","603338559533.217","614917928411.617","590751900359.025","602941257829.795","610286657409.907","632412287308.164","665614206222.858","692078394538.287","716775997861.725","737325961811.202","769725007521.97","724231953299.776","769266848274.163","824645415966.33","875650385843.31","899774820109.764","945027051117.631","940766441516.06","938540700989.319","949667522095.5","983527357381.896","1004311720993.85","1052569035045.56","1074439987409.3","1084575522159.75","1016298775551.17","1066822388048.98","1103564231781.62","1142776194808.08","1152513808584.62","1181370028689.69","1213294467716.88","1234800030119.7","1257912134612.3","1282719194684.06","1277682077988.06","1170944075658.48","1241768434200.36","1287578651261.79","1328780925599.41",
"Marshall Islands","MHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","45931280","46992252","47500634","63614160","73361848","73406056","73671297","75461688","79705581","81407557","75550102","80412894","84297825","97370735","101135112","94806793","118074749","129130978","139189050","136834516","140496545","140619900","150661400","159710500","169097800","182986300","164133300","153553800","152518700","150483000","154176500","164861000","170855000","168186800","167500000","170500000","170800000","177100000","163700000","169700000","179100000","178200000","175900000","182600000","180300000","183700000","188300000","195000000","205700000","227200000","220900000","223600000","221100000","212400000",
"Middle income","MIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1609363908924.92","1628167026023.2","1682038558474.22","1764965474622.26","1908226777240.32","2025973993487.25","2127226857027.02","2196494272805.21","2332782882396.11","2524929441183.92","2729566465862.84","2899456358551.91","3081969241882.85","3298664103177.95","3497617061457.08","3647752853544.69","3878493260164.45","4057968474851.6","4211091418244.64","4408258338367.37","4617895348263.31","4704943396639.65","4840058470496.19","4918095084502.31","5153514430645.99","5386662155607.88","5586676254684.94","5846338618179.54","6086359331486","6276397588758.21","6480809895766.25","6666329457704.55","6955418852198.49","7310380832615.98","7689530958023.07","8040657936042.62","8541575128629.87","9022612556555.04","9319575078680.63","9660280599270.36","10199160615624.2","10568136905800.7","11067971906609.6","11719504067440.5","12620092673147.8","13545385203256.6","14662830274537.1","15965681690712","16910672742493","17582401049273.2","19020722808276.7","20255195199355.5","21397671468655.9","22604215593690.5","23776411225299.2","24920281496336.6","26118091081809.8","27522565436066.8","28902761731819.7","30079066968466.6","29735726897353","31941158687704.2","33160484927473.3","34700732105673.6",
"North Macedonia","MKD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7293742777.22762","6843662857.59735","6394362794.22171","5916750488.0266","5812724181.91604","5747928135.67601","5816047055.53344","5899797047.66049","6099135593.62124","6363778789.48482","6653275727.54115","6449202687.04079","6545532200.7983","6691013307.97393","7003757263.7722","7334620965.18469","7711402289.66945","8210598903.42197","8659882989.55735","8628827362.55974","8918648175.61246","9127334379.6944","9085697011.49163","9351477059.69398","9690853712.45803","10064519962.5655","10351178142.8536","10463154366.0785","10764555646.4726","11185494933.6944","10661068595.4055","11141955229.994","11449348867.2054","11686665220.5256",
"Mali","MLI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","2003673126.73715","2077977545.27334","2082777661.34078","2210596786.30472","2267386929.8418","2399893394.57508","2364972166.56115","2328815854.76464","2599541842.20181","2953688827.23107","3141208110.07868","3095237272.84908","3417008148.63651","3269193847.81589","3318519585.06418","3073664839.35989","3129632396.26866","3120650002.14343","3753724875.85562","3854798455.67616","3849433952.80993","4133896383.70809","4306585279.69779","4198817500.53154","4691977172.88085","4540958263.56354","4685005096.54492","4862095199.48081","4906876185.26512","5253094838.94342","5506768067.28504","5923722243.04016","6261430310.34669","6257621170.98229","7219807986.60186","7444077477.87234","8122906029.24399","8249623254.49671","8788717883.93358","9198464335.82615","9519823432.35783","9974218416.28021","10453611496.979","11009109646.2422","11362847067.2117","11267770190.6724","11526373211.2665","12342980316.1789","13104764378.326","13871694399.1238","14607651053.629","15301000921.4682","16028741130.4821","15830713976.5248","16313964499.5084","16880866888.027","17666971044.33",
"Malta","MLT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","948271467.530009","971541988.770253","1028263787.27463","1070897026.73716","1178376578.33299","1408867989.94503","1648616317.64381","1849486529.15802","2055910646.39151","2271591568.83317","2431732214.41838","2512265399.6471","2569656904.49095","2553920579.56982","2577987984.82692","2644636184.00042","2747385324.74177","2860316995.56355","3100990826.37749","3354624140.13146","3565676659.96904","3788762937.87443","3966491247.24671","4144219778.37606","4378413978.59851","4656114586.73105","4831991668.11594","5086008510.71566","5346697025.52607","5599059782.17011","6701025860.88934","6650321032.44993","6832614321.56579","7085028948.91732","7113876334.90036","7318803726.86444","7489779964.55618","7867015012.0266","8213960304.21484","8099347420.67456","8601291936.77933","8686613628.39838","9042989796.77338","9611949009.54642","10345449273.9073","11340795041.8065","11803240829.4114","13334371316.2031","14292992142.7162","14876818854.4189","14359895887.8999","16292781700.2476","16968587192.6425","18240978817.4633",
"Myanmar","MMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2819978877.23206","2833276800.092","2949069211.34654","3342749157.91512","3145726892.78622","3482088443.97898","3313145218.39264","3116832787.04553","3492702255.79082","3607672972.16563","3787310936.31426","3943725455.64103","4039788351.92184","4000678162.31824","4214409419.87728","4389421587.09842","4656315811.76853","4933473074.37831","5255027822.25224","5528356400.97758","5967227079.11322","6346489388.20613","6702138810.88298","6996435937.6036","7341551093.9315","7550858733.14269","7471019822.18677","7171758277.44575","6357588759.57546","6592520573.15246","6778227478.72603","6734127184.64453","7384707336.69637","7830700106.79565","8416276599.94873","9001043827.19589","9580955459.25343","10122431105.6859","10716234490.6402","11889140284.7857","13523413252.0523","15057508855.1238","16868251605.3272","19203491833.0301","21808380518.7025","24767548771.8155","28006178558.3701","31364521323.4559","34581048770.2229","38229352561.0404","41912536386.4425","44256068472.7624","47501220126.6871","51503673421.4577","55711475876.2279","59607290407.5944","63101751663.2085","66973743448.8725","71172235145.7162","75854734833.5625","68991135073.4698","60700903302.853","63151698289.2596","63756973610.2645",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","136043943338.63","140626868125.986","143877565806.962","160635119067.402","177663508160.446","199895328154.852","214626260178.594","231563684638.909","262055067705.207","292936828943.869","317473924489.329","337224886634.499","381915399050.081","402090901007.481","433496958504.32","446505108643.75","519071872511.824","526666645351.017","511737547582.308","506594041117.534","481837891380.397","468846682276.956","523224741129.966","546582545234.254","543575397360.61","564574795286.758","547914710422.487","548398079580.011","552559326482.623","566066390990.118","628009437918.296","631338297823.283","659474292324.724","669347691747.916","682978828294.866","700547886386.274","743846868263.632","773148501654.628","819265457805.263","854626154736.994","906085491097.058","931218762788.859","960507885050.192","982479013367.692","1058398518018.55","1105720237096.92","1164062911495.74","1234105006921.85","1279935853454.54","1312579952638.45","1382924514541.02","1369946047959.44","1418602089750.61","1425055453807.67","1454386188181.17","1461561543238.17","1540538175294.95","1588629234117.7","1617467226486.63","1632107094867.26","1579546429240.61","1647989185202.72","1715655860647.3","1769717497183.51",
"Montenegro","MNE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2736010099.90435","2870074754.75588","2600287781.64139","2680896704.41373","2710382244.12711","2761986207.28668","2830556912.75965","2955838797.30471","3079410727.33931","3343205923.09283","3570883265.45237","3828799329.0696","3606916694.21482","3705541738.49878","3825173338.5745","3720983620.19194","3853040581.41813","3921767211.59682","4054730077.57718","4174315433.82382","4371195571.75916","4593160022.61922","4779777587.71771","4048142110.54292","4576160079.60802","4869340027.24234","5177944070.4817",
"Mongolia","MNG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2484401291.11981","2691653428.46928","2848685511.08964","3017709971.3509","3190107887.21565","3489180326.59186","3609858808.62016","3794249397.05414","3952780563.85351","3826905840.8639","3494212069.76499","3170771527.90814","3070296387.65315","3135828262.42822","3335782058.86711","3410339918.29364","3543231097.14284","3661572769.35615","3773996564.97664","3817248910.66296","3929961221.71521","4115965440.05725","4404273778.31917","4872245746.85238","5225662152.64429","5672782077.14901","6254129712.42599","6810770268.31901","6724368909.15607","7152385862.09146","8389088993.66654","9422609644.69237","10520241544.9149","11349786311.9875","11619892590.6941","11793003947.8926","12457761002.7432","13422599720.3616","14174566537.4555","13528524951.0287","13749955731.6936","14441951078.838","15513848972.8704",
"Northern Mariana Islands","MNP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607115151.51515","1612630303.0303","1562993939.39394","1364448484.84848","1270690909.09091","1185757575.75758","1054496969.69697","869187878.787879","881321212.121212","816242424.242424","822860606.060606","844921212.121212","880218181.818182","910000000","1175830303.0303","1448278787.87879","1165903030.30303","1032436363.63636","732412121.212121","768812121.212121","896763636.363636","",
"Mozambique","MOZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2851825334.41874","2994416685.38902","2787801950.80273","2350116987.73375","2197359386.36591","2219332908.17081","2168288339.46096","2487026734.53926","2690962806.90192","2865875511.88992","2894534061.64812","3037102925.87601","2806992350.59937","3114089525.00613","3314642610.85013","3385008953.52437","3747066497.85064","4189780379.08586","4624228447.72781","5170672900.3853","5210292403.59676","5879902615.65954","6448401314.435","6913827631.93056","7481086789.73586","7953294766.92377","8741520167.29262","9410189984.44687","10057425620.5829","10653727556.9369","11365367724.1329","12176179697.5618","13149604768.3812","14013719723.4859","15093136077.3533","16208985769.615","16970320249.5828","17418032489.647","18025039081.8692","18442825951.8799","18217911539.7402","18651030677.5113","19465045724.9322","20523332839.0076",
"Mauritania","MRT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","1064724230.39658","1072460605.86406","1051185480.10812","1342268056.75288","1558887711.9751","1562488149.69356","1618224178.49227","1783225478.39074","1805489620.71033","2021894363.5747","2059155580.58902","2044063867.32702","1950348507.45072","2187561810.70808","2075244196.08469","2252596742.6403","2210279602.54423","2199124015.64185","2304462932.07122","2382151221.93084","2464342309.67992","2406678569.51672","2496576245.58159","2416015114.18345","2488368980.60404","2630543916.95119","2680534356.65565","2726650215.47946","2856918258.6289","2806313536.00188","2856492871.42615","2910027139.32906","3080951582.67833","2986651904.76274","3279935161.01726","3470788901.74838","3330406023.66511","3422918201.52654","3548648090.59071","3409611141.00167","3382351510.30114","3429078153.90208","3666653932.36533","3840187785.10236","4169149304.40539","4933487730.19964","4836326500.47834","4820314428.25798","4825032355.07832","4951459275.31606","5158072939.98105","5388639480.83596","5612311839.16241","5852228252.66622","6166863896.68677","6244622452.80308","6636194355.58626","6952885074.44597","7171275534.84383","7145411800.0896","7198481873.57489","7687691068.95683","8187943518.06282",
