country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AGO,ssp126,gfdl-esm4,-5087518.004080584,-9323376.044252373,-4541887.372703649,-60711.271785236175,-1706520.2791837617,4447207.141414839,-1688881.848590739,-2686286.2767050015,-2922650.7614175077,-2102764.0570769836,-1643386.704566448,5046041.520014204,-3197465.0225775824,-16044860.69273297,-890828.786149073,3747653.2996077514,6225995.05910273,5974534.936028048,840186.4341420198,-11749777.985598264,7939497.978896629,2081681.1468922354,-1582381.7996636273,-3888881.596380821,-4303404.516335761,6029238.459010154,-3818046.5171295893,2143744.5728011965,-5096836.828943976,-2090691.4373996186,-4780574.833180266,-10569711.490218723,-2720809.1686234768,2515067.4458510093,-1877233.6628254824,2707402.923545495,-2345781.0544447065,-1799986.989155197,3139135.777745216,-12856611.288845258,-4046648.8576345844,1663557.3777666104,-4491047.052364923,1053742.4426042829,2888856.545012781,-11026885.310208017,-710770.0650370583,-7138755.409215886,-19746447.689637437,-12537384.365477482,-10347558.718970932,-10845516.688245313,-1246732.405642527,3707995.479561858,6369679.46018112,234874.6361283321,2401424.3112280513,-7635218.331653944,-6318406.533034969,-10830125.88301,-9527627.141310813,-11967674.18753673,2303781.875062004,-643188.3727780848,-2043683.3225149347,-17070960.627678283,-6542988.8928300105,-9030225.944833973,-5077409.369287986,2724363.917380834,1942221.9171428643,2993723.523786251,-17246570.02085744,-2794279.055715884,2807032.9753431813,-1975870.9051239984,56041.3096423511,-9926926.487997599,-4206231.793012176,-5259041.58557695,-9236882.826411929
ALB,ssp126,gfdl-esm4,-15005.209504430735,-6944321.884368113,-2939444.176620645,-10746021.68476826,-9330935.251054872,-19836822.63796156,3118886.43025799,-4988375.342990146,-1795941.6812163023,3574321.396747594,-14244165.330165703,-9118994.770505758,-5973176.2156837275,2672054.7760776756,6450206.852849098,-13120754.687608255,-1534572.5673354354,244632.81687003278,9725167.627614537,-305147.85110741307,3878172.8914015144,-1452920.9344624092,-323181.2670466595,1667201.3723094754,-6920235.710764519,631367.7773328678,1667259.887386374,-18423817.388260093,-3525388.107423128,3570686.9173798156,9679793.173144085,7074245.739186223,2990859.7472981205,-6322842.237404132,-899429.590100082,2533378.9906940702,3835023.814560305,-1033809.1063052381,3468493.406224847,385952.8625057592,3702564.6686227387,-12833553.549356218,-11469024.73001823,-12844390.555107865,-13626671.756654318,109333.57746226476,6945964.89346166,-10321432.946853943,-21920431.235551056,-16703487.911580147,-9882483.89182934,-30183996.193415187,-1755760.2445617027,-11862960.292769235,-15742449.564005906,-6807598.813620363,-10710921.507306265,-1104102.915797289,4662765.465277076,-17286007.78980197,10549366.98302536,838126.3990356677,-6162271.568994962,8945163.338647265,-6318756.762954375,-17456938.148835585,270725.3259873867,-7219811.458444405,-594640.4011240865,-12183702.524724903,-3146643.97815199,-5619153.84669273,-3970985.29281134,-13331817.545351421,468772.293366772,1486236.6702723694,-1060914.585910954,-4273005.765860446,-1350110.323265376,-3536133.931851182,9572313.535292014
ARG,ssp126,gfdl-esm4,-28419619.122938264,27224282.214315493,17654037.641536016,2612528.7752774153,-21575999.172247354,9700504.15145357,6957702.628418998,-6125053.453770316,14904332.879945084,12528675.770031394,-5150712.173266456,13192663.61056148,13174314.280804198,3059163.7876662,5888013.435911536,-502317.83795518096,-1917102.069060134,11277990.469330914,-7401846.5152284745,1844321.9453288254,-15320831.079285236,-2731821.583549279,-5954745.169764704,-4148571.5124324067,12968096.17274279,-5832584.858658521,-19236339.00207485,7109577.91814012,-6653112.914785717,16301786.423138529,15744372.55096806,-872017.161380468,-10534473.432493635,-2644094.3133136085,12298768.474977393,3296928.144238674,-12378474.455252977,-12357168.958936531,-24580550.035951614,-13300089.546664843,6560054.124175126,-294710.3508007438,710505.9162918631,11927802.276963161,744128.516602463,7844944.301897513,-5527902.92888259,17261360.39568221,9498006.702035543,13273498.969891356,29133171.130073182,6550872.326097452,521961.3860666798,11027627.656101026,7288034.978700962,3403541.7709897226,24325518.538164858,17719493.15053916,28339578.400740113,10037441.741426503,11719753.882280106,-12808615.101289367,30914703.329881463,-1473197.772999743,-22696903.548821315,15418500.6893346,7104309.160344335,26631338.084205333,-1720393.4433306104,-3183860.256307339,9611208.33723446,488654.3695189119,8465823.297235375,-6125366.80700555,8692127.46805623,20992436.214502946,15029232.372101855,496586.4750820134,5024617.986493043,1407023.3293128114,5603934.265382574
ARM,ssp126,gfdl-esm4,45003.160885134275,-74170.0398728641,70329.90763648014,8925.621950315459,102861.81109897302,-45240.73349616386,-42914.124178751175,-165085.15057128825,-46930.622192143106,70096.82921102735,-7945.31938602227,20787.381382812167,-138104.70623694887,40897.34776588472,-136815.86209770775,-2457.62948888461,-96903.73899414502,19065.55695210615,18674.31954085242,-73507.53310551996,-14058.516757388927,59105.3598907039,-56346.31910170578,59010.68866393197,-76510.1191676595,307.5449009674991,118759.5435177997,62224.49115889765,4379.492935640169,-765.1704401202467,-27804.803734942474,-41929.525319268934,-6013.266988755631,-292091.2049768282,-201218.59388240162,-98503.58271459934,-161735.8899685724,-174910.84226963954,-45271.563409464856,74133.49169764455,65604.3941280502,16741.797249218704,86071.47748459833,-162110.6467570257,-180815.8050572074,-272394.0587147633,82781.80087337813,114106.89280554869,164784.02683437092,74881.74918450233,-131420.82510330522,-74962.71163784832,104686.43443348567,111334.79070775148,83177.38862287419,-257885.90130250537,107974.24885623674,-39003.75490546009,56616.90164209287,29218.53453937669,-62958.194261248784,-14612.793805403575,61153.665321845256,-95307.35850140997,-168736.9640046031,-205287.25142416442,-37784.9932324583,42748.88922661833,-115648.72533381727,-44358.807877156345,-94815.6779588811,-28488.27312166386,-214088.71987746854,49686.70088675626,18821.890265488502,-104736.63211249905,-23389.78828347021,-38276.31404309304,-229985.80242472695,-141984.9793786451,-130148.94540848648
AUS,ssp126,gfdl-esm4,-1730800.9832235386,-12698744.446108248,78812.71833373162,1484162.3252710144,2153312.7296810574,2397822.96061932,-5010969.907884213,6401179.079554653,1673875.157192513,-9198742.307046687,-6115098.129155344,-6322737.4687606,-7076566.863980437,-670127.0384800967,-7989938.720957277,-1193354.6046579482,269381.45782379707,-5559492.786111414,-6306539.152268852,-3176990.935407587,-2972632.226151955,-1217202.9548940184,2804041.036748435,-3465762.2121267365,3075182.3033186886,-8880603.202147,-14319778.899895048,-6528897.125769408,2090110.5115430758,-4346085.79399805,3613994.786947121,1113500.1904092794,2714916.43135966,6872564.531157303,5251446.696247772,-11251619.117955394,-9915137.440438151,-15553023.137808539,-941081.8219834032,-1387261.6119702605,-703139.1723358056,-10675397.919857787,-13764954.837155104,-6831589.60073459,-934377.8713207771,-3492863.3256304422,-13579663.647892995,-4664889.773303536,-4904766.104195831,-6969496.888531792,-5065457.760118179,-954439.6846625705,283189.8154855428,1756059.0475566078,2225662.9877060014,-6688500.462688079,-7678809.157993607,-5081014.950234028,-8042875.659169415,-4810028.548212896,-3341776.6950165494,-12293400.10019314,-3272387.5990397865,-4020129.734091812,4844883.952601895,8724436.447125325,-10391229.264554713,-5831271.821353311,-3033400.8505820083,-6789399.703738282,-11634562.158207515,-5360575.978488288,-3859367.697223727,-8001547.527383036,3052476.3807876874,4800084.4181870185,2327470.6781860227,-4934808.530740743,-2607509.284010822,-5077865.1101817405,-7438795.997927123
AUT,ssp126,gfdl-esm4,21551261.96589375,15465632.559729673,15730469.267062625,13110363.749849573,15933403.277725112,11086109.37005191,19574611.171514172,14389982.444833955,15838849.562736832,20999909.847930625,-1280861.692815815,20744869.19789344,13835926.843033768,5685519.4888771,30238828.35633776,-305916.31877975963,8856285.364695998,22022304.822709847,30907860.16065429,25246454.70066426,8415522.200461796,16744408.69451104,482600.33172304643,21393414.815088946,23084145.88198445,27840965.231779482,10540646.861900505,20744472.772985574,-13321922.185391376,27155357.007365614,33335031.50047387,33188360.205250464,27715018.4218095,23128809.32884843,26329260.473314893,26557339.999864787,27777802.917340428,28349598.824511267,28814307.415727314,16603290.17695229,30481596.226319797,13792033.198309021,10620081.38434732,22081211.550246924,14855217.324261196,29730757.60144305,28309114.61055959,15487628.608535694,3567798.6018162835,-1612469.0490998924,-10172786.865570923,-16088173.854244275,35240810.45258642,23642104.53513618,11760447.685428763,28367454.839821924,15279646.768881569,30091371.04189512,29194084.51615849,23334706.30296345,32326644.505852807,29784876.20920521,9523276.80163472,34332712.260915056,20272737.98532104,9050356.186123013,15560079.797525628,25658968.469175998,23892451.170695942,19346730.72161835,25461514.16431745,24062169.929561775,11009587.459269958,12343221.022566488,23107352.592550702,26328812.67284462,16468477.641611662,33814193.88611447,23451541.993242443,27859787.465926558,37002720.11821415
AZE,ssp126,gfdl-esm4,-1109594.8032077637,-5796023.47483323,-381318.36556126084,-6531649.632592921,1336314.1222555905,-7997247.25932464,-7786690.114821053,-8503978.101023586,-5513898.875734261,-470517.7395353792,-2891299.9921293426,-1860670.7319232817,-7248904.021460545,-3363225.1801254596,-9183714.82694017,-5911698.06254262,-4737360.227707443,-82384.26443179767,-3625933.9105911483,-9017627.439000206,-2578433.104112498,1849.1643539171478,-3027257.5694883466,94112.37930689577,-6525212.807265253,-1992555.0848611877,2859783.5334465485,-596095.0570808516,-3194541.606755247,-2597542.3320932603,-7020083.55920944,-3564690.9274264583,-5366623.507182776,-13695245.017369356,-11509561.582903998,-4639170.802172737,-5588018.833216362,-7255521.231960161,-990398.9283000212,463742.08154700854,-459736.2027883205,-3070068.399513466,487909.25810497,-8735359.21008658,-9033308.921602786,-11907338.2661094,834540.9096073438,1756508.7856319477,5238673.368603109,1583800.1853935197,-5182791.980604049,-6965629.829364446,-1431495.5325917425,1027177.195145459,940480.0352820888,-11811860.193873271,-1322680.106429022,-7787839.088412264,-433693.9665706473,-1689776.8419393473,-7920197.271877792,-7709743.90455066,1615033.7831839805,-3849495.952007923,-8992450.982634272,-10091250.242130825,-3440151.4765736694,-4185207.930046755,-8555079.971769998,-4845369.634324413,-5196441.124989044,-4780505.140142723,-9146649.957306728,2219139.1023347653,-1506534.302995002,-5112651.216582149,-2212399.9267697674,-4973520.496982597,-12493479.351283833,-5800875.595989061,-5167178.680811115
BDI,ssp126,gfdl-esm4,-5973906.580711849,-4501529.961130598,-5970503.500674519,-2504760.8503106297,-9099136.906113096,-3985974.848447376,-1701298.5077327604,-508724.4819446911,-241335.11923558637,-35531.72920076701,2083577.4118762459,1822484.8401719918,583309.9769816237,-3473229.026343882,2210759.8217983036,-3520828.991411467,-4061590.231208422,-471923.8536301847,1773401.5967620688,-854241.2092226159,1745227.8037188502,379888.5299651392,-2642242.7064725673,253205.38364889036,-1076091.8680300892,1862349.8183948866,-1331191.8905173282,-738818.8002129543,-5872665.981614949,-2811283.5315417517,2185052.632315546,-4217882.253838557,1033559.1488347815,739708.2789332899,2117636.6704814117,-1807871.667305484,2115189.405711016,487219.25638140686,812664.5420814856,-5172410.164605728,-1565393.899309108,-500770.19671716203,1695710.1534094566,-1845688.3004734628,-2849280.110653329,-6538100.195018579,-458684.78457229066,2409147.9987804964,904610.196734822,1009014.0318843978,1171538.7746631063,-1872031.4282687225,-793190.0875652846,-3069188.2473602034,-6765337.432548093,-2335940.788004801,1067914.961292565,-5760226.1296843225,463129.41981481906,440598.95949467714,-1776895.459234965,-28560.715113019945,-6561793.890384845,-2038265.2452570084,-893783.4378484299,598468.1239031361,-1371383.906742288,-492592.657095929,-3573424.7157799345,-133559.91062991656,-2069347.9213395743,297849.1654676087,-4402190.019217248,-1413357.2077083655,464438.5920918893,-1767017.4753516002,2145359.2050123173,-2869979.5669749356,-635834.3391888478,-2299624.976618535,-1449563.7719069235
BEL,ssp126,gfdl-esm4,3752237.9128289567,4466125.76417977,5692649.924793775,1476001.6097754317,-2478662.130490207,6071424.255337015,4730556.228113128,316128.7701432032,4827300.9580214545,6201779.423663862,915153.5952277927,5911177.812463517,5395446.268900612,2007794.5385116998,3929889.2563458164,3298545.4221636336,4160401.4068141943,3204231.140219169,6307212.321899969,5260079.349778351,-4599212.207914794,-3919454.262753884,3284315.4341022726,4805084.7910773745,1973864.8094229633,7146139.728256835,1236135.762824683,2373479.5820567273,-825698.0767578318,6110792.438037455,3764469.6809672243,2602059.979004746,6025274.791875275,6583577.967918767,7104864.085669316,2244099.0780992084,6143503.669751348,5966807.617111985,6267999.7893906515,168459.53641771237,5419396.8201275235,5657285.519538372,4713195.838520836,6076908.462409241,5131728.285594968,3831362.3284107144,1612881.1505660706,-1159118.2725644347,6313146.074780963,2013210.7317804152,2570838.684812342,5341287.989632489,6352545.488647144,7325732.022182853,4530052.535511581,7506010.989080723,6626378.687542258,6898083.039589139,6692247.566542497,6044345.670314173,5344033.136760115,4823902.642565416,5922419.4461758165,6218053.914871594,6986413.134100028,3562349.8435950982,3170348.440703022,5896918.011028876,6283986.866513592,4670385.241602459,2816022.877607231,5717886.020329059,3956448.135930204,3559435.600061055,7731371.109993677,6176754.086083234,2520678.9858535314,3071317.886769442,3410434.5170405945,7007655.192445201,5087542.437742579
BEN,ssp126,gfdl-esm4,-33757559.08875877,-46192130.53731664,-3312903.9188711685,-10537071.426078405,17852351.85782031,-5131016.596224598,-1603032.8589140612,9291226.205675427,-17927563.01682897,-23206836.985115554,-17206779.849328864,-58144347.70167106,-48320176.4288492,-47657232.66638595,-33333675.82871306,-22278277.200888965,-1850756.83357711,-16015819.475259798,-49510615.911064036,-54871549.47976214,1552070.2753597752,-2922822.248715406,-46472169.82133703,-62900681.30888177,-61584518.114697754,-12618057.55674914,-28278177.79838818,-45669734.73632053,-22183425.659470707,-31465367.743505772,-32861725.2563765,-20618747.078333233,-61314403.424409956,-18796343.980577387,-22438483.816876683,-30770746.394751508,-60447781.95985985,-45140577.41750727,-31334123.629667573,16620678.862069625,-70192462.47725154,-38108217.429017216,-45764352.309251405,-63317884.16566698,-50534039.76389047,-41519967.757105835,-34626869.41592687,-40290169.92394365,-54306330.10024539,-56870337.97279944,-44519483.26498548,-18585730.59727205,-57421853.34738531,-11541197.851918595,-36359821.58505763,-46882205.02670368,-23661322.99642162,-39781511.68889371,-79220194.81976187,-62711630.856604196,-7044790.743645061,-54521280.91864678,-44717632.073238604,-47044063.542671345,-25904740.263325393,-4147531.732523301,-77122837.78662996,-43956915.75174567,-44284503.10224003,-30497917.13052844,-46504862.20705185,-13136351.265110575,-38822043.92917915,-39212838.88484391,-21991496.98161869,-51858230.09535141,-18147824.418152653,-58132148.122963645,-71117127.91736867,-18811246.83180956,-18222928.43732112
