country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
ALB,ssp126,gfdl-esm4,-2323041.994283209,-11473831.714393292,-9922272.983979128,-18072555.22137156,-19597547.44946069,-32695791.997122835,-2640525.7481409274,-13652427.905166665,-10461676.59588336,-1594566.5827235498,-27019456.124670677,-19866123.0884774,-14910695.439248424,-2029086.7013988446,-163755.44248883435,-26965443.663381513,-12449614.753020365,-9668057.198126186,1202539.9938690595,-10914310.051573126,-4736773.696697368,-11880745.66600857,-9220982.2696817,-3131239.0710868244,-20276464.23637318,-8264997.222700068,-7738351.010871628,-25802881.22780092,-14571555.45546514,-6967845.1072984645,3242974.282836318,-7393097.694494195,-7068865.709087188,-19489551.849622663,-12657231.590306362,-6417847.729243563,-7655271.836990066,-11938162.629148576,-8383401.940929448,-11326502.232120998,-7513624.669536135,-29351112.34748929,-27896358.9946576,-27278866.748217594,-30091844.224832267,-10534221.3742454,-3999010.420766412,-24826522.022766843,-36365021.46057366,-35261403.29951206,-24413059.55425709
AUS,ssp126,gfdl-esm4,-5730872.864394385,-15509797.359022994,-4589287.664538184,-2990123.440617498,-1643020.2952466726,-2308932.707893402,-11750114.918160424,4901089.459285922,-3188903.2361584534,-19011209.490076136,-14716459.840922032,-15463697.591275286,-16101023.09809825,-7815337.715829487,-18318834.758233327,-8293185.688809749,-7526083.409604023,-15324339.620396696,-15926430.473920967,-12036941.207696227,-11355343.61928221,-8911029.64548666,-3499948.2883476648,-12922344.000379348,-4881962.952915605,-19690030.412227016,-18520839.497511845,-17637865.315599978,-4845389.968247663,-14577283.554458763,-3267177.0208301507,-7042379.543854946,-4746504.022539205,1699261.1224253748,-552792.1060080111,-23783816.75951076,-22691777.1091885,-24067861.608893886,-9285651.58213325,-10919218.00094672,-10345242.484397948,-22300297.589007303,-27388456.26410519,-17370313.924415763,-10425734.603054577,-13047819.373753441,-28199263.6344297,-15382295.051668048,-15585083.503086595,-17902297.01560981,-15957419.078078141
AUT,ssp126,gfdl-esm4,4345503.044940731,6585167.418859685,462517.8407385241,-7863523.315912157,-2219894.7364092916,-17231004.17915502,21593626.474051718,-1103491.8469245061,-7380637.533747512,3499319.542660893,-48238707.75255995,-1518102.8745366328,-16236793.804518824,-31248842.925834823,28705781.886534024,-52891200.59315229,-24757983.611288488,-6258454.775353604,16525166.217755325,3513440.7974264245,-37153339.95367572,-18202818.956413217,-48248041.087382644,-5599288.207536209,-4060166.9962626984,8494233.322625933,-31243795.449668813,-13762376.906031422,-46368668.56886193,-1884568.21606214,29905934.210429035,24544784.18480144,11146692.538485367,-8038959.479821546,5375692.066162728,3739663.8455229127,12171137.77586007,6407954.714134189,10364232.727657096,-29506109.96575894,6370442.004964889,-28863220.793819662,-39457731.42896575,-7348096.093240652,-31000898.215303786,13313300.671167258,1241407.399738719,-23304790.514727663,-38135868.60094304,-63875342.7307608,-76418417.25755012
AZE,ssp126,gfdl-esm4,-3149972.1392576443,-9379638.860782051,-1828353.3348646867,-12386118.1518393,-686422.8808440607,-15989214.659924474,-14086473.30720972,-6854188.5761841675,-11858341.68069025,-2510153.273340791,-7478610.904369506,-5677041.651001625,-14942779.427428119,-8435214.078257442,-18446485.6673371,-6104361.26923884,-11097985.639141766,-3653421.5081806295,-9924197.420885116,-9822614.782628996,-8090996.087299686,-5045518.249401508,-6970400.623796887,-2191258.4332191437,-12776238.629131585,-7005259.611175112,4236221.543167814,-5484248.679539016,-9102669.496203186,-9271957.286263265,-15915047.446839623,-10057550.814877013,-13101849.415461605,-14441251.849799791,-6626613.331085341,-12397225.649835596,-12325596.883624911,-16061780.129460478,502091.32150894846,-3069643.0742195584,-5108435.893085166,-9606933.467935551,-2847994.694359942,-18027170.068683155,-11460418.690557277,-16956252.444237616,-2607484.4824284613,-1032959.2599477184,5189616.325411086,-1084399.5756174107,-12369804.00575353
BEN,ssp126,gfdl-esm4,-44624842.58874849,-40048004.042258516,-19070728.709529337,-26623352.391448036,11197812.218868759,-22820511.357251506,-18641314.770742845,-3740085.3455204433,-44214792.61040654,-44272750.083022475,-46959590.4794436,-47323169.5735172,10049951.596886015,-37024496.04424406,-40176926.727296956,-6375305.464969734,-28517944.271674406,-50588718.21040093,-27071047.321115833,-12870866.639850734,-29047011.972921226,-34491775.618271485,-75030605.17302187,-40685931.61876285,18588294.316878553,-49656588.27722998,-57667200.06036705,-63233300.5499605,-51822074.18090037,-68684409.79598972,-54346487.86757181,-62603057.73429124,-9912590.324689643,-51130745.63038686,-58169730.68909757,-69328675.90021597,-68812657.83886327,-64048217.61207421,-24102014.62956214,-7785406.064777835,-37471058.03716598,-77619893.7511106,-74437263.95863083,-4219063.319853201,-9767218.758391647,-47021360.36406639,-69999863.88750882,-49941291.871693954,-37123497.24581609,-47206342.754918024,-71377534.91429418
BFA,ssp126,gfdl-esm4,-48158684.74153327,-24010800.984972317,-65884114.96251182,-15300572.128933724,-68543087.77590537,-89984010.61184475,-72474158.57025883,-69177899.34598242,-26421830.873244017,-69103231.38616374,-67420841.41427615,-39515385.71847367,-49105599.877996996,-62951410.10715457,-89169562.1101536,-11909560.494181236,-68357939.0089703,-106153276.2771952,-64432002.730178915,-66779117.1663506,-89124885.40786712,-82179589.3867421,-81965367.3254355,-43043009.76747064,-17569374.02390015,-84341556.86589976,-48187334.59675557,-62659361.414435975,-105641835.46119055,-105036098.40629067,-47635630.324854515,-107776102.946917,-69191869.04123242,-94184613.61659428,-60236839.324014306,-67698093.98720367,-89528829.20171404,-111184018.6851633,-60762412.28361233,-59157451.37922932,-61615399.67935645,-67731835.29895289,-42344888.77404663,-100685453.45314562,-87408138.30485496,-60746502.46705712,-72533765.93541728,-57462540.19058783,-128850534.34548876,-59763334.33434254,-89818757.82436644
BGD,ssp126,gfdl-esm4,-48578159.85275304,-52562128.00526042,-28902277.467887394,-15458225.629494354,-61020810.08628019,-66598956.79785947,-13085946.44834977,-54896740.564359196,52650887.53268755,-53033351.18663794,-56146469.298856325,-48353730.33995868,-18149854.971869703,-133224759.6901925,-64867632.03310168,-9981814.108260654,-62510789.64252429,-119158077.70736668,1237260.907012032,-116257294.37088963,-103912691.13575909,-40690183.1816413,-56782766.086731575,-46125396.18267279,-24266643.247501116,-43250058.549920164,-37500316.97544228,-83684579.91957253,-4876969.215171343,-74984445.52445482,-40802314.21692305,-34258201.98112892,-80770487.33393063,28377104.31075645,-19689808.231549107,-37659681.56891887,-28235251.919951048,-56809948.44750319,-24140279.071220342,-11205629.73247454,-105597376.71343192,-93147119.53302088,-91135651.29581895,-23631281.66726005,-9807972.6985978,-37604277.27676597,-41430536.91432461,-110762454.72181475,-94605371.70927176,-117581986.90007156,-35882092.0551135
BGR,ssp126,gfdl-esm4,-70479503.5832668,-84873566.28293182,-58723965.20093872,-82305794.80744186,-92413982.93947482,-109438447.20559369,-62651599.70026376,-39625627.13910891,-85233997.4720542,-60893570.067432635,-145793904.15974727,-76130630.44098754,2142086.925228008,-80689618.88258378,-32343310.813312553,-87874811.43434589,-17943656.21742407,-44136848.58680756,20677462.388260115,-94692949.65492868,-84351811.8472177,-39147338.93819547,-96492027.90938745,1782081.3004600853,-67918338.31816146,-131972098.87079167,-24309457.91855349,-155997067.18600705,31735227.463554192,-75616925.74378185,17174353.555656675,36588970.321116485,-112554346.80442673,-84072114.48112462,-57525978.109749235,-55261019.35886352,-44344056.519138195,-119829943.77209781,-90386619.44650337,-94678096.86490676,-122012273.0288323,-25082958.706793133,-144193782.83302626,-143025410.86204112,-161608335.08583972,-13987892.95046622,-58320749.43180029,-127087141.77183287,-145021884.81521606,-219935755.46806148,-128182569.73097375
BIH,ssp126,gfdl-esm4,-8011884.43401784,-9056263.585311256,-11417595.77086723,-9196694.718175067,-35014531.902065985,-46801882.25198899,15447634.174870443,-5683200.943679138,-9948179.706598157,-7548482.427467766,-56277997.57560715,-15835211.32283026,-10610706.491709927,5818088.675677917,1397531.4751239975,-38613535.62834135,-22404159.97878254,-4332799.805317053,3238010.441772362,-3655337.9260243876,-13725914.67002826,-107715.35540887271,-16749466.1797208,-26090738.6231504,-9369697.237906551,5780532.162097654,3471018.4933449216,-40721692.39688527,-11386624.127167104,5131402.8805586435,27155491.511954978,17948578.306414463,2933955.747898314,-32085210.741287902,-3121976.8602524395,-10732737.447566971,12439760.268251752,-11881976.60020119,-5654222.0039527705,-12179796.303974964,9611618.314103695,-42831229.75544693,-35619730.008908406,-35822909.32530088,-23747791.35865327,7659395.868077058,9807655.702496871,-32148205.30940714,-59286861.525779,-66300595.78681442,-52391334.267896384
BLZ,ssp126,gfdl-esm4,-4778039.831282644,402012.0271626957,2355363.2685802765,1717251.1408113237,-1721856.846367905,-2085281.3507532992,-2772706.510129774,-5847120.7183727035,-5962542.035463583,-4458069.271301127,-7508785.110469887,-6259594.159472886,-1870845.7699223028,-3690118.399111978,-1759597.9230363467,-1905521.793349368,-3645142.09213191,-2260533.7675546333,-2376085.7508358015,-3714325.6269171527,-4761404.912439829,-8565354.230251558,-4724223.924462854,-3373556.7085492695,-1584513.708430634,-3237685.280209082,-1545660.6552300414,-4805252.613661958,-8448739.794412931,-9065999.454495402,-6330546.833727402,-7342728.945340984,-5701866.028745477,-6255174.412269832,-5011168.151662594,-4497834.356207521,-2709831.3215554366,-3180455.9743090393,-2651835.156832336,-2641442.7851488385,-7293414.8615022525,-5351030.792466136,-6965179.38405021,-5991882.709990613,-7453041.800413085,-3175065.5174689516,-7674331.599556566,-2003522.2409111008,-5926841.258341096,-8541616.159651587,-2871385.6199171175
