country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AGO,ssp126,gfdl-esm4,-0.006209248486900618,0.00473348698137331,-0.0014695506227119302,0.002891926603300139,0.005069981406962864,0.003017873863972561,-0.001823326372144571,0.0007878646718647971,-0.0009129412393993476,-0.001973112013659501,-0.0015058503131188874,2.8525451886856485e-05,-0.0009896716784101158,-0.0015539921615861036,0.0001585671861458809,-0.0001478707654885459,-0.0006468061994817979
ALB,ssp126,gfdl-esm4,-0.00011356876151155295,-0.12864552961432005,-0.08186559864872195,-0.06767037291640321,0.018412021737319754,0.002810519179538047,0.04131560200957273,0.010564044890681804,0.015291374028980065,0.0004532062035701172,-0.04178206652699645,-0.029669917521890833,0.04774338010435339,-0.08264375352974371,-0.015691838335922074,0.007845724209809491,0.05374860198627864
ARG,ssp126,gfdl-esm4,-0.005141775008886524,0.0016305919416253797,-0.0006667886453234813,-4.958572336513742e-05,-0.0012258175418842067,-0.00039287688437083764,0.0009187068065397605,0.00017033502145777732,0.0003052707304480607,0.00033371008452204326,0.0011482299365654564,0.00012597371316647966,0.0004105772291325967,0.0005134204535172644,0.0003053489039938947,0.000638790605961685,0.00016413296465828708
ARM,ssp126,gfdl-esm4,0.00035490164329529846,-0.0003011196252638181,-4.5281348145798325e-05,-1.2021921891837466e-05,-6.08583843221758e-05,1.206000653206751e-06,-0.00010126891733600693,-0.0003402994646826476,0.00021689683858992038,-0.0008643736013725523,-0.0004060708405269446,-0.0007868974148417505,-0.00019070008352174982,-0.0006198871428487274,-0.00028570970540513755,-0.0003140534348126542,-0.0003871981416760764
AUS,ssp126,gfdl-esm4,-0.00011116211739120859,0.00013692459398296843,-0.0003066900785821908,-5.262685059459894e-05,-0.00011690987644358402,-0.0003141827879335681,0.00011665584886876787,-0.0003342443881082729,-1.9251562687966787e-05,-8.817996785663045e-05,-0.00011817266296889329,-0.0001449781859626937,-6.747206494456919e-05,0.0001645978683081636,-0.00020576627489869592,7.98150210106975e-05,-0.00011726477772472392
AUT,ssp126,gfdl-esm4,0.005400232352723895,0.0025418449853279656,-0.0002705935089528371,-5.937811747171921e-05,0.0015221304332042678,0.004723505501532138,0.005366233595019884,0.004084375775782909,0.004495430519391159,0.004199679312636638,-0.0013738743035264906,0.0036571739126807384,0.003976471633031095,0.0010624445414699848,0.0028584925444926856,0.0028314091503689343,0.0038212640358361383
AZE,ssp126,gfdl-esm4,-0.0021288673717417142,-0.014552927288312482,-0.004827233961132773,-0.009215877041470562,-0.0037038787752807518,-0.0026265268612020096,-0.008545164587963911,-0.0052142309038991155,-0.0004702677136356682,-0.010879563563130802,-0.004242106608920687,-0.008829130977157247,-0.005451961668819924,-0.00642847605957771,-0.003066026704007488,-0.0028036402382510756,-0.002653563948630662
BDI,ssp126,gfdl-esm4,-0.18253031132983527,-0.101365309360442,0.028676236469998288,-0.02587373549898378,0.0076240217500416685,0.00518981616614843,0.004131340259051053,-0.002444834544364099,-0.0015812420027911127,-0.005124397374418748,0.0007374181628072533,-0.0012215546998166798,-0.0007967245675865396,0.00023740302046966938,-0.000745949656053006,-0.0005924900685963727,-0.000462579758046878
BEL,ssp126,gfdl-esm4,0.0007647325692540461,0.0011549864336166946,0.0001596890587492969,0.0005220122058769156,-0.0006709139219552296,0.0009718804355481424,0.00048270617359930253,0.0002730370442804242,0.0006275968560200304,0.00042299547254555554,0.00027093095221869637,0.0007558755396297378,0.0005146695990752038,0.0003285275906600925,0.0002487984491337241,0.0005232958357896928,0.00041528233098607465
BEN,ssp126,gfdl-esm4,-0.21748972260040061,-0.025865112515085137,-0.06647719706324946,-0.06445975334635509,0.003342092739790852,-0.02008410391163759,-0.03883947772268204,-0.02743985494520022,-0.04828075811796849,-0.022584643885537693,-0.019645660201601838,-0.017219952304064097,-0.002202483413338297,-0.0011272635296224241,-0.011212787732314248,-0.011303062951427561,-0.003656846768936506
