country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AFG,ssp126,gfdl-esm4,-670551.3342428555,-872724.9115619127,-919579.331726148,-686671.6644102437,-892945.2560582845,-918227.2760015075,-768570.5161456264,-1739068.885896058,-1202500.3857556994,-999842.4700255464,-295416.3641372353,-1536526.1815959872,-773263.2275356279,-557452.3992092335,-767068.6985584834,-1185698.7950217423,-650746.5278948005,-851109.5208345731,-1076774.3291681204,-1634235.4262072283,-609382.5375747724,-674142.3223903707,-639792.5767925513,-697555.9323090586,-1544658.624669537,-664219.2259922695,-1487291.3104036518,-957784.7063900947,-829228.1215264808,-762954.2290240083,-1771230.7011653436,-1057744.1957483487,-884416.8676116524,-1720176.6136748614,-1956018.0168001365,-904457.253405853,-712767.3829583125,-1261095.8796098954,-1070000.5051784078,-876797.4077598545,-1453412.3897242225,-685933.6967815565,-1516979.4419376,-1019181.3772362801,-1281906.8754246095,-2055460.1241235828,-973294.1344315592,-976231.9279763794,-923050.2829444295,-710203.2083092355,-1524402.425759109,-1901344.945846841,-1433588.0316219255,-1869632.0858758478,-1028780.1883866265,-1650946.4845252465,-1187485.160634385,-1239751.7421056267,-927438.8395366614,-1124612.7243164966,-945327.8934439919,-1493520.3673261178,-780012.1721514874,-1472847.2779249048,-2033147.344596919,-1097680.0147457318,-887507.4483447163,-1014904.1886206794,-731370.2155262069,-767414.2805065743,-859845.3044410722,-1410282.822077126,-936225.2371635049,-577132.6551746351,-1822499.6001046158,-1001716.832648042,-614267.7445482054,-1082451.6761348231,-1327690.7993604783,-696776.9480291451,-1166074.3200632022
ALB,ssp126,gfdl-esm4,-37488.582559542796,-37575.929070639475,-37107.074056158024,-64127.47804745176,-56294.64574766143,-71402.37784066597,-36021.08922146255,-27923.93369768878,-38970.4542897596,-27364.702972774747,-66322.67901845365,-55090.60853096519,-49960.748060776445,-42030.76950526963,-35577.12687992835,-57885.91220472534,-36849.952549774265,-36440.8960682009,-26742.113714992054,-54677.80400459804,-44670.43055963646,-49696.50627908915,-54584.06010718961,-65542.3207574422,-64796.847133404764,-45152.71319756849,-36989.92046110797,-103239.35212552587,-40227.17126219814,-47098.63016504875,-24605.60230474536,-44176.23872266219,-55160.5368015623,-61374.124244578255,-59319.65479874975,-48798.62511556962,-46228.73326830593,-64796.17732461656,-40245.900039553555,-54524.424268602896,-49606.11793737414,-68034.73722455889,-62466.459352933634,-85509.0081274183,-68244.9268995945,-55132.20799236865,-50895.678351906725,-63589.56504156757,-97983.73087502796,-79140.13303613286,-58600.17447494373,-111528.79083908125,-60528.13484504802,-58385.52546607599,-79174.90480352295,-59309.38360722246,-60341.09433280015,-69990.65886610729,-42245.34734895317,-80651.55022689924,-24915.552656109645,-63269.529653779304,-63309.03243759128,-41945.20360830138,-59580.3541265874,-96453.68130436844,-38357.99749184892,-57435.263604063446,-60228.50156496075,-56119.558724738396,-44989.46498829196,-55554.57658161576,-45623.56336866685,-59767.97062494751,-46517.919240113755,-63904.75612569759,-37321.05285809222,-36406.87483467433,-31464.877218909613,-41707.37287171951,-34472.644596436665
ARG,ssp126,gfdl-esm4,-1783305.849440643,-956047.6085509446,-2094887.8951192724,-1186321.8729562021,-4272910.513700784,-1179094.2585132786,-1969493.2478424525,-1392336.1521410164,-2395977.678478759,-2012866.865125554,-2725616.4824472233,-3333785.1928102914,-1900104.3671562097,-2538955.4614048135,-2494003.3107288145,-4207260.68296996,-3116403.8055612273,-2874519.445057345,-3921065.6964526866,-2510900.5664226008,-7154504.353073749,-3643199.5715676253,-4048471.843545564,-3398017.781210056,-2913833.5749368374,-3799092.667944175,-4094120.4459069176,-2959373.1587586715,-5589352.524722966,-3889673.454407406,-3442948.8246523063,-3020098.610644716,-4567476.312392578,-3963841.675914174,-3422467.6159412013,-3617369.8124162997,-6429021.41039168,-4153989.1023523426,-4679708.761633457,-5167925.200540141,-3522966.3781853355,-3277556.992796727,-2626942.573928194,-3645246.082453017,-3515525.309173921,-2824046.493410293,-5051718.193041074,-3351655.764228161,-3610071.6356562334,-3517666.6009637793,-2562243.4338338654,-3734711.6241790103,-4230141.306172557,-3322126.0905325753,-3945284.464659686,-3654320.225865543,-2542408.5742419935,-4548949.571424711,-2034963.3104409557,-4559416.66484618,-2340984.680848663,-5393630.727426202,-2913471.8890114976,-3814578.9187622583,-5401893.95176208,-2461071.3264304013,-3303279.7388675767,-3701417.5703670895,-3578832.318321796,-4461968.919675467,-3118378.1764648436,-3723559.206688421,-2871340.1475632833,-3602692.1072049136,-2557998.8238849062,-2166688.6434703763,-2444595.4824628355,-4034249.113210819,-2505690.6803947245,-2913554.745738904,-2582489.7814485217
ARM,ssp126,gfdl-esm4,-14858.876806539918,-14516.47379829283,-12584.360113740515,-19077.933443026606,-11713.430451769465,-18589.918650905835,-17723.02253484404,-33732.88607732142,-25608.77423988632,-11189.400193637057,-14402.89498527095,-20422.288776409383,-33244.87701862239,-17865.04908074812,-26139.272044940575,-42105.372893945525,-30663.104058369718,-25942.206677113016,-22757.239005010688,-38721.53707485361,-25905.865807301663,-18958.11690955059,-30930.941749402384,-20527.208107948987,-31388.253320015057,-22873.181991841706,-23842.11538280808,-26361.69700827747,-27298.858322436095,-25807.865299281908,-34289.72592804125,-36110.978938400345,-26191.70148360222,-54454.90514177363,-62544.37252604011,-43699.83304855242,-43105.905970383435,-34849.514454250646,-43023.92282462369,-24971.311670865176,-30594.98648996244,-27895.35766328033,-19558.35421007058,-33531.93189548948,-50627.571788775356,-53799.03228873121,-18959.788158282896,-27417.5648967957,-25220.746995372134,-21985.548793799382,-33715.64168062486,-47492.87048424211,-24895.8758378125,-24375.600409013816,-21671.864485655693,-48112.97006809661,-37596.05005682394,-30381.315192693306,-21266.662291412507,-19967.494456815173,-32457.293985145145,-36393.35204794021,-21965.70163636485,-37652.779254392226,-49182.54547940052,-49077.00278572628,-42749.123967630694,-23808.283295634024,-29735.166316120532,-26679.539301414112,-27048.398490977637,-28526.230813031714,-37177.831000870385,-15854.382543833186,-17395.66670551908,-25123.25756347287,-18163.507357803162,-32924.83676430707,-38893.19829910675,-21851.74478465965,-32584.337059482772
AUS,ssp126,gfdl-esm4,-1776805.9364526402,-5456041.983034444,-2852158.914712157,-2450065.8568820944,-2413014.269185453,-5862979.7918565525,-5129207.038706984,-4232400.643662373,-3550871.782681324,-5324190.857165623,-7046018.866268405,-4661674.538434488,-4129366.1659520133,-5659900.746733823,-5500726.704398361,-3685816.3984557777,-6898832.929838457,-7575286.067351184,-4868043.247332065,-8891109.288154114,-6107190.011896291,-6978800.707796074,-6987820.446625625,-6030861.7897091685,-5796742.912348968,-10835529.731442934,-9556203.692398593,-6712877.34161689,-7110390.610556053,-8664419.165764337,-8810992.530827451,-6864007.8400233695,-7863572.746797291,-6483523.497172776,-7445350.40771289,-11144686.695540357,-10064312.911366418,-8384274.1928576445,-4488297.3862695135,-8785440.9017344,-11397040.835862314,-10807101.747191258,-9358698.5302538,-6993518.623749976,-6876339.07513096,-11528902.377642356,-11267779.792570729,-7593453.710346507,-8242356.220654861,-9094501.554366743,-7647766.476427445,-8142008.003669684,-6139177.029891456,-6697551.14287421,-9554617.26359718,-8262939.97428825,-5586901.393982648,-9437159.372650214,-10168428.693712048,-6477435.196461605,-6570496.512065841,-7495313.63476645,-8875971.781897867,-6543362.26702574,-4331219.288006953,-7882970.684460158,-7398803.739698136,-6330041.072457219,-5667109.040532852,-6795552.839157387,-8935321.697877856,-6579372.890430749,-7843187.934371295,-7034082.056309911,-5416233.073575029,-5259220.078323501,-5928688.017861713,-5185069.300858809,-6214571.225150905,-6813231.8519855905,-5819106.630962315
AUT,ssp126,gfdl-esm4,-274500.22881036124,-286462.0429549261,-231203.296089752,-296420.25612818747,-345359.0089792654,-275910.993718168,-259760.71172269096,-187893.59781215715,-267068.64188400004,-250808.3385569762,-518077.56463169045,-300028.7473504274,-369987.7388267543,-370829.08320484497,-337121.34307047987,-387681.9610096855,-236635.15971890264,-300995.15231287235,-289552.6127261471,-385021.76966031117,-427107.71993317315,-438973.2059098415,-409772.46466761915,-325419.85351227206,-330098.2822311162,-309291.8884543495,-379564.1949464111,-403034.35946756945,-556373.0628251566,-410403.04254097753,-283488.03145600966,-315205.1787399778,-412346.28457601956,-318727.1768256025,-229006.18203365259,-337906.85346494673,-418640.20980346506,-410447.3629893821,-364761.39962502255,-538617.169565817,-347428.7030707117,-434823.37302601035,-455664.98898342554,-416143.56771795603,-411939.09756805,-289813.6526715079,-432991.6310173268,-350829.36539657007,-477682.950337606,-423847.37718441844,-507866.2662591721,-833588.1247478686,-274943.02347623755,-384826.5786146777,-450402.72475566796,-287698.57411095226,-355603.23077749775,-354667.39416363597,-330325.2778231257,-387987.3527528095,-261310.1408708994,-273122.684160855,-366890.08221378975,-174229.2105248564,-297371.7068717804,-323622.87060423865,-418752.4679509143,-310694.991384254,-327655.9356621411,-470232.69204916334,-310064.56145246874,-341903.68518774287,-210735.93600410086,-341702.4892816141,-329604.20129924425,-317300.6013076544,-380266.19248871994,-294175.1268268948,-216310.34849277127,-255399.70260424862,-185364.84100946016
AZE,ssp126,gfdl-esm4,-321436.24406605546,-408766.0095519791,-196586.09431495974,-462560.2367394494,-148308.46659497992,-429968.8753040801,-521882.4605146449,-559944.0537183774,-404381.34787272627,-267717.8967489884,-234901.762512642,-271766.7558405364,-442392.8206461832,-314473.6876445083,-508210.0276325649,-722839.3151105276,-535068.6235956802,-291381.7887447845,-397435.26083470054,-800851.7181309892,-370803.2701700926,-237167.75048407514,-365229.17228719144,-245609.71535691104,-656853.226374916,-410266.12432359793,-312035.5739336015,-350983.16142556345,-422042.831326683,-424074.2605956413,-513228.14496160916,-555475.4929257147,-552724.884000287,-849303.2002010636,-918585.4957761861,-562071.7992842821,-733770.8242612423,-606229.8089711074,-677428.3440802051,-289726.7582297757,-408497.9046993522,-441496.884668984,-332544.63794699503,-631237.9744886,-768570.1364325124,-814440.201241912,-360303.0075955257,-323723.90160378657,-303973.75011213025,-283431.2936283826,-423963.28987289005,-617386.99804426,-421335.6194256682,-318585.7373046024,-340232.0273782628,-681925.1882796756,-730875.0274510956,-625713.3634246106,-383112.47005924006,-257889.12056938323,-524624.916796963,-671443.2345133085,-376347.95079671807,-544416.7018549762,-788241.9367398478,-793936.335892269,-646968.9882912089,-411445.96268782974,-483460.8193941559,-499943.1210431146,-394357.61168710364,-493308.1286454081,-564669.5681976215,-325248.5500668401,-268320.1996048137,-370975.1438148269,-244988.0483774575,-576491.1210681056,-758427.4109094536,-449008.1612954324,-609010.920219369
BDI,ssp126,gfdl-esm4,-1784.6288323344206,-1255.4804815024231,-2788.8506046907582,-803.4468775217664,-3066.0522570773783,-1591.407293139892,-1983.6889202783377,-1583.768875284549,-957.2833554941809,-995.2063956768923,-1126.707443238641,-1221.2002782837847,-1854.666110907075,-1345.87680337244,-1231.584295032391,-2080.876327607449,-2676.163921273159,-1960.7185766865362,-1335.5156827614794,-1533.668009022761,-1032.4958693382152,-1294.2336885472394,-1960.9785592408762,-1726.7362486875857,-1457.556299654261,-1485.1924032772718,-1748.813597861823,-1749.6032858951578,-3048.5830376046138,-2521.0220873523226,-1587.439298296123,-1562.5228896204214,-1681.5174790896128,-1514.016780123255,-1690.7596537889851,-1760.627286054921,-1310.7184916537597,-2320.303945351239,-1289.5163661351203,-2480.63738790459,-2059.386457945963,-1795.1132629470137,-1574.8644453097158,-1983.345743269754,-1407.6664440547797,-4134.141995325211,-1663.8182997608046,-1424.3501129669062,-1612.654079452073,-1686.649693430995,-2247.235978242969,-2360.808533103744,-1800.4176532868746,-1778.7573520901576,-3170.6920257594334,-2512.055470720756,-1566.6906214360974,-3565.9548680282683,-1879.8832641781828,-1733.9069370587663,-2055.0815728791586,-1607.082259723344,-2569.3189080649363,-2163.400822657799,-1635.474549287594,-1530.5850454951112,-1378.9790778541085,-1324.4153883464367,-1708.0593954070566,-1828.5696352058937,-1242.8387352317657,-1653.7398358479822,-1238.9444142094912,-2922.465156607868,-1153.310876975592,-1338.7658269070641,-1010.7308509555666,-1567.4967844058253,-1164.5605166966357,-1075.244281857091,-1348.2260703307966
BEL,ssp126,gfdl-esm4,-167577.54706739256,-140839.1525348592,-130241.1938254677,-270675.4385017095,-587436.9452656094,-135681.9261017756,-201725.61030574515,-303370.658616854,-224721.9874076734,-312498.5574187362,-350094.24037306546,-293994.84917973645,-220303.82567093032,-252932.9601388461,-238514.46444318615,-312117.7373662812,-175473.7676816702,-286110.9169296629,-211267.98222657488,-368518.6140979022,-667025.3174888875,-861589.1937483705,-332757.7560370694,-306678.0644779198,-343792.7381877984,-209626.1404704057,-564777.0120137737,-373326.9276192701,-657937.98641369,-384259.7752200958,-334845.2810170534,-431561.50296248664,-282576.33639477286,-309902.1808370193,-227516.65609496576,-267240.74745065474,-324301.05081710464,-367588.0589986545,-479969.19701215765,-618552.5119955454,-389876.400200702,-439854.42523736565,-438804.7715264354,-309067.2903484657,-416733.72940494376,-394944.9077296649,-499703.47667328286,-580455.3732174395,-335587.50764116197,-314053.7277789742,-454333.13433536864,-423893.1090449055,-214039.85064027467,-500577.70071322384,-379239.067377367,-247425.6928401094,-353811.20704810525,-382078.93700861104,-289586.0080301729,-462873.858248645,-219664.15509017254,-258586.32789225114,-464685.55238662416,-226068.5304302464,-364214.09446548804,-325814.90889916185,-454186.66379757633,-197865.2627004879,-264245.7321857489,-488873.5419435157,-303228.11240869696,-278117.3067442031,-265344.4636326132,-384437.85867415945,-289021.73825110565,-251286.29803740795,-436066.5823692637,-264341.63959898846,-213607.79122828107,-158672.6172535705,-244450.18710154493
BGD,ssp126,gfdl-esm4,-157316.61481037003,-116859.26977265754,-101891.48880663748,-100636.66239146641,-158996.83897107744,-245358.933870118,-159907.11611562638,-150345.814102888,-120990.3953085225,-134803.85051294893,-255506.46423588923,-132231.11985437048,-155444.64622643133,-306188.232336538,-187550.63706963172,-115826.15037789568,-133629.53999584643,-229733.03024191773,-136904.7626024798,-256111.74441261948,-248879.15817640699,-271099.25510347384,-204870.22176410555,-148222.25480718014,-160019.74531427995,-122941.02885801432,-213404.84560699933,-180548.7444334944,-192712.9843226529,-275351.9771338758,-170011.22029907137,-154164.1520404438,-234496.3622897261,-257834.95579330967,-219106.86991742227,-150890.80202311298,-167470.1502749347,-147874.81337193766,-187527.86234543764,-230122.262062353,-229983.1484019931,-194547.76780660514,-237853.20121505662,-179277.48127942823,-148943.7785577857,-224487.22145697585,-184139.5708396118,-340703.8499582149,-522392.7167659694,-192536.8987039418,-182449.11589345592,-212089.12194809905,-202090.10918665395,-202787.82515373814,-198381.47277980752,-209410.8051673598,-200154.07246326984,-209623.32529392667,-221362.1485581535,-145697.05998771323,-374777.36735523044,-318675.9614381767,-279236.89334302867,-177190.71391702536,-258271.84833499833,-137778.10509247202,-220615.44023190148,-213458.5460965628,-357008.0060848758,-256112.87577084702,-204096.3421127847,-165350.3595466512,-230275.4750457015,-175861.74423240148,-175912.6674774003,-147505.08999738249,-162360.84047181756,-164151.17795168396,-188358.22396192863,-303518.4999319494,-171031.0581053592
