country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
ALB,ssp126,gfdl-esm4,-0.057320767415162066,-0.12768108978202425,-0.09551362588896546,-0.06413389569855138,-0.0315179522685477,-0.02756948414870647,0.008591632315657623,-0.028509464364986383,-0.02889526411334257,-0.03756630641064955,-0.04419994094808942,-0.04761292814865466,0.007738878877121467,-0.12200432093396947,-0.03432503813295588,-0.07705229994511366,-0.022496512536489627
ARG,ssp126,gfdl-esm4,-0.0017610152979773864,0.0005734442433899797,-0.0004116379935665535,-0.0009508740129950944,-0.0019222084882697678,-0.00037718481683185815,-0.0001832382171127841,-0.00019009045011237374,-0.00013925762597277765,2.976300501770272e-05,7.740956005620664e-05,-0.00014917001656749752,8.385175707932217e-05,3.805150806636207e-05,-9.598638839554187e-05,3.69969397699137e-05,-4.8467366359101214e-05
ARM,ssp126,gfdl-esm4,-0.01123958659698049,-0.01427457824829681,-0.0019527550151381687,-0.04006572925604489,-0.012743644067722958,-0.00680855456058887,-0.01803970567207232,-0.026409826898860407,-0.012034544671848304,-0.03363478327392212,-0.014233780546016908,-0.027542552427116136,-0.013602097078196151,-0.02930438804130791,-0.010081322869958447,-0.009108192525612218,-0.016439162231707483
AUS,ssp126,gfdl-esm4,-0.010541237165527248,-0.032665772958978594,-0.03577846831826372,0.0016902394456573472,-0.014871889076456854,-0.04490121027096301,-0.026753478146706245,-0.037746116230588926,-0.035840403640839534,-0.03366878323703319,-0.01322202396224868,-0.015302867514432704,-0.008025208184421954,-0.013163182157311618,-0.016837754348876348,-0.004425744985483825,-0.006631486677216434
AUT,ssp126,gfdl-esm4,-0.006369093010968366,-0.00456728193223785,-0.011086654485030127,-0.005877956675819972,-0.006113367437638007,-0.0024662415566063848,-0.0015166286867956413,-0.0025626825362384223,-0.0026037719349241307,-0.0012798864176637092,-0.00561861688396312,-0.0012335017875121318,-0.000820649005937458,-0.002026142924530121,-0.0018879459727490628,-0.0021008206749522974,-0.0001544660613083339
AZE,ssp126,gfdl-esm4,-0.06259563989078112,-0.08699229938934419,-0.020104712038933784,-0.13910602021357438,-0.041243964784225165,-0.04379677034187405,-0.059355343906300026,-0.06283440519272497,-0.030847243003577787,-0.08857087310231453,-0.02692785823221877,-0.056821491787325686,-0.035262532185847156,-0.061832045310301814,-0.019460429134963868,-0.016966130556074755,-0.0368671163331538
BDI,ssp126,gfdl-esm4,-0.021539441464927898,-0.009248402797563548,-0.0014851774826203385,-0.0035236555186463525,6.868368737516039e-05,-0.0004278806672033025,-0.00033611426708812136,-0.0003252173867552503,-0.00036816529221112845,-0.000995914565354169,-0.0002828954246086597,-0.0003004098203306045,-0.0001751923012955116,-7.255332157597616e-05,-2.952448192146796e-05,-5.0275721090996886e-05,-5.6789969514138264e-05
BEL,ssp126,gfdl-esm4,-0.0017784369402940054,0.0005489125940014542,-0.005037647132361289,-0.0030104242493727645,-0.011005856704480682,0.00042529566101448595,-0.0020779649690600686,-0.00047667385525292913,-0.0027658505228106635,-0.0027223706354180077,-0.0036741095045526068,-0.00010349320428313084,0.000228525499378543,-0.0015681112009529629,-0.001337676607204999,-0.0007179773649596639,-0.0007485173606767867
BGD,ssp126,gfdl-esm4,-0.00786743422384482,-0.008303698091354561,-0.006154829708163631,1.1779462885848902e-05,-0.0029611623783772686,0.00020978077403866296,-0.00047520845089830217,-0.00010255724354390153,-0.0009327218726867848,-0.000755088659578869,-0.00032382086588434095,-0.000515267660559321,-0.001650824385554296,-4.165089862741124e-05,-0.00048300960345992353,-0.00017298367287378637,-0.0003327801198840874
BGR,ssp126,gfdl-esm4,-0.2536457862488971,-0.5639193531427186,-0.30264957813090637,-0.1715265972534045,-0.10911318646257752,-0.214723962578259,-0.03321353984249075,-0.10831135332329349,-0.1677051095595428,-0.06113303194638875,-0.166419968250861,-0.3185384663546995,-0.001764158004338867,-0.39309950036670105,-0.10125726952802225,-0.1404162536488344,-0.05380083860080176
BIH,ssp126,gfdl-esm4,-0.04898820425307764,-0.04800197975174481,-0.04833732463909011,-0.024761382798238193,-0.019546211629217713,-0.008960896061983253,-0.005268768461946225,-0.01958083562822956,-0.011556104831736682,-0.0023395072594623303,-0.02566667755601826,-0.022045452512912782,-0.001547672722660755,-0.03729314386350815,-0.012372204272729156,-0.045531468889402335,-0.008080980689555229
BLR,ssp126,gfdl-esm4,-0.039920966130172125,-0.02666679825209778,-0.006723230180780056,-0.009061477777168942,-0.010814588995547514,-0.009787973544996893,-0.008968355311787479,-0.00803912052363561,-0.00805963355816137,-0.0029408427272238566,-0.009534879066511055,-0.005037993855149998,-0.004464006215696035,-0.007400149345279012,-0.005613303655472006,-0.00023425840100266892,-7.858037476110435e-05
BOL,ssp126,gfdl-esm4,-0.004434974172993088,0.0033047029411474222,-0.007316688877484316,-0.024433472761918516,0.0013365249999254735,-0.0027264433439430852,-0.010896652509336413,-0.006087159044793279,-0.007576711526062938,-0.0007745132543095175,-0.0011833673754395836,-0.003163035845399654,-0.0012219730288686144,-0.00025046422583097116,-0.006503750776324639,-0.00031901894878103894,-0.005643666628256923
BRA,ssp126,gfdl-esm4,-0.004245129466524081,0.0005899186107890325,-0.001134496383669851,-0.009784310249466759,-0.0021468552032131685,-0.0029661286829984848,-0.0031078720232981995,-0.0014317122635647181,-0.0008299352579022903,-0.0003364825641475821,-0.0003187521889280362,-0.0002594953147763197,-0.0007030120510347565,0.00013904148477395645,-0.0026005127542361073,5.8784223997215665e-05,-0.0006048681069309261
BTN,ssp126,gfdl-esm4,-0.0018767309970896548,-0.0004751534791198297,-9.816669551320568e-05,-0.00018072009003598484,7.988181587781407e-05,-8.385744659902776e-05,-1.6691756432633914e-05,3.64129149885631e-06,-4.3383717544215485e-06,-2.9417162209381733e-05,-2.3389338856005673e-05,-2.3896551048522767e-05,-0.00010174911692428542,-8.985898413806979e-05,-3.2895724988345564e-05,3.601858075062479e-05,-4.363145317650595e-05
CAN,ssp126,gfdl-esm4,-0.028550962349755033,-0.006339100681466137,-0.013271649818262649,-0.061368019743741606,0.0011814854660912703,-0.008729329094884343,-0.028226516627758096,-0.01726927459189823,-0.019093507166079327,-0.008270691157592927,-0.017809927652039155,-0.021597935679840533,-0.010408122837154409,0.0019236349380668232,-0.010946071960824396,-0.03202133641530296,-0.0062418121469281
CHE,ssp126,gfdl-esm4,-0.0014921486510589505,-0.0012332102419631338,-0.0035251086987151095,-0.0036303247996787766,-0.0023972309202261962,-0.0008067052966585283,0.00022426874073678418,-0.000466156953286755,-0.0019184425819614153,-0.0005683110937575951,-0.0020210948227747136,-0.0008170694896150307,-0.00032694868212433567,-0.001180512529129494,-0.0005084703309674588,-0.0006796294143182068,-0.0005397512615049912
CHL,ssp126,gfdl-esm4,-0.005846702423062844,0.0016218595163712106,-0.0029084277178621255,-0.0026436013816816136,-0.00047885359704439694,-0.004149334730328989,-0.0016847823765466867,-0.0006443962291266943,-0.0009016790214795151,-0.0020957955996518656,-0.00013433281074861047,-0.0004648151092472879,-0.0009430380961057263,-0.0013686258236054784,-0.0009435457158324943,-0.0007130834839432156,-0.0007518666490881166
CHN,ssp126,gfdl-esm4,-0.013624354725886252,-0.007090625041063806,-0.009814475747406022,-0.01077770220563453,-0.010633952856587253,-0.013491719535880478,-0.01665694000713647,-0.012903551743955372,-0.007953492908137554,-0.009605525777967631,-0.013145074120204676,-0.006932587288201406,-0.008458623553532964,-0.009489133540940988,-0.004721683162003327,-0.006469502259617378,-0.009261721139262217
CZE,ssp126,gfdl-esm4,-0.045250922751149926,-0.01430383183044704,-0.048141698064129136,-0.029823665942986986,-0.030249241992366886,-0.01128028682507461,-0.004049001826724062,-0.0051737117789115985,-0.014536027154943235,-0.00833329417976095,-0.031009486048665595,-0.005577480647932145,-0.0009842610287466617,-0.00814212395492646,-0.008165877299938323,-0.01881399801723159,-0.001509917293282503
DEU,ssp126,gfdl-esm4,-0.009041190362015904,-0.001586291216017047,-0.011212459182536926,-0.00965538417357022,-0.012605039193811661,-0.004641321526765858,-0.008199379832728278,-0.0021504562581468388,-0.010434385823696778,-0.0047623522269883665,-0.016017844097866742,-0.0014509256270920589,-0.0010687821545077624,-0.004300893731532982,-0.002131825999818846,-0.0029373849307703375,-0.0017591167867732804
DNK,ssp126,gfdl-esm4,-0.004642451325672784,0.00018116782080385873,-0.0035629386041970573,-0.008554182682239063,-0.014503345409106421,-0.003640789056032296,-0.005346035645284123,-0.002912200300959533,-0.013789658116310742,-0.0068910329946345215,-0.007361219842769024,0.0007690431760482165,-0.007480176983667928,-0.007588799135473672,-0.0047022494445720445,0.0002084380150349372,-0.002122267247368034
