country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ALB,ssp126,gfdl-esm4,-7573474.541516045,-7932048.495594925,-6677884.420199757,-17441960.774490297,-14230835.93085668,-19688108.400042895,-6087192.539428823,-2794665.7952519343,-6735985.183396848,-2129377.0438402127,-16618847.243563872,-12163012.14508807,-10017953.459947824,-6824375.132902828,-4195960.302704467,-12435059.485498596,-4317292.286700134,-3993390.039721433,-170701.03021064517,-10564356.365765447,-6638709.742157948,-8395988.10375724,-10108711.600964842,-14121285.236689022,-13720715.24445918,-6193333.977547724,-3007716.004376432,-27924538.24994979,-4043112.353651755,-6555247.1269149,2012925.3790371388,-5307566.728502071,-9392911.940558458,-11681831.887579076,-10854809.456987679,-6836896.170509961,-5826886.640993143,-12802496.722736733,-3504052.2905748347,-8871924.043932272,-6996531.756650829,-13941997.389622701,-11831848.259004148,-20528100.093523704,-14009738.430810522,-9062670.898070522,-7471808.4642517725,-12276231.516731367,-25278823.437332697,-18185390.117171932,-10454370.517003288,-30467562.81575826,-11245247.008588457,-10476936.000804182,-18372816.08816313,-10924523.566289866,-11373131.752995795,-15080405.880293727,-4675356.082006445,-19251831.526192654,1709981.0095869892,-12859363.758571127,-12965300.646693077,-4993901.364593812,-11749198.670405086,-25771117.519105215,-3938698.0542884534,-11247206.677066127,-12410295.10368717,-10971215.384997994,-6883111.604180078,-10989324.346201487,-7356859.749513813,-12811594.428566018,-7921126.205294028,-14596224.726338463,-4666556.922959955,-4427907.710168742,-2666546.763391237,-6636425.332743746,-4006498.0946831084
ARG,ssp126,gfdl-esm4,-9733483.855611753,4822514.391588079,-5430681.237623119,2712931.2349832444,-13139484.215252966,3411459.434839799,-414231.29767276964,2923097.636539595,-2037526.3860169246,268097.0437079015,-3179761.442118789,-6085548.415064385,1707925.754284735,-1379215.7033097388,-890465.2686077238,-9632631.047009809,-3680496.3365017436,-2188350.826634734,-7464706.904410482,133885.41054488055,-24024645.219778758,-5424797.330302719,-7375134.393597392,-3799078.8553055343,-1102670.0699842502,-5599623.034815234,-7010131.728382393,-931321.6674817706,-14605059.718869027,-5582707.805845922,-3140251.8575701723,-831946.6956199745,-8865181.940610059,-5624110.777703282,-2717223.665029905,-3679305.3452124805,-18372244.762151677,-6395142.366266107,-9113874.460081367,-11643592.765309665,-2992548.818043294,-1688920.8102715632,1733361.5812459723,-3601883.2451573876,-2921580.0655233925,699676.5379607547,-10994548.83527741,-2094133.3026703335,-3471083.2906895876,-3014589.149488845,1964054.3138657191,-4223131.77730361,-6866069.321113246,-2157773.1388003463,-5487178.093977519,-4030256.5480129262,1723068.8689633443,-8884300.971898535,4206682.865300662,-9132142.431277031,2393513.04903717,-13731959.342305105,-845212.7359092458,-5696172.229352164,-14148413.073310196,1142722.693130293,-3409573.330152591,-5636834.218783335,-5137066.213918466,-9916782.65514751,-3021282.0951428823,-6349686.873880592,-2034952.5491407586,-6021210.420160069,-690681.8544832738,1215822.3539973362,-383458.8414037102,-8860742.17332046,-982425.3722136115,-3256860.7806227757,-1654804.2963708472
ARM,ssp126,gfdl-esm4,-1425231.2815735352,-1784780.714108835,-631497.7197998714,-2527955.5770293195,-196145.05285624243,-2144637.333868689,-1769794.0477657972,-6466872.496502036,-3918371.51760181,518540.3050483822,-342641.35042916494,-2048828.082942406,-5801471.679725483,-1088006.12268,-3482391.897461849,-8190597.027599954,-4671174.586971418,-3173176.603986736,-2140596.5823272355,-6862456.071676653,-2943829.936855576,-790763.807243854,-4323910.43545039,-1140210.903369627,-4345859.923180246,-1736264.5969555238,-1978272.7860276743,-2689203.596825302,-2928080.4607526916,-2441356.0433007595,-4953054.58815007,-5467531.384327917,-2459097.383166908,-10920566.816356814,-13325863.357483393,-7644627.2721474515,-7447473.873696594,-4951288.145451178,-7392627.980059129,-1959769.68049827,-3640066.9412073824,-2823315.3021091083,-315740.8358169924,-4510692.2378746485,-9645146.313648414,-10599485.124750149,-140090.63427129507,-2685769.509153151,-2033768.4922502427,-1072193.0431204468,-4606622.778600604,-8758172.924213093,-1987485.7004746404,-1850460.7324740442,-1060409.252197399,-9026381.104920482,-5895694.032018946,-3759065.1543395855,-1055025.9990143718,-700556.2284152618,-4490629.759539499,-5714445.375561124,-1424332.7244634388,-6180620.406925589,-9689229.302341532,-9704697.613215877,-7852741.627387712,-2214019.6572517487,-4045370.2808133136,-3180772.043265087,-3345589.7526549157,-3844846.969790581,-6498652.474504436,-148466.46924711415,-664490.9795415797,-3037576.743377883,-998136.0134560732,-5481882.356430654,-7323858.798468642,-2254219.3793697236,-5525697.046463755
AUS,ssp126,gfdl-esm4,-164127708.95932922,-719393924.9342469,-35851786.1050808,67181423.91190766,95384428.23017481,-572042889.805168,-405914525.20230854,-207844528.04060665,-53162969.75649185,-388208465.27446014,-713387422.5358235,-220472071.7038297,-97282962.4499175,-385999589.2293332,-338538845.9132472,38327488.775410436,-587748044.5102379,-708682031.9045002,-155852203.92159483,-945144563.5849963,-378143045.54300153,-540361857.3920016,-531274326.4470792,-330272026.6955027,-273831568.67459434,-1269165107.1506276,-1005652698.0451038,-430941153.42342496,-502788877.0023825,-805802764.705752,-828821970.715486,-435084231.39047223,-629244338.4792947,-349468450.8641165,-536980181.8152735,-1270641895.9264164,-1052031126.9251739,-714285220.2597612,64691345.4733823,-789959970.1345209,-1309025774.201327,-1190399103.3221066,-901050331.1339426,-429276441.68907875,-405918806.67218405,-1333641427.250663,-1282306440.1713011,-550849105.3219199,-681546897.0460182,-853154768.7100916,-566760553.5949641,-667662386.8729461,-271215017.4622288,-385853998.38516015,-959172613.9494933,-705990599.6966702,-177417257.09799957,-950141008.1138148,-1101706670.3117547,-372171073.26063657,-397474920.9971522,-589051061.2106808,-871729276.894508,-414552207.4123815,18453113.547231626,-697708587.3213793,-609620938.578481,-405243016.73577994,-281998498.95483863,-516150350.51977485,-952050571.3245642,-492048718.6439057,-753581672.0321393,-601676762.811753,-288404552.81893533,-266164805.50500566,-408430796.9734634,-268943928.30274206,-482737850.20663434,-610492398.3458803,-420674285.2537205
AUT,ssp126,gfdl-esm4,-25417793.71683643,-28637451.30428101,-15062954.322476655,-24401298.23861295,-30920449.48979,-19919935.05383561,-16829525.146458223,-5504107.582836145,-16572588.8004446,-13516114.745283883,-52478978.842891596,-19555100.69644548,-29319607.17864554,-28869334.103279945,-23322882.15687491,-30283258.290736374,-7400268.953616355,-16446909.08295409,-14288392.518052798,-27988562.40638836,-33799455.20353363,-35152670.73178831,-30444181.571689602,-17587175.712612946,-17937015.628417943,-14536353.436738111,-24648692.275187027,-27846749.9908045,-50304589.53812476,-28441657.708602894,-9421294.126251634,-13922091.711459974,-28135096.546481293,-14100604.454821182,-660369.6858254299,-16663019.066494677,-28509377.8654332,-27195122.22338831,-20342942.593692277,-46032990.76430432,-17655066.504404545,-30566454.70982916,-33631848.71454324,-27765519.19844567,-27142619.768323973,-9060690.116610182,-30297869.876531385,-18158880.43322048,-36999900.42091005,-29085467.545300946,-41602781.19558917,-89942756.73471008,-7276211.851661614,-23672864.760686222,-33522044.62339373,-9567854.055494206,-19798288.066648856,-19843839.842520073,-16441247.42591191,-25201670.295794226,-6671449.2462756215,-8675467.073516527,-22829609.15500418,5439922.395929479,-13082935.877212327,-17259550.437916767,-31648995.13703811,-15944300.593791861,-18769671.133202493,-40216402.163158916,-16816543.117885802,-21871259.19246536,-2776228.776542862,-22508470.14063033,-21039829.302886162,-19535189.39601182,-29173436.03600774,-16725893.639214024,-5491508.008562312,-11578495.006594552,-1495752.2905387331
AZE,ssp126,gfdl-esm4,-32625704.00026877,-45883448.14306603,-11784895.603915777,-54754905.464187205,-2205122.9554786817,-47804741.55412706,-62174349.30260267,-67697669.09184745,-41355542.61844438,-18140841.286879122,-12041834.770795174,-17432428.04471692,-44870694.4389259,-23175535.894785415,-54471401.71694535,-89232179.04102816,-57757920.75917607,-17094411.165725257,-34049675.975044966,-99992695.05567454,-28711739.934424654,-6262094.638027992,-26930192.47601624,-6837553.66429035,-74179697.54796821,-33225427.363518953,-16722246.076239225,-22829421.09631779,-34245883.04048169,-34320069.6389669,-48762018.52153241,-55501377.176539674,-54852428.522650704,-103508837.19773696,-114755127.84512447,-55904608.62099569,-84052459.98926646,-62940217.12995052,-74572493.16039436,-10656752.18810683,-30156427.82557763,-35550505.706894174,-17585001.801451754,-66758133.80508323,-89372414.42744465,-96938019.65806207,-22183494.704299413,-16196820.19727116,-12996657.607339296,-9681340.628265759,-32899099.567017864,-64841770.466393024,-32665477.699620247,-15874440.673890403,-19585910.227521542,-76017392.73498783,-84264711.20132633,-67150033.43212636,-27424883.009312175,-7043429.536822274,-51226737.85751338,-75681791.23212887,-27376784.264893517,-55352553.14265796,-95809153.62200338,-97062295.3910504,-73186044.82543328,-34736651.88011353,-46938247.58759181,-50007631.57552366,-32982417.9726434,-49647032.26361885,-61768594.659523964,-22704889.054273147,-13685851.335231667,-30939029.49627988,-10532878.792366946,-65457883.56098739,-95747825.76499034,-45120864.748475045,-71789857.42475139
BDI,ssp126,gfdl-esm4,-704949.2776006573,-356764.5163455354,-1166754.7559363442,-42030.58921901584,-1019691.571534565,-363673.7378101946,-524128.60977789864,-338529.25008925336,-54137.0450668558,-60456.53028374917,-107911.03144418825,-139406.0669681285,-406858.72262481897,-175296.36768033533,-116568.4490427015,-479489.6549160578,-731753.9276440906,-411209.1891563553,-130518.02093859698,-210121.14163358006,15722.499856248201,-92300.46737009528,-377753.1291644903,-269632.942349533,-146502.80842348584,-153543.68196285024,-264070.7903148101,-259993.1659846934,-823815.5737066483,-589397.6381783312,-177769.75945050918,-163735.6371303164,-212931.41476196202,-137087.80031543158,-212018.61241255808,-240487.15304080953,-41966.111313463065,-481781.53379864374,-29777.0802310853,-549493.6389992767,-364475.33100396005,-248355.690164339,-151705.38861024455,-330123.33520322724,-78426.70770831367,-1270664.3802584712,-190995.56304364692,-86826.80936024903,-169908.3472022779,-203233.50406482338,-449436.93526905426,-500419.6244050668,-256955.36103154623,-249342.72816382383,-860042.8577088105,-574464.2892641353,-163832.91248321897,-1040863.8191177782,-306913.7952136397,-246540.35464211222,-390722.7382330036,-198874.76736412276,-623738.2553526761,-450598.50400998833,-224203.18804261257,-182899.3167846524,-121302.91209159483,-102267.70273062988,-274956.9213472033,-332776.5671638958,-81904.22074338507,-266908.75701818895,-90904.95015960246,-832187.4130249574,-63814.09465796145,-149940.19724947403,-11427.220850910158,-259719.78626562914,-88326.02445723113,-53963.73378402097,-177959.97551421402
BEL,ssp126,gfdl-esm4,-8726081.222689325,-4623355.04315189,1089800.5114727814,-21412217.794355936,-73409377.76504797,2885472.1928157345,-7291251.93705824,-23435987.34184512,-9498281.9338377,-23364871.769390404,-28869985.963829923,-18748252.41950788,-5713129.902596708,-10460426.480894895,-7379597.102632057,-19022584.17474688,4407873.756349898,-13469514.406900842,-408720.9252069987,-26123376.031415857,-75446743.40084153,-107439043.25748096,-18676424.339985617,-13883258.945975482,-19661785.462406497,3127156.4981311127,-55806891.84753846,-23501195.239041336,-70705138.5791219,-24721191.86144927,-16205378.244513769,-32112174.82707414,-7019101.482755163,-11380906.807670955,2554904.6262499844,-3917795.704045378,-13305454.14354797,-20410452.14709046,-39072199.756133474,-62129216.58069366,-23883551.016051877,-32183946.11668439,-31981480.498494614,-10306180.100450097,-28282771.05777577,-24658392.284302212,-42180079.7389227,-55703682.46102295,-14876994.139944747,-11356420.090576088,-34863284.42427676,-29882883.378924884,5036348.73871042,-42948463.8238596,-22852344.203307662,-1027710.3675360081,-18997903.862845104,-23942121.081409827,-8747271.508667644,-37945673.60085161,2372877.363395885,-4435295.117295362,-39166486.93293593,341028.7465484408,-23064646.954112817,-17003627.245524622,-38797820.26952301,3628304.4418101013,-7835883.958765664,-45735538.317655124,-15140479.942078147,-11359383.99415863,-9638303.29336741,-29924143.796148315,-14387473.227290016,-8474689.304640608,-39704171.932253264,-11406146.336126763,-3302668.3016248536,5509088.948883349,-9169939.469343605
BGD,ssp126,gfdl-esm4,-22232620.3074353,-10111023.419535838,-5072931.020789138,-3472037.191360144,-14672063.142079707,-31567440.767319474,-13633474.83702871,-11105997.183848403,-4579082.806353125,-6818321.938627152,-30745295.512971498,-5209068.185969619,-9395686.39732497,-39465413.176309735,-14927787.706608515,77139.5263346984,-3094731.447767525,-22159298.615738396,-2932951.601327023,-26721337.371593133,-24886505.220811367,-29041219.52859443,-15279066.561106006,-3479196.7232035426,-5573639.516328055,2221528.4277393166,-15864097.363946723,-8959126.571099347,-11200605.144414552,-27752753.311979946,-6202196.953528121,-2816661.7324987534,-18951891.61698927,-23541725.23881825,-15559838.711346325,-1612735.407756691,-4875487.280915399,-814630.5294186716,-8783049.148771118,-17362465.317177407,-17288234.39144684,-10070947.886876961,-18833305.935919948,-6945282.069594346,-794032.1552480229,-16122872.508239904,-7962733.5066369735,-39740841.38815693,-76625974.32964359,-9789122.98944765,-7804015.426059492,-13887257.51948074,-11944372.659617092,-12187589.48374007,-11410305.588864304,-13777695.127049008,-12048309.854338514,-14128402.773828562,-16685687.745805949,-1530794.6817974474,-48190953.17261104,-37034788.64475768,-29264779.189908285,-8808613.281605864,-25492945.148059756,-1307982.4524315232,-18362980.04831404,-17175675.24735814,-46556773.96962461,-26377623.18054501,-16115211.244279834,-8551147.553619152,-22010130.041843187,-11261600.109000344,-11552894.652845317,-6068359.6980306655,-9349755.086773135,-9979245.638181945,-15149686.328628222,-38759323.45665523,-12147051.005026314
BGR,ssp126,gfdl-esm4,-149128550.4896082,-171673866.42362443,-120893394.48381235,-284966382.84643865,-173440765.90370816,-382000148.73254865,-171202649.0395609,-124729455.66233622,-155942418.50354594,-106016594.93437397,-244506584.57214478,-285178646.9544753,-62100104.15720697,-152787570.0431199,-94657988.68152517,-162083191.89204282,-93139544.60748228,-103399678.7819563,-65560305.43723834,-168406588.20476532,-114276344.06274414,-94694832.54094864,-159889508.64171442,-145360968.6443872,-106768289.76351115,-240440285.1454384,-148571073.82525828,-368774177.404025,-84909335.22896735,-157388966.15006867,-38711575.181849666,-101594450.98360567,-183654565.6559217,-145137643.14942366,-126209398.2398289,-129355096.03961396,-115241464.25041287,-216952985.15236086,-183998450.85223043,-361347857.69707674,-203902885.03470296,-111637394.89974877,-229785613.95775434,-286718531.4702208,-281598012.21983796,-74962565.90810665,-170888586.64004746,-213491271.28421143,-355621494.6651019,-324044983.5520849,-202665503.98204044,-404494519.07164794,-91811772.62075399,-178826149.24863657,-352703787.8356357,-380244155.18558735,-244452581.73710898,-94407995.43078566,-79179381.00845599,-249138637.37146387,-2056372.9203045417,-113393916.60724731,-139045848.60588852,-96400816.40203403,-380276511.81386864,-447181246.6779768,-181870613.34809786,-306678618.1155975,-178138516.0131271,-203702216.73936397,-112784693.54393059,-255444466.2074985,-30555322.856626123,-312132861.41254115,-136210929.87262464,-153753345.1655597,-110369135.0589106,-162037420.38390967,-125194604.35039589,-150424781.45042634,-57984667.27243429
