country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
ALB,ssp126,gfdl-esm4,-0.046762303903928486,-0.11607475728147795,-0.09093795209473197,-0.05974817172066292,-0.029926418620230388,-0.023841932344267673,0.010009388664760626,-0.026017538980255467,-0.021809067550816644,-0.029007897301977423,-0.0425477280548864,-0.04147537221947952,0.00681253178792434,-0.11374011824148926,-0.03515582922880007,-0.07651483082046091,-0.02564773863225002
ARG,ssp126,gfdl-esm4,-0.0019063263364898428,0.0005350497851010005,-0.0004405082988889938,-0.0010044854065897457,-0.002464703640803857,-0.0003964929971533652,-0.00018388936654000558,-0.00019548974449321786,-0.00013284720972501807,7.042596687696412e-05,8.579078806849103e-05,-0.00016782468325018618,9.434583494047249e-05,6.0834341957485746e-05,-0.00012889509128349668,2.283871321461681e-05,-4.50918112228463e-05
ARM,ssp126,gfdl-esm4,-0.009330362129759464,-0.012669321119465643,0.0007542427552934502,-0.04813168549966351,-0.013668119138446951,-0.0058629060801153364,-0.01705311188320106,-0.02873498207247028,-0.01199129787671972,-0.036613752946061534,-0.01293773611627712,-0.02836368033965774,-0.014282847125577166,-0.031992154089137435,-0.009151071237780814,-0.007737240665312269,-0.015268737409737573
AUS,ssp126,gfdl-esm4,-0.010647083828060322,-0.03300194244312678,-0.03870926471661206,0.0022828670359954545,-0.013963176479999673,-0.048843484745708925,-0.031391424281848636,-0.044505448390061195,-0.042868714637821645,-0.040561958275744825,-0.014650582413200166,-0.017024512060620518,-0.007278588060161422,-0.013428492253309615,-0.018572333673248075,-0.0041477238198468595,-0.0070810061068556345
AUT,ssp126,gfdl-esm4,-0.005526317349068252,-0.004059512372258274,-0.011518173868053039,-0.005369957296485561,-0.005571696591677464,-0.002067358411136131,-0.0015657418542963982,-0.0020774107059287543,-0.0021723642800923247,-0.0008578939781194366,-0.005640925764099048,-0.0011255155569507664,-0.0008470016713129009,-0.001771890143839954,-0.00215447491841039,-0.0018033486768597041,0.000130757917387678
AZE,ssp126,gfdl-esm4,-0.061393858166182154,-0.07607526773688249,-0.015210703322678177,-0.13221007017731157,-0.03567546610977387,-0.03604378581044442,-0.05508402125875113,-0.056741441732779764,-0.029629813724226423,-0.08399294693398576,-0.024508599495407977,-0.05241427480419698,-0.031105801966503876,-0.05816380844669035,-0.01689179459791564,-0.014696883283950185,-0.03274980904930954
BDI,ssp126,gfdl-esm4,-0.026248452788607893,-0.011289315980469753,-0.0016950934897782838,-0.004249724333853311,9.164134967863822e-05,-0.000389266506854765,-0.0003139920585886884,-0.0003159449209236432,-0.0004199075307074826,-0.0012779023763269696,-0.00033972433127678336,-0.000364773983780051,-0.00019669377725918338,-7.518799236179804e-05,-2.3858419727938326e-05,-4.401819816159631e-05,-5.130306089015139e-05
BEL,ssp126,gfdl-esm4,-0.0005386515903262315,0.0009117353407145382,-0.004469165468742954,-0.0020927552664008497,-0.01286172336863319,0.0009463647606147631,-0.001908366410531287,0.0002745047928491629,-0.0023085223579053043,-0.00231027027104299,-0.0036179833395812463,0.0003376405728752558,0.00047287169606233676,-0.0014685181171171715,-0.0016496976768375505,-0.00045739283427116847,-0.0003696896530133704
BGD,ssp126,gfdl-esm4,-0.0018136650117242538,-0.002335711823814676,-0.0012325823865648384,4.117347927307204e-05,-0.000662886830280164,-9.969798719844259e-05,-0.0006125620914656143,-0.00028850535995098654,-9.85467466735048e-05,-0.00023640821034836198,-0.0003865112959453247,-0.00022991853329769226,-0.0003201692598906389,-0.00010328276534402141,-0.00033740249874560535,-0.0002300381317464905,-0.0002978127682661133
BGR,ssp126,gfdl-esm4,-0.23121012028371568,-0.5607212529077907,-0.29290265860283926,-0.16269388888558353,-0.10063542012705273,-0.19944690468893597,-0.03495384931541453,-0.10716442169152039,-0.1554191590526906,-0.05689830253581363,-0.16065041106409397,-0.32719626222272125,-0.004924418077632051,-0.3990496685549545,-0.10233806123544148,-0.14104685849855883,-0.057857166931091254
BIH,ssp126,gfdl-esm4,-0.0525683657381455,-0.048511793216700044,-0.05034507930034646,-0.024914324836474752,-0.017338944304953807,-0.006479439037231741,-0.006179869473027318,-0.01910630745556038,-0.009344626574271379,-0.0003745599713381662,-0.026264758757828723,-0.02163324141032331,-0.002224469586111151,-0.040147237705722136,-0.009030349052515648,-0.04679687435895609,-0.0024644577044511547
BLR,ssp126,gfdl-esm4,-0.037483350843661015,-0.025670371298780612,-0.004677424771395555,-0.007865610514607744,-0.010520101300585586,-0.00927597528290707,-0.009511174119981992,-0.0072295625670440854,-0.007661778716732299,-0.0027486677053237254,-0.009503381982826416,-0.004714906451139991,-0.0038020696401024805,-0.007258419453558905,-0.005483495651930479,4.881645579518798e-05,0.00012405964330436687
