country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
ALB,ssp126,gfdl-esm4,-0.09921638514869084,-0.1748357521278388,-0.14392010896755938,-0.11272172284859272,-0.08007361461067923,-0.0758897241575942,-0.03965308582563154,-0.07683031996206832,-0.07735245156599195,-0.08628646070307616,-0.09354437820093121,-0.09759796850888552,-0.04257476596321968,-0.17240733978438139,-0.08470948237934048,-0.127371783362155,-0.07308358480743968
ARG,ssp126,gfdl-esm4,-0.007103061625613384,-0.001039423382600068,-0.0018504554448978124,-0.002178063043486478,-0.003002036939631471,-0.0013420486821066494,-0.0010535984321720722,-0.0009801224784656765,-0.0008597639154020375,-0.0006300054128053468,-0.0005296079142611133,-0.000709330148991411,-0.0004300984838476051,-0.000429781971672818,-0.0005195652882647594,-0.00034576828627434265,-0.0003966745752308154
ARM,ssp126,gfdl-esm4,-0.028255744057499334,-0.037161721609017706,-0.024652825152712082,-0.06185914642353335,-0.03368122973798274,-0.02693856827280582,-0.03750846224865681,-0.045341713619975015,-0.030379419519069896,-0.051272824263890966,-0.03128801110857729,-0.04409218272755371,-0.02952703519645268,-0.044507950156999286,-0.024479092154929303,-0.02262506347351095,-0.029114572192857496
AUS,ssp126,gfdl-esm4,-0.023564449007630807,-0.06673594149290515,-0.0704396428195068,-0.03240026876230113,-0.047877173072217644,-0.07641297682261852,-0.05669188229261618,-0.06599241368608592,-0.06220049572451721,-0.058016744150642945,-0.0355639498850895,-0.035701424497257696,-0.026443675063326625,-0.02964515884208293,-0.031500060750714425,-0.017431475464184814,-0.018285140364773363
AUT,ssp126,gfdl-esm4,-0.010764268929307923,-0.009372286761353158,-0.01621498617772483,-0.011148232914225691,-0.01144497585000524,-0.0077741931746995235,-0.006760986864893468,-0.007699185411232221,-0.007591121436070972,-0.0060650677074215766,-0.010161623087328644,-0.00549502421456491,-0.004762118360784764,-0.005628419562412035,-0.0051571721489691415,-0.0050553230308471074,-0.0028360077884257303
AZE,ssp126,gfdl-esm4,-0.10156625662353341,-0.12884197537047512,-0.06458058707537806,-0.18555673108111806,-0.08771118358583033,-0.08905282253996614,-0.1028724623726976,-0.10402847045798336,-0.06880766370694597,-0.12253679166519371,-0.057142149640000334,-0.08393573811278117,-0.05946702719643284,-0.08328355475723796,-0.03831516232351759,-0.033498969704258724,-0.051500527656084545
BDI,ssp126,gfdl-esm4,-0.03205054626019717,-0.017694281150999275,-0.006779855834659329,-0.006685859649085812,-0.0019720463114486692,-0.0018095484521902,-0.001312269314222871,-0.001040988870509921,-0.0009095139009039179,-0.0014166853436832902,-0.0006184471974765831,-0.0005743506244746037,-0.0004028767269787869,-0.00026546022964735676,-0.00019587885950497674,-0.00019626444566488683,-0.00018810866549429792
BEL,ssp126,gfdl-esm4,-0.0060234058005571335,-0.004309583391762536,-0.010199834471096769,-0.008247144918681526,-0.016246232372886336,-0.004760074625383324,-0.007168861984855146,-0.005428867115259865,-0.007538479213241175,-0.007280245085396992,-0.007994387492563853,-0.004160187242046232,-0.0035322021834938147,-0.005016874319870577,-0.004473093123116851,-0.003554534738413613,-0.003331599357730001
BGD,ssp126,gfdl-esm4,-0.01413919678571659,-0.013087961173640639,-0.010372351064572786,-0.0035866837765843105,-0.006005162783110537,-0.0023542284164163136,-0.002641521393670451,-0.0019458256829123146,-0.002516143928626828,-0.002131989680893449,-0.00153520515316911,-0.0015881566881525266,-0.0026034345323801586,-0.0008896938968908947,-0.0012404890352871961,-0.0008526656179208718,-0.0009501659150503611
BGR,ssp126,gfdl-esm4,-0.3530017645354306,-0.6964510949837467,-0.43137164250739307,-0.29462306849291414,-0.22968640635413237,-0.3344152696348442,-0.15295387663914617,-0.22811205719328206,-0.2868571973633963,-0.1794813929093984,-0.2847525634029681,-0.4371648763852712,-0.11952448664166598,-0.5086569333526048,-0.21325537900204974,-0.24790136358849377,-0.15701268600247983
BIH,ssp126,gfdl-esm4,-0.07245105687432582,-0.06901760854213554,-0.0688173936796116,-0.044435964172517516,-0.03898906865127882,-0.02860991799053481,-0.02555763257336771,-0.04078121693966466,-0.033729022147256114,-0.025833607324947865,-0.05072413455086233,-0.048863918283443025,-0.030269617015583672,-0.06791229948122544,-0.04480648702927152,-0.07969288347536445,-0.04414913733257179
BLR,ssp126,gfdl-esm4,-0.06716726497502452,-0.047731571685031296,-0.02614412796247078,-0.026338671262314626,-0.026518648354924332,-0.024362241044867585,-0.02270095043821944,-0.020983056056557287,-0.020135729671906143,-0.01414765800060747,-0.019976968606104442,-0.01480503198120057,-0.013541129885816943,-0.01574608067789945,-0.01320657944631232,-0.007078013130427592,-0.006258155968857541
BOL,ssp126,gfdl-esm4,-0.022194458568261254,-0.015388405190646163,-0.023090573180638375,-0.03698477295697331,-0.008831486150812449,-0.011059029673457458,-0.01782137157693314,-0.01191975133326785,-0.0125595481422331,-0.005092723452588893,-0.004980064618951118,-0.0065345672310271625,-0.004220095809406533,-0.002923418214627519,-0.008898903493143318,-0.002480958689169626,-0.007623517321039153
BRA,ssp126,gfdl-esm4,-0.006994633680244566,-0.00462694548031873,-0.006128030808984487,-0.014336678574300977,-0.006230457743316487,-0.006635937102892753,-0.006423886160596167,-0.004436163458450662,-0.003560586612980365,-0.0028311050744463506,-0.0026078930031127657,-0.0023555502047912457,-0.002612713033614312,-0.0015934440530960222,-0.004164711457667716,-0.0013492098012201936,-0.0018785216305888797
BTN,ssp126,gfdl-esm4,-0.003910866289200832,-0.001315929588079085,-0.000697920155557238,-0.0006254127350226676,-0.00027534551514254475,-0.0003788085506484159,-0.0002693016696892058,-0.00021759106193048732,-0.00020111737003403462,-0.00020652015585458973,-0.00018452874852467214,-0.00017155918915921146,-0.00023713930761490933,-0.0002140796493652396,-0.0001470766559816155,-6.902455855506426e-05,-0.00014100297401721241
CAN,ssp126,gfdl-esm4,-0.0522275000083901,-0.031620686169380734,-0.040686280215435966,-0.08985046601020372,-0.027466682089156286,-0.03701520825931868,-0.055804863445258035,-0.04385268550379528,-0.04435475099589574,-0.031873474768366127,-0.03956895640424403,-0.04144763311079355,-0.028287864177115703,-0.014020241929146079,-0.025064013613120918,-0.04449720519225769,-0.017373156531581047
CHE,ssp126,gfdl-esm4,-0.003834171023153743,-0.003800038571438163,-0.006252785031533986,-0.006426613230185922,-0.00522683322449944,-0.00361312739364871,-0.0025220570237699537,-0.003127071227037922,-0.004476538242539686,-0.0030014657534816434,-0.004315655853798242,-0.002958569316502875,-0.0022946774990343422,-0.002996642382022887,-0.002185352413574276,-0.002222754711622954,-0.0019615862086165923
CHL,ssp126,gfdl-esm4,-0.012507988203789832,-0.0049349023009545405,-0.009077738804389047,-0.008215912476561586,-0.005592627997782692,-0.008863804234035886,-0.006078443363908037,-0.004772569057081933,-0.004790557961754794,-0.00575580697279931,-0.0035834785437038504,-0.0037104469857902186,-0.003970488711341931,-0.004171330358145172,-0.003520775089329998,-0.0030708586111700287,-0.002916269769377265
CHN,ssp126,gfdl-esm4,-0.03362908324309939,-0.026850480098209683,-0.027087419688177763,-0.026079355006892607,-0.024429147169933513,-0.02618328559926095,-0.028596219909075855,-0.02436385571093602,-0.01904404075998316,-0.020392025851288378,-0.02366811803473542,-0.01719968475418731,-0.01836363788689865,-0.01897613916426815,-0.013751577306212848,-0.01500643521524285,-0.017316843295803665
CZE,ssp126,gfdl-esm4,-0.07317385493357995,-0.04680012192820524,-0.08074998510936994,-0.06171302219165552,-0.061642327159315745,-0.04238157855874876,-0.03464336975986511,-0.035123281836940815,-0.0436019723178798,-0.03616522490475815,-0.057561615964865046,-0.030860882607969785,-0.024827968918480246,-0.030400642704426807,-0.028757879754763717,-0.03772045605481622,-0.018856167368951772
DEU,ssp126,gfdl-esm4,-0.016823294288469928,-0.01005111925063095,-0.02050762004441275,-0.01941854838661163,-0.022564227706258225,-0.014635709783335298,-0.01814178960656555,-0.01195561360406211,-0.01998201409305141,-0.01396719288927699,-0.024791317037198127,-0.009698724691471403,-0.008706584413119674,-0.011292172456648139,-0.008481488154783065,-0.008678989899629097,-0.006962688558978265
DNK,ssp126,gfdl-esm4,-0.01885767376810065,-0.015254191441950936,-0.02026312199913605,-0.026033412006085343,-0.03258621114541771,-0.02192486764345992,-0.0235152057948684,-0.020786557506273423,-0.031208046751455394,-0.023690276874171214,-0.023419787764824163,-0.014401419178713994,-0.02157921033878003,-0.020537600507867532,-0.016509830162861033,-0.010511768796424256,-0.01188802184543214
DZA,ssp126,gfdl-esm4,-0.02386401129480619,-0.21732443206544022,-0.18300307864801996,-0.10017036283217566,-0.059674246919306444,-0.048424796813357186,-0.029571935485468735,-0.025123761008543244,-0.03943029382386346,-0.03112441274032933,-0.04382452269820499,-0.028185030368490273,-0.015561434321065552,-0.032509398706550764,-0.022360392596027834,-0.01588230004163762,-0.017475980843991035
ECU,ssp126,gfdl-esm4,-0.0015222917049823002,-0.0005114226373442801,-0.0005386924408691214,-0.000344491423171908,-0.0003438779109067181,-0.0003653433764964907,-0.0001936492278257262,-0.00023311049774564382,-0.0002271860389591174,-0.00016486503937106133,-0.00012004561142319085,-9.927485967595218e-05,-0.00011709945026079832,-7.475968297512808e-05,-7.283043175418226e-05,-5.9941323398768e-05,-7.314957374908092e-05
EGY,ssp126,gfdl-esm4,-0.1517883497407308,-0.06695687392780567,-0.024512439921465505,-0.035995883738372994,-0.0256454838893064,-0.027969653629071306,-0.023195454104731204,-0.018163401325853534,-0.017406670675710296,-0.014655535798267996,-0.013539242876466026,-0.012151970209615238,-0.01066977320105941,-0.009495353923507407,-0.009658785080510145,-0.00833341481005253,-0.007881024877461165
ERI,ssp126,gfdl-esm4,-0.4693712073269412,-0.17857977640333877,-0.2092716366070238,-0.16227641351175617,-0.25873972240530324,-0.21716630517550814,-0.1353102756660414,-0.21612992003193782,-0.11038203608492138,-0.14414682625763353,-0.10262813919163674,-0.08962476405602045,-0.0771813356227885,-0.032746083077604834,-0.05414553892046567,-0.04842581582649671,-0.055173573510567536
ESP,ssp126,gfdl-esm4,-0.01111850771186002,-0.026746378177520617,-0.04910856906403053,-0.026735580473322237,-0.023181105641246497,-0.020319132261251757,-0.008120087488322518,-0.018053733212473704,-0.018274196328257542,-0.017223174616811564,-0.016891810150976648,-0.020708857698107045,-0.017802625506253264,-0.018031335457822203,-0.006717197068014412,-0.010204979189565444,-0.011109091907933124
EST,ssp126,gfdl-esm4,-0.11700169748352374,-0.07252717981079312,-0.05175697995376473,-0.05489160344600794,-0.05868601591494745,-0.04508283411144751,-0.04649157387126275,-0.06279114609439383,-0.05605707583878884,-0.0492611067460782,-0.05906467624054318,-0.036264077752896286,-0.043049441692883036,-0.04270716107730138,-0.03319672400475447,-0.027134579055790562,-0.01701846447573046
ETH,ssp126,gfdl-esm4,-0.36389915579350146,-0.11905066090728246,-0.08928610463459559,-0.0790758228563357,-0.04805868082301438,-0.03654688030457109,-0.03256400315354534,-0.024130106245656282,-0.020024390665877717,-0.01595941780475129,-0.011067957498192501,-0.010376860199596077,-0.00860298980750863,-0.007494421202935572,-0.007643030157763048,-0.005207196290769754,-0.005949251006582389
FIN,ssp126,gfdl-esm4,-0.011265204588072631,-0.009036457592005356,-0.006422025198004927,-0.008458194215115778,-0.010004741860288484,-0.005520902053520368,-0.0084481426066071,-0.01535065959123502,-0.010231365100045887,-0.013556315066300286,-0.007604712178256743,-0.005639247876080315,-0.005761280114968223,-0.005219864404918741,-0.0036818267847138994,-0.006572959959816317,-0.005299056608549912
FRA,ssp126,gfdl-esm4,-0.02133396581109218,-0.018391763524770715,-0.05704798964073039,-0.04109576870402391,-0.06011154786798851,-0.01913965997003925,-0.023198082557147007,-0.01896821411888374,-0.02787369805604148,-0.024407923193332383,-0.033172771103812816,-0.020183354492757617,-0.016658542774423534,-0.01766570255305784,-0.010510754140099336,-0.013604445612302736,-0.012184103916019472
GBR,ssp126,gfdl-esm4,-0.005003446344491176,-0.004572562408199925,-0.011487556922000899,-0.007920737392359838,-0.014215913076737119,-0.006787622646743876,-0.012148476250234231,-0.011143064138228926,-0.008053146666852288,-0.009327913581664198,-0.010850703370542936,-0.004522903152694575,-0.004531673585143663,-0.005037921375007078,-0.003693130868277606,-0.0029983084819309403,-0.004104931800271847
GEO,ssp126,gfdl-esm4,-0.009236612789085786,-0.01741704715398756,-0.017024563880879376,-0.013259420758326989,-0.014657375486132425,-0.01692324719275739,-0.01548076316953558,-0.021076136935649536,-0.01348204351137277,-0.020243523751142203,-0.012730897015477985,-0.02166163369818497,-0.012969902537698426,-0.018221521074768408,-0.013637909192896275,-0.011090234891644141,-0.012364529745440198
GRC,ssp126,gfdl-esm4,-0.0286199007717363,-0.04091434825950977,-0.02791996776185912,-0.022640385583256328,-0.013628330347712232,-0.01915170811778845,-0.00892104378957607,-0.015551437370161781,-0.01914221183969248,-0.014811460884596074,-0.016513051555390266,-0.024866327008361583,-0.00804259101445762,-0.024532825549013572,-0.012113443415085941,-0.012071079420763986,-0.006188033109237255
HND,ssp126,gfdl-esm4,-0.0002000271050690166,-5.574297787392897e-05,-6.641287341228665e-05,-3.6880392057029344e-05,-2.7460281328889236e-05,-2.3478085048460063e-05,-2.6039705013167457e-05,-2.3279210085560234e-05,-1.682637339710132e-05,-9.724155074146306e-06,-7.300873982220618e-06,-6.9510036199241135e-06,-6.57319869407834e-06,-6.861998494105899e-06,-7.097490097065221e-06,-4.832509056829516e-06,-1.2471677788246121e-05
HRV,ssp126,gfdl-esm4,-0.05190539513862302,-0.5226188133346782,-0.5399765349091231,-0.3901449401460059,-0.3601283179041391,-0.2576140102248645,-0.25987255569890666,-0.35038536636624795,-0.291981975106371,-0.20665635706944396,-0.3878859644557647,-0.2856721381793005,-0.19822282150790219,-0.4082042076100595,-0.2155306531377793,-0.28667017794451893,-0.1574939052609204
HUN,ssp126,gfdl-esm4,-0.12383588514707304,-0.12003357749012353,-0.11307048151353487,-0.06819409920643531,-0.10026625584180027,-0.05663987715557115,-0.046492231749359784,-0.06514697442778526,-0.05844798907597796,-0.03919456843847806,-0.08588240973669703,-0.04793241807130082,-0.03450675523859108,-0.05543100596769945,-0.036366494023029196,-0.03992402040689001,-0.02438137797818483
IND,ssp126,gfdl-esm4,-0.17900736564882502,-0.1015852343936424,-0.06864716478683135,-0.05155547148842755,-0.04389376448923664,-0.0586660992931563,-0.030242291318656845,-0.033206315188717646,-0.0348572096859501,-0.023731860683377355,-0.01817740629895595,-0.016670146192958684,-0.015518658723126692,-0.012366559930005147,-0.022857181169479313,-0.011462091873112383,-0.0131934032287705
IRL,ssp126,gfdl-esm4,-0.0009763076149495069,-0.0010913527221817713,-0.0023080368238651747,-0.0024467234689747107,-0.003292025301097378,-0.0028968971419513563,-0.002551518620127111,-0.0024411984019271312,-0.00411839665778269,-0.0034247883526852684,-0.0031386765074864304,-0.0022606549252255945,-0.0027074996100451575,-0.0030077018907806253,-0.0020536063138915876,-0.002130688874366378,-0.0034040310445294093
IRN,ssp126,gfdl-esm4,-0.0400470194249334,-0.01720683004262978,-0.006144680323365724,-0.014199399140217802,-0.007817752437909749,-0.005352600506052444,-0.010261587900490223,-0.00804501585955488,-0.0052986645615734455,-0.010960292205054114,-0.009136251843788286,-0.005819609398874814,-0.0037637178294888463,-0.004124633786543009,-0.003497372046913484,-0.003696882512601775,-0.0044214866561047205
