country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
AFG,ssp126,gfdl-esm4,-7.093248907517311,-12.439715144462195,-16.76463218955315,-10.860772107307643,-15.453388870551917,-11.583263384596611,-11.719633982235441,-25.01023159408239,-18.698021751936135,-17.904678109693204,1.8386676901939678,-24.417402461184206,-9.741062892231538,-4.0480408733941005,-5.463862499456733,-16.344853286191665,-6.007065824986178,-2.8372096237194855,-14.841611217795696,-19.319119811175195,-4.140500605831941,-5.213300903293967,-0.8864029036186,-5.8220206710454185,-17.77898285941527,-6.036312630493212,-18.59003272812161,-7.504241726605358,-9.275839486496336,-6.860491311948579,-31.189996295775508,-11.683567772134792,-9.936352352135948,-26.039082284231014,-27.48962993046492,-11.201557641914215,-5.922137945309386,-19.03224765739355,-11.267252960664363,-7.400226144097609,-17.440145439260323,-4.623431370520381,-23.24176606854569,-12.23632013206196,-19.277208249382706,-30.52012250545883,-12.291036079598184,-9.381572797260281,-11.762917761870602,-4.47014761196401,-22.94921260150669
ALB,ssp126,gfdl-esm4,-9.992611992912508,-10.30868453899971,-9.78860151963681,-16.73020370078561,-16.99245945838302,-22.957405372408083,-7.278621263386638,-3.52938010363646,-8.524422127510952,-2.70977032758483,-20.867531322062366,-13.811270018254934,-12.494565048843493,-8.155556671677857,-5.077096244585679,-14.702479464824572,-3.13093057906582,-3.370971598999221,0.6486923592633004,-8.051341819594665,-8.739890604705735,-9.910363035632002,-8.833538345361035,-9.5212135080402,-14.671206772032765,-8.082202056013738,-3.698353577919756,-25.301982141586464,-5.241984011095001,-8.468646600996486,2.3523627764563892,0.028233025411315782,-11.997245429667077,-13.365031057896934,-10.980834362082513,-8.95701335182818,-5.64892254272671,-16.390190688061175,-4.643383829092446,-11.558423342105236,-7.647900387215256,-17.370697942066503,-14.192139567060257,-20.203468275533613,-16.350336647283847,-7.402118006288325,-8.700755509351872,-14.228205844019698,-24.661311371719062,-22.40538549375563,-13.289602684185846
ARG,ssp126,gfdl-esm4,-3.032665763349512,1.4911093321206559,-0.4490700243263043,3.879367973476144,-10.893972516195554,4.778276930300769,4.852455633879324,3.5567567591356206,1.285057047510078,1.776518688729116,-2.97823958124937,-2.07010364324965,1.7454411719947838,-1.3699085688822983,-1.1440022428161545,-8.514442412957544,-4.061792017649323,-3.6540850082821863,-7.10885781901334,-0.18529598272466882,-15.441520620050401,-5.353056106039195,-7.728782323003664,-4.947446538888277,-2.324755949441954,-5.9002017146101196,-6.234571845282695,-1.5242284604009884,-14.258483050910785,-4.603238555714513,-3.3468598280440434,-0.7975044644430453,-9.07935290702315,-5.395774842579896,-2.6907301891101194,-3.2001714334172164,-15.515904071633779,-6.307033762444081,-6.462196757532122,-10.040147564473047,-2.643311868760431,0.0906487935677738,1.3077000639841219,-2.3845289510378396,-2.1714177263519376,-0.272669767288961,-9.664915482801945,-2.6569984023486377,-3.0269786340071603,-1.5784347666746696,3.934626908449183
ARM,ssp126,gfdl-esm4,-3.4543145879585664,-9.570785114741781,-2.6168547171038354,-6.146977795798121,1.1021648158312773,-6.0579882543221375,-4.891567457593617,-12.00053507088094,-10.360957170387739,1.1322203478366992,-2.169378432277437,-4.774299136664222,-15.155889909155844,-2.2150149891228503,-9.29701690293421,-12.0093053614646,-11.659941078497017,-7.307024915387446,-6.9199320455759405,-12.712835365604327,-8.131001419835762,2.2519339194818877,-9.912785172514898,0.38987288649169716,-11.311931838703886,-5.0052041851772096,0.5485492753624417,-2.8744270565544836,-7.396599129817803,-5.896849512077313,-13.546339931487204,-11.152437385168287,-6.927753414930253,-24.373695049116805,-22.12059656365559,-13.807207052915235,-17.680553788140852,-13.823922654872632,-10.199828375290894,-1.6892120887767794,-2.7069186517437704,-8.439841001871969,-1.9139332172204915,-12.060879536279458,-19.79865926942048,-20.76990271911182,-0.7580600656505786,-0.38918014326826267,6.724717395655025,-0.9220837793106276,-11.485385294068086
AUS,ssp126,gfdl-esm4,-5.683091303654186,-8.627188032526975,-0.5846806262183508,3.0335276037679373,1.7398598700298935,-5.008783962869359,-5.1976023147983845,-2.7685265648048136,0.7584166065422385,-5.257247378123838,-8.61177024924065,-2.927827806011442,-2.2205527417246333,-6.294151746016502,-3.855656889622927,1.2301024377432777,-8.275748896455147,-9.886461849243966,-2.6111991445192086,-11.369495068031132,-2.9653956482026045,-7.616234674007627,-7.129723079455116,-4.548047935736969,-3.7716218709821066,-16.516657965419896,-11.316740415789083,-6.020666814423043,-7.086504189687281,-11.369028389006733,-8.324800365403497,-6.594434686003646,-5.672138636769375,-5.04807080134055,-8.18800028331422,-13.891091776822268,-12.148552907355139,-7.922265311931129,1.0320290559793746,-9.034230024556573,-14.732827257184184,-13.752956163429513,-9.9171665374203,-5.540465976574137,-4.912925391381794,-14.33704001486369,-13.375410909343062,-6.711129672936095,-9.108532723645174,-11.13847177554545,-7.591337728592458
AUT,ssp126,gfdl-esm4,-9.13262430746033,0.06802608797988194,-5.16578641580341,-10.053163123849483,-12.626416232772698,-7.723031775596789,-3.9545212284617355,4.531977843384369,-5.531467347230688,-5.615053625143476,-19.001518881656093,-7.234922455149171,-9.976548529528504,-12.174514116429092,-1.697899428057258,-12.801099647399155,-2.2864666901454815,-6.312055762491604,-3.7892373195876567,-1.0075021302633562,-12.798979856689947,-12.836926403132248,-11.88495207378249,-7.4154697759928245,-7.061391307882478,-5.497440534834659,-8.197904459408425,-10.008337723530522,-13.893436704157478,-11.22516773169859,0.4352989688604375,2.2107628777035937,-10.527457356068435,-5.764272302558007,0.5256063075527998,-5.456255950542058,-2.0614580035451335,-11.092928849523176,-1.766215089341876,-18.273136149786882,-7.275741742091174,-13.082398895711922,-11.44969217039391,-11.26460219231954,-10.786583411192604,-3.2473123958488324,-10.846169120543045,-6.808475990974622,-12.40052361978712,-11.940150636046173,-15.563530282995952
AZE,ssp126,gfdl-esm4,-5.4538598831392,-13.478683146547503,-3.587895642324055,-14.749324734146814,0.3589805640044803,-14.57881042997934,-14.121064117337884,-16.67107125768886,-15.024354143883295,-1.8748022985225403,-4.290528382799885,-5.9994565574147325,-16.287617709173347,-6.715070980255414,-15.791720238553593,-20.023363527937086,-16.102971741322186,-5.142324143429075,-11.676590251439015,-24.610925931878693,-8.669221047532993,1.9748053053303953,-7.950068640653482,-1.2622494555720225,-21.259045908137352,-9.121719190546019,6.117401231645508,-5.946027100843798,-9.907681103923014,-12.502320040608296,-18.457251561293734,-13.83566902443856,-16.979335849288972,-30.008264026694594,-29.170021102512568,-16.09341452292257,-24.74421923305731,-19.94142915757244,-14.77794487348398,-3.010234831115698,-3.461754539192241,-13.503939440862187,-3.9976079909970497,-19.163940466621312,-25.07037485934729,-26.353832470901178,-5.159114085401971,-3.918578992031213,5.909448289851159,-0.39895314424527306,-11.551723325668354
BDI,ssp126,gfdl-esm4,-11.885773333573834,-8.822473351376681,-15.695180490143457,-2.7283596386361686,-16.43317151890561,-7.534419792355673,-11.359645775246962,-8.649281063889802,-3.525964656239444,-3.5563135131154833,-3.9856844132458935,-3.1040394328225362,-9.760358209138042,-6.942585217859165,-4.360263516362295,-10.509595033480679,-13.924500842048182,-11.432819735225275,-5.138046565057897,-7.859406690388193,-1.1339326160275887,-1.220808360835901,-10.091518370986696,-8.467690450476384,-5.754474287055644,-6.070879189529011,-8.2805038526239,-7.472681337843112,-17.001807496843767,-13.40218459903333,-6.6655915733143,-6.095255127195931,-6.499804033898526,-4.676318904831578,-7.155787493810983,-8.02150878248975,-2.2356488293778454,-12.76704684851807,-2.797423923962228,-13.08038972233313,-8.971828685429461,-8.66638640651468,-5.561436640365825,-8.205633809270408,-4.119560405294753,-22.45410654881509,-5.575210461442703,-4.242685617893327,-6.219591003350544,-7.405830080480724,-9.769724985503181
BEL,ssp126,gfdl-esm4,-3.419347250305165,1.562023761502612,1.5703576784479154,-8.394448296795487,-18.23210014214402,6.062229436062174,-2.298654356844884,-4.2989735105548155,-1.4594568940288744,-4.219783890255403,-9.803491064567226,-0.1615654286594776,-2.6748349316698734,-4.544656607689657,-3.4110966150713256,-7.568478942796613,1.1871018320628133,-4.811649552760216,-0.4921964854360309,-5.142189386710414,-19.03614102859677,-25.63783155047071,-7.523049714404505,-2.0650549880981117,-5.1465948529213765,1.2950910066196684,-13.502589651432125,-8.784708834474259,-14.091618548142513,-4.874124338698202,-3.92869069194919,-8.296090523634357,-3.519472455458102,1.5292068286316427,2.962791169604765,-1.530975951935025,-5.435953926216196,-7.343798260214898,-4.859225318801393,-18.23152272998422,-8.823047878723191,-10.115782820130967,-11.364465452609917,-4.551616344006787,-7.932969241185688,-8.488179977393328,-14.360186186366386,-14.587719396836793,-5.754872851948944,-3.744614687407066,-10.943365387625438
BGD,ssp126,gfdl-esm4,-6.961293301767158,-4.185048630075273,-2.414708245469674,-1.4693646942837861,-5.219006618676141,-12.34411597776238,-5.982228470104681,-5.797480589904111,-2.3162066487265847,-3.841600074042949,-9.802055943436836,-0.3829944016219886,-3.4080393226509123,-12.502946730625949,-6.454210287361127,-0.03433376370043313,-0.5780226052989238,-8.613083718913282,-1.2950248557402497,-9.434409509437154,-10.05961960996792,-12.445727565283136,-7.653804666619707,-1.2001836478610481,-2.6839231231238125,2.239369850045756,-5.903272687852401,-4.362438701296485,-5.010129023068356,-10.521987224771685,-2.835456379204531,-1.7597494343980353,-7.033881045688487,6.872951457278831,-6.466507397661418,-0.0959935798140165,-2.8007253983819886,-0.4583309779114519,-4.265356756790305,-8.032171667440021,-6.044807992025496,-4.94235024761707,-7.396081927255578,-2.6756488747827363,-0.34604320896378604,-6.590107694657641,-2.9918542749974066,-12.25747122896747,-23.78070344399663,-2.7419667187808505,-2.0710306928633404
BGR,ssp126,gfdl-esm4,-14.524278033445711,-12.001202341702616,-10.030162196108373,-18.12681488368064,-13.773481586182212,-27.9029264598549,-13.107166058795693,-9.094885533993816,-11.127022691772243,-7.013342784790476,-21.603975629995865,-18.666379729713558,-2.3917130448800217,-13.779779971294136,-7.828492102677711,-14.367808713469962,-4.286183047145408,-8.362170202123542,-0.2672031176737836,-13.53090143250438,-9.179608924045258,-7.393132101781665,-13.448403602798075,-4.200210489918364,-9.375987399094821,-20.357566471639277,-7.379670976087764,-27.38813338070835,3.2445552868702405,-14.114354900795387,1.0105893114605926,5.800794393223338,-15.565776142037382,-12.674349768465552,-9.825148687693273,-10.971122538493802,-9.781683389862328,-19.056640785524095,-13.86770159327982,-24.95282259787908,-16.90447796523457,-4.560020410082533,-17.74883066874302,-22.136193942239444,-22.87484743228418,-4.071912880180219,-12.211521344572754,-17.74463766991486,-26.623186082269296,-30.274915743097317,-18.13842563533221
BIH,ssp126,gfdl-esm4,-11.039273435273657,-4.950712263495447,-7.886914213982891,-9.853264746620095,-14.883132109086285,-19.74809061639678,-5.8781177437535375,4.580023858030504,-7.269094559801124,-5.549101716837134,-23.224230186236113,-9.378914468308917,-10.458217189158661,-4.981355535334549,-6.3564104153663665,-12.82338421255987,-4.675876579509704,-3.040744099573989,-1.6746150321697426,-4.907835506183436,-12.1876094125648,-5.9996054786414,-8.957619186149802,-14.458878729358254,-7.13467598393917,-5.084157862352824,1.7002937782273593,-16.623213882424835,-4.607766886476383,-7.425887737767728,4.674246297486481,5.3439113732896635,-11.27208450544386,-10.624063878629492,-4.749608016218538,-11.005613182382252,0.3042015377887939,-13.815687200232256,-2.386927036782226,-14.673337818694383,-5.949168586205712,-13.539131544657973,-8.40865373099357,-19.88605032816809,-9.551778620866909,0.3269916392318235,-8.703201891197281,-7.88568279144256,-20.471894891653776,-23.151614046515434,-13.921021604778321
BLR,ssp126,gfdl-esm4,-9.961468477722674,-3.4361534732828645,-11.268494549801776,-9.466012682713357,-10.446652804847096,-9.698888555676772,-1.826535810114339,2.3403045106566562,0.9698501694542173,-2.2457981460404897,-3.0393706785008074,-0.6066654893218633,-6.912683016831156,-10.455800560041105,-8.571575376910681,-4.638295687752647,4.568223023437388,-9.611326644947066,-11.433136890182709,-1.3513567743880126,-6.7880209048822335,-13.45098285614558,-4.5531815021013164,-6.011480701283521,-7.993694534009213,-8.07601470354989,-12.954425460780813,-12.15214351984642,-6.227287202840159,-34.402136940152104,-5.914693439078115,2.572502070585592,-19.143212690814376,-4.6766831113577885,6.044959475536769,-8.015124076519857,-7.828544696899826,0.24716354741035954,-3.5753497452208407,-15.272806022675033,-8.259227344822298,-3.241009143389713,-1.583851445184004,-3.337404527680389,-4.726724164213779,-0.8698820980461915,-13.909489266223261,-5.209378615423592,-5.902634644582254,-6.983211916104073,-12.188847207575016
BOL,ssp126,gfdl-esm4,-2.8155981809122244,-10.958030487431202,-2.6390116991522268,2.4380588188628805,-9.565185163875835,-0.16782604377096066,-14.571445757141358,-0.31710604673855425,-0.6855673014995994,-7.800286605315662,-4.199300322293121,-11.83884718017899,-14.079198571993985,-5.192223183179807,-20.844650730868224,-14.484271788929332,-1.7485239296255926,-12.35893347227167,-9.241654357294419,-2.4497508304862183,1.0212140498465687,-4.904353080393636,-5.004402713790544,-10.423092572557877,-3.250228508765168,-6.033766950535308,-20.505537904451042,-9.573505268216223,-6.271270845901708,-14.942531866483742,-15.789846708778333,-12.190600877361046,-14.836026466191484,-5.738637145211392,-12.23468195046126,-12.882964219017419,-16.31629640131267,-12.865683654461721,-1.1489017245495117,-13.376959307145778,-11.834926279450537,-18.29511466386031,-19.08384583269998,-10.930598337215173,-6.972866536472285,-1.446504504505234,-16.883537679777376,-14.408398640399717,-6.476377181706031,-12.170594808771918,-6.619909956813947
BRA,ssp126,gfdl-esm4,-8.099824074133338,-0.5959336988705133,-6.033031485732016,5.293073914057395,-13.273215205135118,1.2370954975106343,-8.950668899880254,-3.5015011083464973,-3.631789541665191,-6.470697696807095,-3.232331958689618,-8.334183580203327,-16.264014104483717,-5.893865466526996,-10.360495915880621,-15.851978082733291,-12.789834162549614,-1.3092116458804037,-9.528101168802504,-9.232524518905455,-5.316214811229623,-8.501670108249353,-6.004688495229339,-3.268682888555438,-3.881004023003618,-9.832656579529608,-12.584914554589506,-4.820446243625264,-14.211593754686923,-7.166216478127477,-11.856862183130353,-14.69719002831002,-15.186654332257799,-9.591783130080616,-11.567481998220321,-7.310277196283512,-15.183300435998957,-5.727689240044185,-13.253449164488684,-14.307131164572976,-4.783941135218835,-12.110534832018956,-15.596120039216135,-6.884240852742867,-11.136119847799984,-2.6807507321524637,-12.112495015802393,-3.141147115151409,-7.387249529476492,-1.884476147715335,-1.3135216654268442
BTN,ssp126,gfdl-esm4,-7.450114810930796,-5.0139251932997695,-6.172879782438402,-3.9760730468275547,1.1491331312820696,4.0975721298130265,-6.179312971303835,-2.5174172604907437,-3.8057388602278337,6.997233770573806,-3.499070000051845,-1.4889542574505188,-2.302883799006461,-7.541631724375188,-6.699266950713838,-5.867595695488104,-4.930996732136543,-5.066474225187269,-2.8715118158991815,-4.0122023838897265,1.0224653191203663,-3.392853930023859,-1.8471298497843378,-2.535320439428001,-1.1445220569739678,-5.2676393441595595,1.4370871298071024,-1.3057279773020585,-2.5426269741732748,-3.4332259911771144,-0.8380077230140272,-1.0512808480912446,-2.789181242803981,0.20271809121153167,-1.4694501453091906,-1.384461703459272,-1.670166356609617,-6.388718626749332,0.7006793685141411,-2.2481324774986966,-1.8088032215506615,-2.4089075468314625,-3.3101690200380953,-0.5112419706908605,-3.7385369220427904,-2.4976204940761546,-2.435819979562915,-7.34272790415408,-7.285644855282906,-5.331614100021512,-2.9403689793591314
