country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
AFG,ssp126,gfdl-esm4,-367784.3316488687,-499779.2132929904,-638728.50482183,-413792.8378550458,-588770.4457881713,-441319.5839280771,-446515.27131009946,-952883.8838045356,-712390.1879686007,-682163.98361826,70052.80231281376,-930297.2346380338,-371132.1826915847,-154229.3958666078,-208171.8635619579,-622735.0283012469,-228867.78125383996,-108097.01282642676,-565461.8625153517,-736053.8765148197,-157752.08971330308,-198625.5262565356,-33771.74010717905,-221817.60483692106,-677375.0244352926,-229982.07759754162,-708275.8318086605,-285909.82752625406,-353407.28142363235,-261383.08961855425,-1188331.4512449265,-445141.15727098973,-378572.66473269596,-992082.8507471591,-1047348.3715636049,-426776.6857869916,-225632.04920852557,-725124.1155878757,-429279.66182873404,-281946.8585364097,-664465.3992012765,-176151.63715187603,-885505.7672921495,-466200.8909055293,-734457.0559645217,-1162809.4189288863,-468285.55551162193,-357435.6954520773,-448164.37303430145,-170311.56235577096,-874359.549679412
ALB,ssp126,gfdl-esm4,-23325.727854515677,-23212.072914152744,-22821.861335212976,-39006.02023723638,-39617.46248690223,-53524.57355367044,-16969.90983352501,-8228.654845420602,-19874.461062349423,-6317.756682847397,-48652.088379014014,-32200.60481443456,-29130.74256996466,-19014.46116680915,-11837.113426981552,-34278.435684292956,-7299.680488808925,-7859.329674721073,1512.4087994204601,-18771.487040368193,-20376.82002535186,-23105.74503692798,-20595.15721553207,-22198.453373297845,-34205.524241627565,-18843.43685208697,-8622.611958874091,-58990.89127113086,-12221.544822579763,-19744.42192147132,5484.470584149003,65.82453987099252,-27971.255245308887,-31160.210672816895,-25601.52016134856,-20883.03587422552,-13170.311070978298,-38213.28903727913,-10825.924588015096,-26948.153343257345,-17830.874184877863,-40499.31534493807,-33088.591930081566,-47103.84323538284,-38120.370412443546,-17257.839170131338,-20285.577602446556,-33172.679485387045,-57497.18459177464,-52237.554044334574,-30984.351446948756
ARG,ssp126,gfdl-esm4,-599769.5477465222,263099.15096557164,-99470.0138464725,859288.6746696868,-2413039.255191252,1058399.017240878,1074829.7658376957,787829.5698104373,284643.0075155814,393502.8592289221,-659686.7221975357,-458532.5826781409,386619.1198287795,-303437.809102374,-253399.05308538984,-1885968.020204529,-899696.0080851334,-809387.9944788074,-1574627.8918319729,-41043.47422201994,-3420331.3218050273,-1185713.889025377,-1711942.554702632,-1095870.4635567307,-514938.6375266808,-1306907.8639343781,-1380971.5950367695,-337620.0099054194,-3158285.856713578,-1019627.6261423982,-741336.9305537129,-176649.02091779796,-2011096.9569466824,-1195176.1846252272,-596002.7493917673,-708845.1233649857,-3436807.4225424286,-1397022.0716059818,-1431391.0217335746,-2223915.120491517,-585499.4854768891,20078.910332257346,289658.4862609685,-528178.4909444358,-480973.87847414915,-60396.962741916606,-2140800.3759359,-588531.0832495783,-670482.5312920181,-349626.8278703863,871528.6522436867
ARM,ssp126,gfdl-esm4,-4558.002697226242,-9299.197165962898,-3627.239319849013,-8520.365847376559,1527.7178097842122,-8397.016865949627,-6780.23342370115,-16634.019605223355,-14361.390028291267,1569.3779779076078,-3006.989535092673,-6617.687042403171,-21007.677440585874,-3070.246662945537,-12886.655513281894,-16646.176161964406,-16161.92006022202,-10128.314694345365,-9591.762753331446,-17621.343670129856,-11270.433878888573,3121.4202321046514,-13740.175911162596,540.4053401905392,-15679.542192624749,-6937.746029875313,760.3477134074238,-3984.262012493902,-10252.474094751804,-8173.661408727944,-18776.66976251227,-15458.465894662579,-9602.604004193254,-33784.53701473015,-30661.502570157692,-19138.259373855617,-24507.130440938887,-19161.4289782966,-14138.048358876003,-2341.427847686011,-3752.0775246186836,-11698.518429462043,-2652.9152633855697,-16717.663460649546,-27443.050205635678,-28789.297059479053,-1050.7519805983934,-539.4451243091694,9321.174459156915,-1278.1063154366075,-15919.967153685258
AUS,ssp126,gfdl-esm4,-822919.6015569763,-2754044.8192365346,-211872.66810521108,1099269.5128931704,630478.8225610774,-1815049.7461145667,-1883472.4819065533,-1003240.202774039,274829.9546073805,-1905086.2623866824,-3120675.9006485236,-1060966.7247305159,-804669.1013186395,-2280832.7556753475,-1397187.243549219,445756.32206780405,-2998910.722596602,-3582590.1461243844,-946228.9408863011,-4120001.8387015755,-1074580.308973043,-2759920.35469769,-2583621.5259359754,-1648091.2956659643,-1366735.1936346174,-5985196.420734193,-4100884.959461402,-2181729.1090947306,-2567960.15274001,-4119832.726667391,-3016685.6669585956,-2389647.2859139354,-2055431.7912120745,-1829286.2487709778,-2967112.9650602387,-5033761.2461791495,-4402311.625659038,-2870817.6974028302,373979.81025421136,-3273764.058096528,-5338783.738914352,-4983704.583349102,-3593716.706361783,-2007717.1302825408,-1780313.1559299626,-5195360.996185862,-4846892.250723798,-2431934.4374410794,-3300689.3749231566,-4036285.157870231,-2750898.3655702244
AUT,ssp126,gfdl-esm4,-150939.18047300592,1052.770250526369,-88466.1355424766,-172164.39472300117,-216232.37198638087,-132259.97377062292,-67722.7401296435,77611.91305583394,-94728.5661272907,-96160.01419659186,-325408.5263291087,-123900.90860095901,-170852.33949265003,-208493.36950767157,-29077.199258662327,-219223.89455264306,-39156.646412046655,-108096.4514769639,-64892.18781708327,-17253.872468002537,-219187.59229832832,-219837.44191477072,-203534.50499976936,-126992.85288048291,-120929.11906897754,-94145.84350672389,-140392.3563025411,-171396.7420131966,-237930.5986907821,-192235.4371836796,7454.667011183157,37860.18868160743,-180286.87104260546,-98715.44306628699,9001.215904648461,-93440.5412113863,-35303.28365857998,-189970.79402330297,-30247.131978371766,-312934.68395591027,-124599.9550346852,-224041.25543947789,-196080.50700024294,-192910.76791893123,-184724.50722614414,-55611.50915591006,-185744.9360661102,-116597.84423386437,-212363.87164395652,-204479.80221067026,-266531.6117838032
AZE,ssp126,gfdl-esm4,-99187.8816246493,-247626.2046723232,-60664.53758308505,-249383.21898353632,6069.683203645408,-246500.14421079267,-238760.51877152853,-281876.322413675,-254033.44675677363,-31699.365265234926,-72544.72991334242,-101439.47708847553,-275392.8472727373,-113539.16514442353,-267008.1578216578,-338557.2520424503,-272270.8327625783,-86946.98713739323,-197429.08344231296,-416124.26613999344,-146580.1512870862,33390.22719927573,-134420.6426044845,-21342.253836339856,-359450.3068208937,-154231.04009200944,103433.69872585931,-100536.08590898968,-167520.1713227181,-211390.6143290043,-312077.2571565862,-233935.0268773428,-287088.4943291731,-507383.0574602129,-493209.9530984438,-272109.23825354245,-418378.00406468014,-337171.89661803417,-249867.1314747391,-50897.384498017804,-58531.72981648153,-228326.10627416312,-67591.9994303943,-324026.0315721722,-423892.67957965314,-445593.5232702944,-87230.87333904784,-66255.7683479286,99917.60731445339,-6745.544025154618,-195317.8196078966
BDI,ssp126,gfdl-esm4,-1025.7942032884362,-782.8378580978534,-1443.3873722871815,-250.91013460715345,-1511.2557814746685,-692.8933625596927,-1044.6754196897439,-795.4201657522367,-324.2608686878764,-327.0518628281308,-366.53841321632257,-285.4590505175237,-897.5989665691709,-638.4660463623618,-400.9861054681197,-966.5015810875483,-1280.5490636718935,-1051.4047701345683,-472.51393731250494,-722.7803705538666,-104.28067520642009,-112.2700929192721,-928.053690942497,-778.7204152465695,-529.2029311356763,-558.3007067902232,-761.5060371276719,-687.2156638748055,-1563.5496681553311,-1232.5149126800286,-612.9926770697347,-560.5424089890726,-597.7462362259629,-430.0517385104647,-658.072923329785,-737.6878839085336,-205.59860979101796,-1174.1052748085606,-257.2615440336507,-1202.9214548801983,-825.0828487767473,-796.9932368971592,-511.45046872958306,-754.620708525883,-378.8501490703381,-2064.963436954676,-512.7171607197131,-390.1732031241964,-571.9768001817406,-681.0677727588678,-898.4603702805183
BEL,ssp126,gfdl-esm4,-59547.47957410157,25448.139854497073,29081.077024148428,-155454.77367654233,-337635.88755761506,112264.97223385994,-42568.22844931094,-79611.65886028105,-27027.332009244434,-78145.16528429752,-181548.49857900463,-2991.991404104605,-49534.62624620419,-84161.40518200518,-63169.27968776213,-140158.84540944337,21983.65397101562,-89105.78346413978,-9114.868606321212,-95226.97133272493,-352525.7277961824,-474780.8504291083,-139317.55243004757,-38242.257793993995,-95308.55510435007,23983.47958155169,-250051.2176734588,-162681.9149268969,-260959.3024682644,-90262.73903347571,-72754.48019558862,-153633.3096773026,-65176.265870018186,28319.014310958795,54867.21871854159,-28351.776280895305,-100667.1263480936,-135998.03776308917,-89986.82765917551,-337625.1946003836,-163391.9064875058,-187331.7546627599,-210455.80869975305,-84290.29086880379,-146908.75378221867,-157190.56817767967,-265932.84211504186,-270146.4750408741,-106573.10940595296,-69345.62083835107,-202657.5576434771
BGD,ssp126,gfdl-esm4,-71631.05635890515,-45423.00388112498,-26220.015309810886,-15955.039227657413,-56670.37982763675,-134038.10192400968,-64957.79453572135,-62951.71688373078,-25150.439563138323,-41713.864581592476,-106435.2421816271,-4158.729773230701,-37006.06207147135,-135762.7594595794,-70082.79069110959,-372.8118341243685,-6276.435916756758,-93524.83365155484,-14061.976890086127,-102443.16771625249,-109231.98720967186,-135141.4473842519,-83108.5394741081,-13032.147333136923,-29143.274559438116,24316.110181297692,-64100.45625341048,-47369.37050291854,-54402.29060195585,-114252.58792268157,-30788.692510793615,-19108.170603183124,-76377.12301324766,74629.67535375536,-70216.318383718,-1042.3425426608856,-30411.56751004029,-4976.769048743362,-46315.209994694014,-87217.02279620245,-65637.31183389717,-53666.3174120903,-80310.06715990954,-29053.428956522228,-3757.496688848121,-71558.42738823991,-32486.932962742612,-133097.27329836536,-258221.8408992031,-29773.538679179834,-22488.20600825956
