country,date,spei,spei2,spei3
AFG,1971,-0.21973583022721577,0.7570572615204433,-0.09574062607036186
AFG,1972,1.9975559838090207,4.882018765451322,12.920940007960255
AFG,1973,-0.26077544450796475,0.39503519003098053,-0.2578505440828724
AFG,1974,1.0286222237459652,1.85966228027503,3.5208617401174416
AFG,1975,0.206343310636353,0.5201510836918367,0.22024003896840388
AFG,1976,0.21692026741185377,0.5570848924827815,0.2776299426333009
AFG,1977,-0.027849850078925036,0.7743227310595375,0.4246964945036184
AFG,1978,0.25935278740818196,0.8476877269578149,0.9647667323146571
AFG,1979,0.34758429586831363,0.6880726899061705,0.5712479322174212
AFG,1980,-0.37628332479840276,0.5287182712917191,-0.21582009688546883
AFG,1981,0.5574888510323398,0.6991925483594981,0.9484159950397213
AFG,1982,0.33554855298771574,0.5491559724085893,0.6399855998123068
AFG,1983,-0.8070013977666777,1.2978522943044575,-1.8822373734197069
AFG,1984,-0.8790316925688683,1.2871659445412926,-2.2234860235715916
AFG,1985,-0.6056318683905737,0.6853285793994998,-0.6173503838435498
AFG,1986,0.10711039052475557,0.26183591807724416,0.20755699298400004
AFG,1987,-0.012377797680364976,0.6477110149309488,0.31470179267945936
AFG,1988,-0.762333843141404,1.0493099130691332,-1.343492496700426
AFG,1989,0.4462246759177246,0.7351222580671165,1.2438045967503906
AFG,1990,-0.8140430963137696,0.9057451131642439,-1.0929782590440094
AFG,1991,0.40685238088048126,0.882289965289622,1.1460116594893015
AFG,1992,1.4544221320764275,2.5704611340554426,5.146585373674647
AFG,1993,0.47657093811916323,0.7587957349197094,1.0552146840807675
AFG,1994,0.3537079919292634,1.1353711296475328,1.9810424317117254
AFG,1995,0.06316174619756507,0.9966446036902307,1.7420208969912439
AFG,1996,0.633289054392168,0.9610786081434136,1.9155471948230391
AFG,1997,0.47868479659117863,1.7531464897416675,3.1426073723257377
AFG,1998,0.20734452095894254,0.7225632388068647,0.9992638662448013
AFG,1999,-0.9958662823453881,1.2075348944850348,-1.5715283012660604
AFG,2000,-0.6876440852273575,1.0734052678188957,-1.705496727493015
AFG,2001,-0.735380270521192,1.9901792727869365,-2.3267774507854617
AFG,2002,-0.7562825502732282,0.98849537141162,-1.1831844735626524
AFG,2003,-0.07048101013138315,0.41895832384409876,-0.09819637573658442
AFG,2004,-0.09317052082916324,1.3548521305569194,1.8490134654246013
AFG,2005,-0.3382968131520625,1.1044916340793107,0.02135409447931279
AFG,2006,-0.8129663439921848,3.4074944273988352,-0.20213322883122942
