country,date,spei,spei2,spei3
AFG,1971,0.0,0.0,0.0
AFG,1972,3.016232931923214,9.104576041165643,27.50291017878778
AFG,1973,1.3830002283968776,2.0654711208252987,3.2635978858754586
AFG,1974,1.044264550677361,1.1396867333515723,1.2950674793760393
AFG,1975,0.9542898127135068,0.933485062376513,0.9322260774829559
AFG,1976,1.9229657758527288,3.69837171353093,7.114046397774917
AFG,1977,-0.35378375166729886,-0.15646218230262574,-0.07170726633114238
AFG,1978,0.8524022385219293,0.7718348243925813,0.7286624226710048
AFG,1979,0.940915183204962,0.8936094993134324,0.856420607645283
AFG,1980,-0.2580114735981458,-0.07021022535632943,-0.019979551500395258
AFG,1981,0.2296235505287526,0.06147950481805582,0.017298548246477675
AFG,1982,1.173783356690492,1.3807963663272544,1.6277042015471608
AFG,1983,1.0731150879710083,1.2573556887191797,1.5704940401266476
AFG,1984,-1.4342437617331396,-2.0711974126755637,-3.012024430541212
AFG,1985,-1.2056163296649773,-1.4840724197293755,-1.858823960951144
AFG,1986,0.6615145107764167,0.45600330584364457,0.32456189658082646
AFG,1987,-0.17299481496246527,-0.042226504657535406,-0.012722856960507678
AFG,1988,-0.2187300485073445,-0.07363844542421641,-0.0265681921247452
AFG,1989,-0.5837370387489305,-0.34185163850709266,-0.2008656876732108
AFG,1990,-0.7005232222349722,-0.4940680339454656,-0.350595870475092
AFG,1991,0.446789979292033,0.21030943045405798,0.10344158172942211
AFG,1992,1.6631980638645905,2.7778871482743677,4.6595818891230385
AFG,1993,0.8730200966311292,0.7642628433523133,0.6709066722191649
AFG,1994,-0.26710094336395596,-0.10656342680256745,-0.05176368703741126
AFG,1995,-0.12213469505420982,-0.02177850472986008,-0.004117180989014844
AFG,1996,0.21397723189736673,0.08778119377080103,0.041160471821760886
AFG,1997,-0.4509164024267908,-0.2558394571230578,-0.16470906451979067
AFG,1998,0.7910565031546235,0.629868466237822,0.5046436100672946
AFG,1999,-0.6610177819211174,-0.4412882084399969,-0.29741010820367364
AFG,2000,-2.2302054345692897,-4.997982124196084,-11.25648789517166
AFG,2001,-1.7815853734332692,-3.1832873988163177,-5.703679815192987
AFG,2002,-0.9354810043853168,-0.8811967126538598,-0.8357407875759193
AFG,2003,-0.3996786455065946,-0.16547590980218302,-0.07082041603515431
AFG,2004,-1.065144711809637,-1.1499077788876586,-1.2581300442363172
AFG,2005,-0.3162909698837779,-0.10682195597243678,-0.03831287888020591
AFG,2006,-1.9209863312953823,-3.70067396587397,-7.149875937182084
AFG,2007,-0.30670567338642907,-0.10455124470836162,-0.03792200551213546
AFG,2008,-2.0668463634655905,-4.299263731619716,-8.998889650722914
AFG,2009,-0.3397773118905967,-0.1547221612768478,-0.08708935846337491
AFG,2010,-0.6520488061632443,-0.4501597018527957,-0.3234267412677516
