country,date,spei,spei2,spei3
AFG,1971,0.0,0.0,0.0
AFG,1972,1.5252759581467616,2.699671532140851,5.215828702877098
AFG,1973,0.6044834318029427,0.8530142912538262,1.3501850279436478
AFG,1974,0.11347477341881165,0.1330008182388025,0.24306397083909406
AFG,1975,0.7225840533336979,0.8364562408331911,1.0669562775897965
AFG,1976,1.1859910565220264,1.695045679050783,2.7165139023163825
AFG,1977,-0.7387625813443083,-0.8067448668192893,-1.0312365386610713
AFG,1978,-0.08808224807096744,-0.17338856629741392,-0.3593470444910981
AFG,1979,0.46550484271932785,0.3149992546647514,0.23980616369392127
AFG,1980,0.14176406235896474,0.072531578907806,0.0592153149427945
AFG,1981,0.29345162998372576,0.22614644192171782,0.18609798339445585
AFG,1982,0.5004841483829352,0.8379143356853355,1.5263591579492533
AFG,1983,0.8089132834876721,0.894977582680521,1.1507150295804225
AFG,1984,-1.1390561069883105,-1.4172060871601557,-1.9108072673285326
AFG,1985,-0.8151280094083021,-0.9580547375843332,-1.194942617356461
AFG,1986,-0.15372371830176218,-0.2097345484888762,-0.26765807298144617
AFG,1987,-0.34135857966853617,-0.15379749198192674,0.023258888640686565
AFG,1988,-0.23461871635085277,-0.2078879345468041,-0.19466184565216083
AFG,1989,0.24076466670852914,0.16705720603116092,0.12315268130973019
AFG,1990,-0.22065250286682214,-0.17664685319497547,-0.1531426374482337
AFG,1991,1.1556611654970543,1.4756096223691777,2.0323644458024748
AFG,1992,1.3453056120274787,1.997728995067848,3.233521896135116
AFG,1993,1.0619968479071473,1.4833560808762483,2.299438245524801
AFG,1994,-0.21005206572925264,-0.12450639527508418,-0.07532347763778575
AFG,1995,0.00809499586509537,0.039638491294482735,0.051777509234058314
AFG,1996,0.2381686644448564,0.17927877015294114,0.1531096553604236
AFG,1997,0.16703459060482617,0.17364550827986847,0.19604354776219393
AFG,1998,1.5703718218440983,3.0316992501412403,6.359019068194206
AFG,1999,-1.054450795309435,-1.4884921359464827,-2.1784604833671257
AFG,2000,-1.711016833996683,-3.0557429962041716,-5.659626968324458
AFG,2001,-1.6526992059255434,-2.9361884094727193,-5.474695877493937
AFG,2002,-0.6772351304402466,-0.7473391626599544,-0.881128536639507
AFG,2003,0.20368098135471796,0.2722126575900556,0.5076292356122969
AFG,2004,-1.1864154875970785,-1.5720385684076146,-2.199583084296525
AFG,2005,0.338646613744248,0.58485075370642,1.066462428026771
AFG,2006,-1.2103686229878854,-2.1566626315920567,-4.11052747090593
AFG,2007,-0.03285173001238162,0.28472967485855355,1.1492199843208826
AFG,2008,-1.4762402549187685,-3.0312329484534657,-6.474455952005611
AFG,2009,0.5699497596535021,1.2650007928290932,3.5987954653221275
AFG,2010,-0.23756098950728696,-0.227629742765473,-0.00017981879880654694
AFG,2011,-0.9807511081328465,-1.6158353180012277,-2.6755559047766337
