country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AGO,ssp126,gfdl-esm4,-0.0023456285824639757,-0.0012500173502419663,-0.00036548275288203843,-0.0004133514551622802,-0.00025694626642384124,-0.0004614010128028943,-0.00033767605803695916,-0.0005055247384660384,-0.0002267246209800683,-0.00025771675093656934,-0.00022899858147096367,-0.00018525928873368983,-0.00015123342509492635,-7.897118971157791e-05,-8.018711769382793e-05,-7.769077577813249e-05,-0.00011327376943967546
ARG,ssp126,gfdl-esm4,-0.03452214450503184,-0.0010493988555117797,-0.007718663953607287,-0.003116830401851524,-0.008151291681819856,-0.004393896544787893,-0.0002669053379669407,-0.00010667069243475643,-0.001287066250717,-0.0013730781091506605,0.001541707343137921,-0.001480607790113024,7.286878527128552e-05,-0.0004973583932968836,-0.0005650387792412914,0.0009089514531302547,-0.0013232992769073673
AUS,ssp126,gfdl-esm4,-1.2743109299059917e-05,4.813578736006037e-05,-0.00017143041807936475,-7.121332062019399e-05,-4.776428479923817e-05,-0.00012011157508345194,5.16994958824123e-05,-0.00020337999414407176,-2.6831920131089144e-05,-7.331169225002776e-05,-6.211744362145019e-05,-7.519925821596884e-05,-3.371868423232636e-05,1.6640008642160545e-05,-0.00010048733399062685,3.5769852515615816e-05,-4.21718387690991e-05
AUT,ssp126,gfdl-esm4,0.0005826655963630162,-0.001257120545852546,-0.0020467945866571953,-0.0034117541952962526,-0.0018213244387004245,-0.00013105512494312934,0.0008559203094487956,-0.0005932616811154636,0.0006871281203380368,0.00017949690958892498,-0.0029624371266704828,0.00018976043601014398,-9.357800061413543e-05,-0.0007143215701587704,0.00019082533410785408,0.0005626705240591269,0.0010763769854950586
BDI,ssp126,gfdl-esm4,-0.0038278537911270215,-0.002792000493374443,-9.966937170433612e-05,-0.000515236829772318,-6.208175088733386e-05,-9.66067722609307e-05,-8.404326397540926e-05,-9.27992817167068e-05,-9.62072513776787e-05,-0.00015056814359026027,-5.976196901292587e-05,-6.880258070396835e-05,-4.5351134646241144e-05,-1.4773232354865878e-05,-9.240507791342769e-06,-1.7189226907314746e-05,-1.9416110854925098e-05
BGR,ssp126,gfdl-esm4,-0.0016182490978715177,-0.0038647768154622753,-0.0024412879541024497,-0.00109309418284066,-0.0011100610489812503,-0.001635087306269345,8.804953601421204e-05,-0.0008245366937157274,-0.0015224266150386993,-0.0004136589212311404,-0.0014734384335120493,-0.0019175060547461469,-0.00020152115567067828,-0.0024976515043572843,-0.0002563700024949342,-0.0009364726322979944,2.2473709342314355e-05
BIH,ssp126,gfdl-esm4,-0.0013739514635998868,-0.014050700749756371,-0.012780329189167442,-0.011066061857257805,-0.003378906700396404,-0.0003502054087833428,0.004267504860718879,-0.002691271800667062,0.0024771929092842946,0.0020766441192125685,-0.012102173288179334,-0.005395018723521973,0.0009601063760595782,-0.013009276702490314,-0.004456891650837824,-0.003790562000780164,0.009664949921933478
BOL,ssp126,gfdl-esm4,-0.14112213940210758,-0.27801183781197014,-0.5337617036649553,-0.2837147811052629,0.01629630020917006,-0.10553864023099208,-0.19748139783739466,-0.12441988182505226,-0.18695394506727975,0.021593224348451623,-0.002502657868272745,-0.07523087885463553,-0.05258613280794303,-0.015670401294723985,-0.09948952380286007,-0.00031446754850404635,-0.08385236813291543
BRA,ssp126,gfdl-esm4,-0.18640756131543748,-0.19895547393014545,-0.16986273466837642,-0.1621353771718614,-0.07351802984865453,-0.09221513443941132,-0.11532597116505243,-0.08589638931800164,-0.13167016256323605,-0.011113233364033857,-0.04489036160201226,-0.03185695616377313,-0.042767578291845895,0.0002921653069206944,-0.06161466922198361,-0.013709014396772672,-0.04092965788989882
BTN,ssp126,gfdl-esm4,0.0006942250998750272,0.00017239124290649509,3.955641106513345e-05,2.624067757898526e-05,2.9483370215898287e-05,2.5703286188422008e-05,3.323207543824325e-05,2.4327124326359713e-05,2.2820258956849685e-05,1.7586662171946612e-05,1.5703528394253084e-05,1.3912526504420923e-05,-2.434939491438193e-05,1.8499888725502825e-06,2.1093352886457017e-05,8.002142402241236e-06,1.520641301571692e-05
CAN,ssp126,gfdl-esm4,-0.0038060732965481676,-0.01568450967287834,-0.005965168302338428,0.001929980214871416,0.004453875276210158,-0.0010118249288155073,-0.0007592334913146065,-0.00811909585360939,-0.002018423013107877,0.0014476845881342731,-0.0035583797506980267,-0.0010301316803144355,-0.004953003231148052,-0.0014978689221500046,-0.0011042981582600952,-0.002606388896263619,-0.0028625262863954137
CHN,ssp126,gfdl-esm4,-0.00818376458195249,-0.003150590432538096,-0.00428064995301903,-0.004135833433061837,-0.0037531544464810885,-0.006025117337221967,-0.004899284843455516,-0.0061316880623828165,-0.002718015391050036,-0.002794694514446477,-0.004503802518918556,-0.00177313166171237,-0.0022885880149315406,-0.002865247982648227,-0.0028110129787662177,-0.0017295961972332201,-0.0023054474930888328
CMR,ssp126,gfdl-esm4,-0.0017422509433210815,-0.001175444743702703,-0.0010681103197233888,-0.00046662979531310463,-0.000676618256129025,-0.0004812083764604129,-0.00032833713838913885,-0.00038236179855582146,-0.0002796475278737542,-0.0002502928707024673,-0.00022929227822315,-0.00017549442391618346,-0.0001771718393287704,-0.00012057927186125193,-7.960822951835116e-05,-0.00012250750768303073,-8.94811740604158e-05
COL,ssp126,gfdl-esm4,-0.0027605482018572785,-0.0016704602317117502,-0.0014177972486369304,-0.00014012963960952332,-0.00044282651163024496,-0.0009772061292236014,-0.0006468513960273639,-0.0012891957022776361,-0.0012619964346178248,-0.0004308911262318735,-0.00035576584475230074,-0.00020438047830849366,-0.0004560731065256155,-0.00037117440167818783,-0.00017548164962925044,-8.573276534699915e-05,-0.0004431320442461443
ECU,ssp126,gfdl-esm4,-0.003411428803758894,-0.001788882681746096,-0.002455825740768527,-0.00021391773611746396,-0.0009589412805639356,-0.0014601277565739026,-0.0006276085315010916,-0.0013394338045485284,-0.0008278512454286733,-0.0005524378810780011,-0.0006550684218976002,-0.0004690007496287146,-0.0006021296275261083,-0.00022311402210795176,-0.00036932573259583853,-0.0001477733026981446,-0.00027725744974950754
FRA,ssp126,gfdl-esm4,0.0003443760870518924,-0.001043709976359351,-0.0016529417453328386,-0.0011916203745922073,-0.0018002403878602205,-0.00012091910938765194,0.00013294058838388378,-0.00036178780174461023,-0.0002720688900426748,-0.00029239234635248954,-0.0010198179395278996,-0.000632791843752532,-0.0004809198506106833,-0.0006348700398003132,-0.00013819512699617825,-0.0001527913805698867,-0.0001254804692578752
HRV,ssp126,gfdl-esm4,0.0033614488254360675,-0.13958721198115326,-0.1079181365824278,-0.13281339306528062,-0.039273443722812086,-0.0007048271511598652,0.057341637362444395,-0.01862407868340038,0.03698528004976224,0.025739110042243333,-0.11059501617536531,-0.007350756703937022,0.010836671788937957,-0.11260214693012374,-0.0037965828789636026,0.007285437461920441,0.05294795360315614
HUN,ssp126,gfdl-esm4,-2.3380999565543956e-05,-0.006424184293744394,-0.004572290971460633,-0.00479233387634297,-0.003110376668754648,-0.00013647085814644605,0.0016983280596666508,-0.0012966340694909972,0.0006874961563577607,0.0006559593654550145,-0.00447063659950191,-0.000696518868921422,0.00032759836681098503,-0.003612152074725202,5.45083342044542e-05,0.0003374842378926482,0.0016593222988912392
IDN,ssp126,gfdl-esm4,-0.001244230628961964,-0.0010572150926622668,-0.0021896314210678083,-0.000518696404741357,-0.00042686707310499514,-0.00033618636897887364,-0.0009855940508936545,-0.0008359433977255841,-0.0004506560661286457,-0.0004859953569842241,-0.0006410709148505375,-0.0004283203306445618,-0.0003697843780029954,-0.0001545693206656117,-0.0002143391133784225,-0.0002669694714843437,-0.0003747133784617604
IND,ssp126,gfdl-esm4,-0.029130842603857544,-0.016727766435706424,-0.01670186397377516,0.00036965764957498393,-0.005726187971485815,-0.010667862985810482,-0.0028140509305548114,-0.004082356706591496,-0.004851463274727203,-0.002591689661641377,-0.000584770223699917,0.0005667204242624878,-0.001067193499599918,-0.0002777112810051335,-0.002805747389643148,-0.0010044563617208602,-0.0013037309905659243
IRN,ssp126,gfdl-esm4,-0.001431335484656762,-0.000613631600548244,-0.00011191380582230695,-0.0005265952498768992,-0.0003015065092710846,-0.00015311540931693413,-0.0004057927971965855,-0.0002989834535071213,-0.0001409907679794245,-0.0003921350094848436,-0.00029195506579856104,-0.00022281300353631554,-0.00014945350118597992,-0.00014752380651743342,-0.0001357615261520478,-0.0001314001711738103,-0.00016328219535219422
ITA,ssp126,gfdl-esm4,0.0004347671154025716,-0.0051733096222354585,-0.004638474075460648,-0.004972916688378576,-0.001055238503366752,-0.0005458209630324951,-0.000501729480018857,-0.0010096731150795383,-0.0013467843543769008,-0.0011687507796151596,-0.0032786683887428324,-0.002238114410238101,-0.0020491494335123594,-0.0020415055062863135,-0.0012508512097187704,-0.0006841045019032031,-0.0007900003866201957
JPN,ssp126,gfdl-esm4,-0.0006341854847565777,-0.00038698974800902014,-0.0005381169847105523,-0.0002856477291537639,-0.0003055073147754193,-0.0002902724461619913,-0.0005094235981657838,-0.00045575177345678783,-0.0005423720366598652,-0.0005360833623424715,-0.0003196387652643024,-0.0006738098329033806,-6.323005791641409e-05,-0.0006060861683034678,-0.00029072131017516574,-0.00024820729339167073,-0.0004911627035909723
KAZ,ssp126,gfdl-esm4,0.0018348781143899013,9.171700974406388e-05,-0.001969174115359972,0.0004798314385281065,-0.0007780794479605014,-0.0002583510410752813,0.0003308071916706791,0.0015862629723969335,-0.0002732212482538793,8.28888448726652e-06,0.0006084976756064337,0.000517403210994142,-0.0001574629097390387,0.0008073879475505444,-8.378909195363569e-05,0.0005640685858390191,-0.0005430986251138012
KHM,ssp126,gfdl-esm4,-0.027713309649628214,-0.008050690001702717,-0.014226610374822922,-0.0013615471252720632,-0.010372124745090847,-0.007540156203640158,-0.003929378595675723,-0.004815172907484761,-0.004530603648246289,-0.0017593692380436215,-0.0012194047909303428,-0.0017038079911639123,-0.002256958334496813,-0.000645357113749287,-0.0013132209898630426,-0.001578587912767571,-0.0008328139304155015
KOR,ssp126,gfdl-esm4,-0.002222367618812755,-0.0013962998665013634,-0.0026535135922212804,-0.0033830911704245954,-0.0015798145771175895,-0.0018672180339730925,-0.0013724805538289104,-0.002538686033216348,-0.002254988358072108,-0.0020233963645982203,-0.001831302665286549,-0.0019349127166903622,-0.0010249624740771173,-0.0015914152190964915,-0.0018346137344578974,-0.0015240560103873782,-0.0022461851253949686
LAO,ssp126,gfdl-esm4,-0.004266863421227907,-0.001777603084147617,-0.0034918484906097304,-0.0003447342171030748,-0.001148809659379205,-0.002373909007319114,-0.0008721089214624437,-0.0012006387580424738,-0.00028635592536388184,-0.000604786317260994,-0.0007386561319058343,-0.0008197884269843705,-0.0005150778614377131,-0.00034803871887864704,-0.0008206329021282637,-0.0005993382719244599,-0.0011535521853965726
MDA,ssp126,gfdl-esm4,-0.026942335874492126,-0.012041572045793151,-0.02026481457057231,-0.0011322682738436282,-0.006790333095317432,-0.00776400743368681,0.0017430491598114444,-0.001503750248330617,-0.008738490401924728,0.0022636292976328408,-0.01025820956655588,-0.004083833739986253,-0.0010475870131844939,-0.012850367528067917,0.0005038293405921152,0.0005491339905434483,0.003845251612339315
MEX,ssp126,gfdl-esm4,-0.0011036268229050962,-0.0010838695711484056,-0.0015477163968953358,-0.00025425467059062636,-0.0004806588724445102,-0.00019236693340527865,-0.0003585036619373481,-0.0005537528176407803,-0.0001817345423327146,-0.0002576608154866495,-0.0002912462655610091,-0.00028123519398149397,-0.00028374516860347955,-0.0003000530371831681,-0.0003361970852501038,-0.00023668431736480723,-0.0004969369348145178
NGA,ssp126,gfdl-esm4,-0.012346093586942285,-0.0026585510643495334,-0.002505909187707584,-0.0012489551668794356,-0.0010280688383656257,-0.0007387044621724029,-0.0007479025188231736,-0.000613600990700056,-0.0006664669485727849,-0.0003978088317052493,-0.0005505974709225106,-0.00038977532859226367,-0.00015857723563083846,-0.00020628064624296727,-0.00013909235176762819,-0.00019136342295867078,-0.00011799795152957502
NIC,ssp126,gfdl-esm4,-0.0184769522801551,-0.004765514568696239,-0.0068562324112085085,-0.0028567721320259384,-0.0010487461243767907,-0.0026417220005848186,-0.0028958608583604835,-0.0019170984623024577,-0.0017175969557199717,-0.000827006974791209,-0.00021933322114577576,-0.0004125286595882716,-0.0008332138995345904,-0.0006626919620019902,-0.0007474895535861128,-0.00026499872705571973,-0.0011594503170923342
NPL,ssp126,gfdl-esm4,-0.013435144729306698,-0.00579325338035425,-0.0023092150570572395,-0.004448626056615451,-0.003432692725671459,-0.00500258191087442,-0.0014483518535099481,-0.0013268614197620389,-0.001929389107938262,-0.0011670278652413865,-0.0001262757351232708,-0.00144442928855032,-0.0010088864122499788,-0.0005166212415498056,-0.00031662373240096017,0.00016510106883236482,-0.00015188597736968127
PRY,ssp126,gfdl-esm4,-1.172049519527858,-0.3243110035777538,-0.14625966375281596,-0.2972834448927862,-0.07235981938535144,-0.17271044766340948,-0.11986464397211824,-0.029199533349138645,-0.1843669648967565,0.05807078731520712,0.040381731926220535,-0.07370789273486464,-0.07785876957818524,0.043063087336036684,-0.12871134978592486,0.025480463232290515,-0.05105877595981051
ROU,ssp126,gfdl-esm4,-0.013421989696246427,-0.011722110359656902,-0.010621933611483609,-0.0035486831849643645,-0.004723550261394435,-0.005567356320621808,1.7280048804004797e-05,-0.0034968264181017136,-0.006195652346436852,-0.0008583682672361966,-0.007332753430108959,-0.006509751800050336,-0.0015762528554631573,-0.009962462963369714,-0.0016012591297584723,-0.0030151869888804376,0.0008609620606185449
RUS,ssp126,gfdl-esm4,-0.0012754623506936898,-0.002305244989798515,-0.003200036574601753,-0.0006777232250567995,-0.0029889994483272724,-0.00021996481811880538,-0.001651440458782573,-0.0032931074705094595,-0.0018067405591734886,-0.0003904644576975769,0.0005488320090372473,-0.0014016078535680704,-0.00012862904131633545,-0.0007643942792981244,-0.000460763150306676,-0.00034965565817095457,-0.0005062054329901301
RWA,ssp126,gfdl-esm4,-0.010020755164691118,-0.007734677565315095,0.0004486879983383961,-0.0035724618831636675,0.0002903557678519552,-0.00012893290152501198,-0.0003698731744257886,-0.00047143381279956533,-0.0006333578881257251,-0.0012118097089561348,-0.00037653019352161326,-0.0006622407992209205,-0.00036724175277174785,-0.0001468214788464835,9.277992902129009e-05,-8.043500328274011e-05,1.5168819915554152e-05
SLV,ssp126,gfdl-esm4,-0.006302018375032729,-0.0030622459192145676,-0.0031150329433245363,-0.0015703795013599835,-0.0006670252709091274,-0.0013737235382099424,-0.0019038083870158455,-0.00122878680445563,-0.0013239071466701019,-0.0007945490902807322,-0.0005800552256431806,-0.0006852468709815052,-0.0009536638358697063,-0.0008256849607575675,-0.0010068221404899431,-0.0006111347870637818,-0.0011581926662147734
SRB,ssp126,gfdl-esm4,-0.026950130006940194,-0.05011725361702946,-0.06263678330543643,-0.036690929321155225,-0.02250997462515375,-0.0058112694226132595,0.017658421124996253,-0.006125669112092482,0.004281265832656108,0.010863553333697169,-0.03031835799387998,-0.024480910285430944,0.0020903737782597925,-0.03251531758232338,-0.008877127054615708,-0.011256223447008724,0.01879215304838393
SVK,ssp126,gfdl-esm4,0.0028322161429320623,0.0017935289392800292,-0.00014630596346602336,-0.003641023036171581,-0.001437260793688117,-7.596289929077583e-05,0.002305108273385544,0.0002504404512063227,0.0015503777406248582,0.0008016018012649724,-0.0034096879687067305,0.0012245839639558821,0.0008766316612334773,-0.00015091195152907625,0.0013895553069457054,0.0010694024598670554,0.002314703818761873
SVN,ssp126,gfdl-esm4,0.0003845784069460991,9.523975389850272e-05,8.949308500562326e-05,-0.0001074686958997437,0.00032176752520208634,0.0001639995222703481,0.0001971729016435042,9.492008543420334e-05,0.0002778616199955332,0.00017515418384372633,0.00012110321220800037,0.00023647739893938892,5.016679688354482e-05,0.00011586808355461228,0.00017078984284650377,0.0001404582783328066,0.00017939225672168079
THA,ssp126,gfdl-esm4,-0.0003043030755133839,-0.0001381121515887559,-0.00026031609136588043,-6.103431985577585e-05,-0.00015147521527170073,-0.00024280226534946386,-0.00010102837693129298,-0.00013754540018034878,-0.00010183605026288602,-8.144669613677787e-05,-7.404704593905949e-05,-9.455395127966944e-05,-0.00010144015985170952,-5.47654512692778e-05,-9.038202993038817e-05,-0.00011416525420379053,-9.04018511566225e-05
TUR,ssp126,gfdl-esm4,4.671237620227013e-05,-2.8112010708975645e-05,-6.740696708138868e-05,-4.182066349853764e-05,-8.819975926363843e-05,-5.256802174477503e-05,-1.7702985882354223e-05,-7.15449801933479e-05,-2.6416073987141584e-05,-0.00010779660397125143,-5.019021575412543e-05,-8.439992067707293e-05,-4.736112687502915e-05,-4.3274545651497645e-05,-2.143415189986232e-05,-2.6078273056940824e-05,-1.8268743275622093e-05
