country,ssp,esm,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070
AUT,ssp126,gfdl-esm4,0.0014691678084442531,0.0010907156280445043,0.0005184469833189991,-0.002142601299541327,-0.000166251198985054,0.0005743514656804524,0.0026296626225141384,0.0005659525617418738,0.0020625158109167777,0.0008366722540013482,-0.0020646025509211785
BGR,ssp126,gfdl-esm4,-0.00022007259023955081,-0.001328068669760642,-0.0009519391587552499,-0.00036025413586689413,-0.0003099432332866291,-0.0005754860646598654,0.00017530267065705572,-0.00025768431114625145,-0.0004897639261288185,-2.279655419805967e-06,-0.0005749331152817896
BIH,ssp126,gfdl-esm4,0.0021380421609868373,-0.009873080021131136,-0.008099545203936555,-0.0065784905554118105,-0.0013298910392833588,0.0016217725459262654,0.003924198175029873,0.00016939685193894502,0.002785849912729173,0.0022549666545124357,-0.008781246959935141
BRA,ssp126,gfdl-esm4,-0.10962525217801365,-0.27549479795583987,-0.18352078712745953,-0.15195576163277225,-0.07536211246111758,-0.11596129657669149,-0.13665814187210384,-0.09354154893016389,-0.18765030303386146,0.0018124037823521193,-0.04406123484324869
CAN,ssp126,gfdl-esm4,-0.004509407872009315,-0.019493336785606063,-0.009916797766413056,0.001119304111777032,0.0022658543314696316,-0.0038823288244205175,-0.00599861407508798,-0.012481807527036197,-0.005803788191602645,0.0008388833959753453,-0.006056817022878679
CHN,ssp126,gfdl-esm4,-0.00399613344690881,-0.001858412893352958,-0.0024347360612153386,-0.002542540228594368,-0.0024725010431221775,-0.004386954846793385,-0.003326371675455039,-0.004368923886971954,-0.0018967064196251248,-0.0019184016312631168,-0.003166770363713836
ECU,ssp126,gfdl-esm4,-0.0012883103851435386,-0.0011981461492519812,-0.0013676565431660602,-0.00021284579754892507,-0.000521479640223306,-0.000697660854563308,-0.00045260788563297315,-0.0006553953586362468,-0.00046912330912035854,-0.00029295735193985697,-0.00038718653747611475
FRA,ssp126,gfdl-esm4,0.0003433801992251684,-0.0007139381210221071,-0.0014094705262519052,-0.0011721626521993202,-0.001834059294958625,-4.835649487275943e-05,0.00020804892129878125,-0.00034440654784561806,-0.00021755629634394243,-0.00012321115580087713,-0.0009489072024493698
HRV,ssp126,gfdl-esm4,0.005905523560197079,-0.016689475553571382,-0.0129849498956409,-0.014866844725841497,-0.004339163128733384,0.0022729794991349452,0.007747952308412053,-0.00023874372922108277,0.0050259478036104276,0.003360130011440513,-0.01558950281509958
HUN,ssp126,gfdl-esm4,0.0005445524264149894,-0.006079101133504851,-0.004680778454399167,-0.004487594679416792,-0.0029853250167345725,8.363520301771495e-06,0.0013118051432433454,-0.0008743301675398872,0.00045528006948265007,0.00046170521815988905,-0.0048397656894157825
IDN,ssp126,gfdl-esm4,-0.0004757675163677785,-0.0004179478837870859,-0.0006175306240542371,-0.00017798765736034005,-0.00016319056446264014,-0.00013355157770343545,-0.00025647856931899297,-0.0002268372754964158,-0.00018247655979983845,-0.0001624877299055426,-0.00018959610823406068
IRN,ssp126,gfdl-esm4,-0.00884968266386089,-0.014998316633032974,-0.0012775116111796024,-0.012049259620598926,-0.008960989601338247,-0.0038774589475625253,-0.013069739541527974,-0.008386824710032785,-0.0037415100566689534,-0.011504427902977534,-0.00785402827452555
JPN,ssp126,gfdl-esm4,-0.00029884915405837203,-0.00015063085007486145,-0.00025873922318625996,-0.00011720798357529458,-0.00015663640787929613,-0.00013180625936981495,-0.0003422123182111963,-0.00032322454185136477,-0.0003282275327443418,-0.0002976984319402909,-0.00019027567916018548
KAZ,ssp126,gfdl-esm4,0.0008325233483275281,-0.0008261455214167398,-0.002654255313100816,-0.00023591034417350232,-0.0009337491314912603,-0.0007895279421537712,-0.0006454816147891896,0.0013017778043189529,-0.0006060544800439627,-0.00035477990790844943,-8.547128952254482e-08
MDA,ssp126,gfdl-esm4,-0.004825283820469809,-0.0021316378299618176,-0.0049837867590694,7.077653611635662e-05,-0.0012149111362499364,-0.0020656087490444667,0.0009327238777568315,-0.00042093119562323136,-0.0017756455020930197,0.0010772456178607984,-0.0024389238914932225
MEX,ssp126,gfdl-esm4,-0.0007142886681679905,-0.0006913666289645341,-0.0009953209488167646,-0.00010355575496794518,-0.00028212724481227653,-8.819516198760075e-05,-0.00022939168272556078,-0.00035097302279848627,-9.66342975421021e-05,-0.00016564564194093505,-0.00019849077117291717
NPL,ssp126,gfdl-esm4,-0.002175957044444297,-0.0015096350725453214,-0.0006635495455408382,-0.001080805725418353,-0.0011278690374970325,-0.001321154117752605,-0.0002980139092154617,-0.0003070853976134081,-0.0005141125640142594,-0.0003351188604491068,5.08450175536724e-05
PRY,ssp126,gfdl-esm4,-0.4283468865657375,-0.31049207468548295,-0.12619202975523824,-0.23742213270999685,-0.05490540267936262,-0.18282461579733283,-0.13214842511100164,-0.00043777335937231237,-0.21476012784891885,0.08414625266831856,0.0627530344701553
ROU,ssp126,gfdl-esm4,-0.0019386221082109162,-0.004444719560756779,-0.004822965335488867,-0.0009493004914817414,-0.0013974505493254182,-0.0020907060508587355,0.001099622908528752,-0.0011097440033001349,-0.002120380434553824,0.0007603107837160673,-0.00344011289649593
RUS,ssp126,gfdl-esm4,-0.001252799727137614,-0.003138178345365174,-0.003496570849582877,-0.0009388254100781444,-0.002042471038651501,-0.00039934087723697586,-0.0018092563025543613,-0.002364011766999564,-0.0013683901595799965,-0.0003159391939289448,-9.930387529460349e-05
RWA,ssp126,gfdl-esm4,-0.0012260880256184596,-0.0019949586518325955,0.0008111824073979456,-0.0006701467098245064,0.00040731062423876075,0.00022312983177628795,1.4766256422359231e-05,-0.00013259523755709598,-0.00020292210708637494,-0.0004559307790702936,-4.011630224260254e-05
SRB,ssp126,gfdl-esm4,0.004844079827943976,-0.03096124308755612,-0.03864437692465068,-0.0219344661240667,-0.011460041875648988,0.0010522609338617145,0.013971370054229652,-0.0009316234747898822,0.00539708236750655,0.008382974486899617,-0.022387730214675796
SVK,ssp126,gfdl-esm4,0.002980666921583905,0.002095848200251006,0.0006202858578485643,-0.002042583329137693,-0.0003561364527539601,0.0007489133997401267,0.0025305102273843775,0.0010298349771845536,0.0020683341064746735,0.00124441512131358,-0.002660307597736824
SVN,ssp126,gfdl-esm4,0.00011157023598137587,6.355504211404016e-05,9.721842764604449e-05,-0.00015828954727434592,0.0001526332587060614,9.843929593646862e-05,0.0003772482613288682,0.00010628497745874944,0.00030393632643665444,9.166426217145979e-05,1.8553324625890852e-05
THA,ssp126,gfdl-esm4,-0.00012637150348304336,-9.635545435494102e-05,-0.0001090102352172254,-3.58391104875729e-05,-6.324491079478824e-05,-0.00011130213361190169,-6.0198439218584106e-05,-7.084081481212238e-05,-5.132696320261905e-05,-4.3708954927411724e-05,-3.081437612071963e-05
TUR,ssp126,gfdl-esm4,2.7692623122184976e-05,-0.00019873043918398043,-0.00046654841142859487,-0.00021782258677722008,-0.00048346886649529064,-0.0003267550702187989,-0.00012837782471016588,-0.0003471981904143208,-0.00018183979774481613,-0.0004883720673318311,-0.00023492323856333667
UKR,ssp126,gfdl-esm4,-0.027822900381114058,-0.0029204722797107046,-0.028410750774865722,0.012215930107756456,-0.007205819999296985,-0.014908975162329524,0.005952069460551254,-0.00407295339751477,-0.009117665397423133,0.008365323354501599,-0.009025402944137086
URY,ssp126,gfdl-esm4,-0.0681685997096296,-0.01962813049655099,-0.055804709545843184,-0.0395140937237948,-0.05358535369028986,-0.03827849739687689,0.005353206886845661,0.013213462159287401,-0.0026907635563984435,-0.011126412143013607,0.013197006098993077
USA,ssp126,gfdl-esm4,0.006164616426003139,-0.09746416105284343,-0.0145704533212405,-0.0022386429256695656,-0.028770951149779542,-0.0019610961624696686,-0.049721753095590085,-0.012301221401778587,-0.008999724437077984,-0.015397449655729591,-0.015277515392010674
ZAF,ssp126,gfdl-esm4,-0.0017773067674254324,-0.0025183984992910393,-0.0020165714652813243,-0.007023190776852805,-0.0030254935718119227,-0.00021163190575748455,-0.002306965663371141,-0.0017035363173450793,-0.002258288467010465,-0.0006560595856132578,-0.004376585689854771
AUT,ssp126,ipsl-cm6a-lr,-0.0011068590622767445,0.0032236575534970837,0.0018629412579791356,-0.0003017417627712599,-0.0017114778635817067,-0.00017653699221949011,-0.0006226870078987894,-0.0022235871311254104,-0.00019561045678085273,0.0008681453075134858,0.0006767946090631035
