country,ssp,esm,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
AGO,ssp126,gfdl-esm4,-7752.409075826934,-8442.703087748632,-4673.151297496451,-1915.632490229065,-4585.368318343341,-5806.537682134433,-6208.565818812238,-3752.1114625917817,-5668.48573190117,-3437.8867785252937,-2703.2146278749133,-3075.3917514614163,-3683.175795068476,-4640.217783214691,-4824.764768576446,-2537.209889719027,-6590.490422088664,-6491.462226860192,-3803.5227982432098,-8480.762132846176,-1500.7329396780199,-4036.5177370880137,-7733.34582086028,-5925.4616745619,-5402.409786564881,-6153.365930684972,-8454.752617396896,-7580.229726959882,-8014.400825068431,-9333.702251572367,-4979.632057515882,-5696.017728723223,-6258.321921283375,-5925.906090540137,-5316.492889882032,-9087.81062019226,-4954.042270971709,-14517.910604044455,-5359.569610258463,-6437.364295867783,-6915.694469727791,-9553.939108129221,-7684.725390115139,-5740.2678631485605,-6030.141504969561,-8210.834659354263,-8309.614796922282,-7128.5785456642825,-7283.699131102302,-8916.87179661648,-9216.838703854639
ARG,ssp126,gfdl-esm4,-3551149.2477364843,1781926.1353145293,-863655.4939134303,-2692434.7139205025,-8594056.777057081,538099.8012680489,-786145.4333126796,-4686824.984664304,580357.456566215,1208533.4482443526,-5595452.204917723,1593658.646651174,-829209.1632695145,-3080830.7301090825,-2412448.437258939,-2018956.936724762,-4591181.16656408,68001.4063101914,-6873500.136401233,-483028.7225900247,-9615980.236323308,-2045502.1823346303,-4795550.514698896,-5141011.118142731,1027022.0315884539,-6566174.0692445,-9136679.54220724,-2393503.109670911,-7040807.728987829,-929296.7645009272,185785.45833633246,-5612205.901269022,-5034777.786993432,-2589740.628739599,-3057918.9129359317,737601.8246642507,-10540348.566781195,-9863091.407797163,-7439312.148673057,-8202140.9256644435,-1629495.3644023102,-4948420.024816731,-2979864.9154526386,-58391.0861994112,-4493198.400105417,-2694488.3686047327,-7059649.714929365,877350.1777459036,-863622.2164020437,-1975829.140615042,5754791.89094468
AUS,ssp126,gfdl-esm4,-435.17742422715753,-12896.45475501684,813.3415464237859,-891.5926727101977,-1631.8559601257825,2132.2854851997886,-5497.850720004012,3388.972642433059,-3749.232149530272,-13764.84744097892,-9221.646026199165,-5928.386629391855,-8829.935818338125,-4080.5137866366094,-10103.245949471475,-5166.46964107904,-633.1055637162513,-8517.1034410737,-8966.245955249342,-4815.949854893019,-3390.926110366889,-2309.972573616098,-1464.6853433978024,-6492.127223111802,1057.6077342593503,-9670.263614302146,-12712.623921335568,-11691.11286846546,4242.519468287874,-748.9590472524686,4828.717585600248,-8107.918505070998,-4203.443086555445,1020.9669788054836,-859.8918479994373,-16828.292165718438,-15537.995716579626,-21215.604672182682,-4373.745003988862,-11908.29254162936,-3334.767803485968,-5782.856334516199,-19943.01899182101,-7541.890145664354,-2126.880797539146,-9636.81435629278,-17082.180675755717,-5759.815712872403,-14013.337119938564,-10261.110062232283,-7044.151469972425
AUT,ssp126,gfdl-esm4,17592.452222870976,8475.807678735056,10147.291849876257,7399.635953526311,15756.96670808738,9433.438017840457,14232.867381576238,3295.5800391503294,21826.143823563554,26719.312142227194,4866.509569727395,29105.84438003323,18333.46431151693,-15252.96556425848,28025.66031860361,-21890.009554470103,6023.808069509355,19685.329405525074,28610.61931812604,6698.597831464168,-1822.7300518481088,-473.9305181838294,-23675.5205643144,-528.6825606878115,9618.569795322104,6713.144002367904,7703.160515782377,1377.510289683585,-16817.693191637594,19873.22930511086,32393.63591046864,41650.386470327576,27505.64516920224,6451.234431896545,11452.675966638262,7297.385327190227,17914.122462552557,15640.13744557796,19814.295013313087,12632.202090642992,27732.694646786487,19535.478998584727,1523.1109045122832,3096.3944690928397,-13132.26032482902,11745.556038993129,24610.21342935402,4758.882815801119,251.93789891989334,-9124.134881127957,-30315.013887378675
BDI,ssp126,gfdl-esm4,-222.83558298565313,-267.1445803859866,-309.7610917703645,-102.56802575826968,-374.2854739821257,-231.5303779247772,-239.86784413995355,-208.48028794044504,-82.53983530331801,-105.71760907180779,-75.99233170587746,-85.13591312689724,-196.61101607334746,-164.88670227766863,-93.98886280263677,-177.0371843586869,-302.72495945443285,-263.5133749177366,-149.30022439415234,-166.25027051418394,-47.6555625176259,-55.878324888133186,-195.07841161492962,-178.5030220949995,-131.82235560040675,-126.70050197772643,-202.0788022362535,-162.72184500726723,-332.6110777871119,-299.1974761402187,-132.37079137444704,-126.68590947990016,-156.75022310405393,-110.96356994334823,-131.35025195279707,-210.7422930897084,-67.23415643894027,-274.02845855087185,-70.40317102708654,-234.92066296867074,-224.79558130544171,-234.06118100853,-124.69723427748274,-170.14756917298072,-95.2339530426319,-464.8577538663432,-184.44451713391317,-107.84264100124464,-133.07125373244256,-146.09667409699193,-213.5609599968743
BGR,ssp126,gfdl-esm4,-913.0798394226379,-323.90564176818646,-593.0709937280128,-1824.200260204162,-1310.1013705441883,-3558.3071127279777,-1245.8478137805994,-964.7710772532353,-1163.4590994898008,-370.82302010485034,-3041.83773537124,-1692.0121008730068,538.0094286381353,-2641.3524488885114,-1.2134857553633593,-1346.455015950666,153.04828731333342,-689.2878099952968,550.6432583233645,-1896.3423477761098,-1283.9189919794185,-1336.6451962615754,-1687.404390281314,-317.6928640230394,-1160.3138435354924,-2548.8125540008127,-1270.2335058840256,-3230.409434288798,113.12244981707892,-1726.8967656070847,808.1473922508816,1574.9545613597302,-1405.1579073246003,-1626.6308542429565,-896.7729821731941,-1217.233518670615,-731.4787354823349,-2004.2295801857445,-677.607645651128,-3177.4332740295945,-2355.2674731599864,-180.00854235188075,-2224.878619509477,-2959.3344092434413,-2042.5601626923788,-11.05640857766898,-1397.1740613728286,-2427.1998793639855,-3422.7491581128916,-4644.081910698848,-2769.2877651600747
BIH,ssp126,gfdl-esm4,2816.5835053723918,-1639.9648721960837,-1572.6032049549954,-228.9034299555996,-5921.36445369499,-9629.38633680488,3830.578562757486,570.8141897467739,388.0189265798391,2023.8250250865476,-9389.762424849681,-311.0466488932436,-24.68780600651919,-298.1943088707604,2295.8348819321936,-8879.627987167667,-3177.8307532796293,1970.1625111282428,3389.9327446081375,-1014.1583118622548,-1972.0042189645558,196.11834780877038,-4760.02485459497,-6472.783904294803,2441.0912903177273,2525.5748382106894,2347.807698966679,-6760.809758653801,994.1826572674752,3932.8714845637824,6162.845164912595,6236.313742318855,3751.4598266416833,-5583.217415491494,322.5183842628001,261.00720589907894,2172.399519140419,595.3843471106833,1705.1305606735189,360.8795452579868,4155.6170040311035,-6689.444031376979,-7841.503988983584,-5380.323874942172,-4295.260876298668,3180.0501590556705,4763.5729813250255,-5842.796676226695,-12155.728749837519,-14537.796717247213,-11529.749967551588
BOL,ssp126,gfdl-esm4,-146928.88985471445,-300193.51756582106,38798.198628913764,116756.05698046333,-687104.51187631,-324429.71676903724,-739714.0641964795,121141.2300536293,171304.27184533846,-262397.97077286185,-1048449.4355439253,-538028.6943489871,-977759.743030892,-342741.1318995721,-584604.4359810635,-537588.6261462952,-227631.85642198657,-639848.9545516802,-119437.82605410149,271510.0798888684,30567.4309977446,-273618.18264765234,-817160.8440781091,-175573.8666819055,-127927.85794965345,-520577.19601862645,-1193871.7218988596,-440890.99419364764,-354970.6020195673,-791789.6460144692,-1127035.3459977307,-597054.8214743469,-904886.0059754832,-344297.6879224932,-1129963.049976185,-718081.7504576019,-832930.2737551895,-952966.9518305869,-186655.12298519083,-1500209.5902299646,-1645148.439988467,-1007943.4910284042,-755292.4373400046,-434224.4509764402,-466317.305834734,229818.14555297804,-1112302.9341903934,-398810.17841815425,-512927.4079279463,-680005.0280804606,14058.503906535283
BRA,ssp126,gfdl-esm4,-12840288.748461701,-10025052.013628336,-3750266.3632056857,1874622.8204943677,-13099267.006072944,-16941461.84663595,-26394207.400438786,-12894907.869434513,-16410063.608823115,-15405294.323615069,-13657187.159778563,-11756276.539048467,-20180179.31894712,-7351933.7855939455,-9052879.793674182,-13874343.873137737,-17213922.205405045,-8689190.803026946,-12985134.556199795,-14536480.225026462,-8327605.050699092,-15620756.509922666,-17436703.491046526,-2643720.896494594,-3079237.751452567,-15133506.381741185,-28039145.31857552,-12037683.957112467,-19260593.35612976,-14738656.282165652,-20552556.732372716,-13988122.58100884,-20803852.67385638,-9897351.987892242,-17271165.562004976,-15918014.543536635,-16272684.162691416,-14406688.356147656,-12242136.306807015,-18133829.263226174,-35574787.33171188,-22804446.82989909,-17725600.436194092,-7298732.6632528445,-11418023.689850086,376757.09739592276,-14704272.192467295,-12316973.316696996,-8758322.080614844,-13027537.80707568,-9911594.057416596
BTN,ssp126,gfdl-esm4,4.136779264055992,-0.8227706812119885,-0.36909863787622366,-0.9301225414610325,5.25819482059729,1.6189922467923075,-0.5479424395882881,-0.10765960062746949,1.3046012278522197,0.9622978421036676,-0.2458648849255317,0.34909648002716265,-1.596748933430901,-0.47227185569663793,-0.6966727335834793,-0.1160332395057371,-2.6639677449370174,-0.8499583767378783,0.3545310276850352,-0.9529524647449705,0.45273314765562717,-0.8060255996073583,-0.5544419197460908,-0.5675610333904418,-0.533974037881339,0.6316433968432427,1.7159443461645625,0.9714876776582089,-0.6245701495710023,0.5305053660295287,0.9469830386052517,-0.2302048968413231,-0.7942434882283799,1.5621296297170815,0.562814641857396,0.5200183316388448,0.29816376061384575,-0.04037401501912754,1.4296414337724759,0.9213012507445012,1.118850338862464,-0.10218130056196154,0.42183068458352074,1.6371414123012866,1.2239140717007329,0.7656137300010222,-0.13652806952466445,-0.9453333963584618,-1.5344021026737353,-0.46068293478973743,0.5904940994428096
