country,date,tmax,tmax2,tmax3
AFG,1971,307.40301513671875,94512.015625,29062690.0
AFG,1972,304.9333801269531,93008.0234375,28375592.0
AFG,1973,307.8215026855469,94773.7578125,29185458.0
AFG,1974,306.4736328125,93943.0234375,28801390.0
AFG,1975,307.3170166015625,94466.09375,29044702.0
AFG,1976,306.90728759765625,94213.453125,28927834.0
AFG,1977,307.97125244140625,94866.4921875,29228534.0
AFG,1978,307.3190002441406,94462.578125,29040912.0
AFG,1979,306.1588439941406,93775.765625,28736020.0
AFG,1980,308.24932861328125,95035.34375,29305406.0
AFG,1981,306.618408203125,94036.0625,28846166.0
AFG,1982,307.4215393066406,94524.5078125,29068956.0
AFG,1983,308.5209045410156,95215.203125,29394316.0
AFG,1984,307.7091369628906,94707.890625,29156560.0
AFG,1985,307.684326171875,94692.3515625,29149232.0
AFG,1986,306.5528564453125,93999.71875,28831124.0
AFG,1987,307.5086364746094,94584.5859375,29099634.0
AFG,1988,308.1165466308594,94963.2578125,29276538.0
AFG,1989,307.5470275878906,94618.71875,29120040.0
AFG,1990,308.1414489746094,94973.046875,29278534.0
AFG,1991,307.1202392578125,94350.28125,28993628.0
AFG,1992,305.75177001953125,93522.75,28618070.0
AFG,1993,306.7218017578125,94110.5234375,28885220.0
AFG,1994,308.1064758300781,94949.5390625,29266782.0
AFG,1995,307.5548400878906,94622.2421875,29121282.0
AFG,1996,307.149658203125,94367.90625,29001508.0
AFG,1997,308.210205078125,95023.84375,29305806.0
AFG,1998,308.0226135253906,94905.3671875,29249746.0
AFG,1999,307.9278259277344,94849.703125,29225286.0
AFG,2000,308.5667724609375,95228.1796875,29393276.0
AFG,2001,308.98046875,95483.2265625,29511272.0
AFG,2002,307.8676452636719,94816.2578125,29211464.0
AFG,2003,306.6943359375,94113.15625,28895240.0
AFG,2004,307.8188171386719,94776.109375,29188338.0
AFG,2005,307.8171081542969,94772.46875,29185502.0
AFG,2006,309.2876892089844,95673.234375,29599364.0
AFG,2007,308.2528381347656,95040.0390625,29308696.0
AFG,2008,309.0810241699219,95550.59375,29544846.0
AFG,2009,307.526611328125,94605.90625,29114090.0
AFG,2010,308.47711181640625,95187.40625,29381044.0
AFG,2011,309.53289794921875,95831.21875,29675596.0
AFG,2012,307.7395324707031,94726.8515625,29165418.0
