country,date,tmax,tmax2,tmax3
AFG,1971,302.2020126973607,91375.90641930186,27643960.672871277
AFG,1972,300.2915544896812,90219.64526436885,27118926.84254401
AFG,1973,302.34304409617766,91461.62545490086,27683047.092856843
AFG,1974,301.13078201235766,90729.10251243616,27350878.164887633
AFG,1975,302.39040469810993,91486.17531318124,27692373.502324115
AFG,1976,302.25443165029685,91405.8675203881,27656788.478280783
AFG,1977,302.6160522918863,91624.01058926682,27755530.98148997
AFG,1978,302.1783149939738,91357.68172650212,27633964.672392745
AFG,1979,301.96818993028177,91233.41991749375,27578896.31667432
AFG,1980,302.42904021050697,91510.76159454131,27704117.677505653
AFG,1981,301.5428750876428,90979.7220565959,27465285.588372886
AFG,1982,301.7399239089111,91099.62617653336,27520043.722225487
AFG,1983,303.20271666145607,91988.60540803937,27925440.32061398
AFG,1984,302.68030988155164,91670.71073287565,27780219.717886116
AFG,1985,302.2273110277241,91393.01080499387,27652508.337546892
AFG,1986,302.028852500322,91268.97935356724,27594447.68815224
AFG,1987,301.8911584171709,91197.27696791933,27566943.346914943
AFG,1988,302.7023521383675,91684.5151539095,27786734.825618736
AFG,1989,302.4924473110208,91549.62882402043,27721943.182075895
AFG,1990,303.0123083048459,91866.47771212993,27866800.774650764
AFG,1991,301.8514350509499,91171.65044821084,27554717.91167712
AFG,1992,301.1708556102718,90754.99669093126,27363446.646263376
AFG,1993,301.5704240965949,90997.56148510425,27473868.216663647
AFG,1994,302.16550003478415,91362.22714562384,27641493.942669507
AFG,1995,302.481225790501,91546.62426810512,27722302.653057966
AFG,1996,301.7564260238312,91109.55312567965,27524475.116336256
AFG,1997,302.5335842795972,91577.01591932095,27735514.452256896
AFG,1998,302.3716043459723,91476.21264488125,27688513.908819802
AFG,1999,302.878911004303,91784.76744984002,27829328.687403187
AFG,2000,302.19656888058086,91373.61268591095,27643343.708031096
AFG,2001,302.33915994037943,91462.05775926865,27684536.908747826
AFG,2002,302.74712526972405,91703.54966575844,27791810.516098756
AFG,2003,302.2898582057312,91431.75214533125,27670556.189123053
AFG,2004,302.39525979878954,91497.67345256609,27701385.323495958
AFG,2005,302.86002572157054,91773.08153883429,27823919.683668125
AFG,2006,303.364258137063,92078.13061909725,27962416.407344278
AFG,2007,302.50876151040666,91563.76810479595,27730299.96029815
AFG,2008,303.42622507069177,92117.70079990191,27981284.751920458
AFG,2009,302.94853908895067,91829.07464760805,27850439.68313858
AFG,2010,302.89857856072604,91797.85983139824,27835842.920116477
AFG,2011,303.27405315023873,92029.56737546537,27943021.689845737
AFG,2012,302.90892872112386,91804.1075594481,27838617.13828217
AFG,2013,303.4282249700927,92116.02685801506,27979198.34855065
AFG,2014,303.2749834717392,92029.3002165214,27942525.922987442
AFG,2015,302.82356286113253,91755.92222111038,27818306.707069445
AFG,2016,303.21074624526983,91985.21213108783,27920166.922323275
AFG,2017,303.2500918733314,92009.3600940835,27931309.607944306
AFG,2018,302.78676578678756,91741.26372166039,27815040.152241327
AFG,2019,302.8985414206725,91800.83232848163,27838522.10220655
AGO,1971,300.489435950093,90300.22588879336,27138066.8695727
AGO,1972,300.67999333302544,90415.13056407675,27190039.428004786
AGO,1973,300.7041921396575,90429.7415680991,27196656.389874473
AGO,1974,300.6343316433753,90387.37829288516,27177388.045326624
AGO,1975,300.73248079058135,90446.48722050406,27204083.52387519
AGO,1976,300.6468898286134,90395.70619870594,27181494.982380386
AGO,1977,300.7471285524809,90455.93954005335,27208647.75540229
AGO,1978,300.5941940528073,90363.74359672221,27166951.18740939
AGO,1979,301.01270407768476,90614.46040678688,27279611.44111351
AGO,1980,300.7376605845273,90449.92180290549,27205778.86459708
AGO,1981,300.8274281854396,90503.58910479413,27229838.97094109
AGO,1982,300.758522237385,90461.65725638055,27210705.815981813
AGO,1983,300.97345433364114,90590.73226134323,27268844.503298763
AGO,1984,300.9235265227515,90560.83002222842,27255419.766273603
AGO,1985,300.7586196617209,90461.67406207374,27210697.6367109
AGO,1986,300.81088606614725,90493.31694492637,27225066.3031349
AGO,1987,301.1585810503109,90702.76751035026,27319703.331939287
AGO,1988,300.90248500225965,90548.19826810305,27249729.228250246
AGO,1989,300.73270511147666,90447.18862688233,27204657.300836675
AGO,1990,300.9520512372787,90578.48576158291,27263603.655826066
AGO,1991,300.66876155904384,90407.88048455676,27186539.92035018
AGO,1992,300.8698352194251,90528.31910724255,27240651.838894688
AGO,1993,300.856460727234,90521.68626833372,27238285.353413697
AGO,1994,300.728500395684,90443.81340384547,27202753.556924406
AGO,1995,301.00230233331075,90608.4144844434,27276979.023693353
AGO,1996,300.6656556783886,90406.18864596955,27185861.248324305
AGO,1997,300.77101240437577,90470.02738061464,27214870.10753556
AGO,1998,301.0346485727693,90628.18034193585,27286032.50782082
AGO,1999,300.83422532006387,90507.59152023724,27231607.988403264
AGO,2000,300.66107760657445,90403.8505448807,27184996.68740147
AGO,2001,300.896758443252,90545.33839510885,27248694.6785012
AGO,2002,300.95544148178396,90580.37280487054,27264385.95160113
AGO,2003,301.01278694887407,90614.42240402785,27279550.546110865
AGO,2004,301.05319005794735,90639.04944747435,27290809.06754877
AGO,2005,301.16682815826096,90707.33900064584,27321585.49121919
AGO,2006,300.798985599149,90486.49686408698,27222140.875754282
AGO,2007,300.77081400958593,90469.40822353217,27214364.638998706
AGO,2008,300.6408001776973,90391.89029317118,27179695.888898224
AGO,2009,300.87003968093046,90529.08893001656,27241298.390073486
AGO,2010,300.9075912737434,90552.91426606548,27252594.894510664
AGO,2011,300.62791973727207,90383.3953059044,27175536.99696342
AGO,2012,300.73668291519317,90449.44263486269,27205616.157059904
AGO,2013,300.79917037806405,90486.76793909338,27222336.81180111
AGO,2014,300.7922324377763,90482.01007212939,27219926.269312687
AGO,2015,300.963734215752,90586.01543768552,27267228.066456247
AGO,2016,301.26778708887144,90768.46780344957,27349346.202965796
AGO,2017,300.8084358158477,90492.9208680916,27225376.018871095
AGO,2018,300.8829425825099,90537.99601077435,27245822.56429968
AGO,2019,300.91598383190075,90557.78036112041,27254712.8027504
ALB,1971,298.6874744209275,89245.06955543111,26674699.908195578
ALB,1972,297.9002299040703,88774.69760705653,26463842.53454288
ALB,1973,298.9811272061059,89412.81687240834,26746490.23340762
ALB,1974,298.2572125627984,88993.76906989489,26564599.302941896
ALB,1975,298.47408159119396,89112.0651752787,26612651.290032316
ALB,1976,296.7073940466881,88059.39535336381,26142108.08951763
ALB,1977,298.4211665257157,89082.0462501224,26599892.188320648
ALB,1978,297.5137445501776,88545.10083421764,26361522.2281678
ALB,1979,298.6671162735277,89230.0527141692,26666699.64956874
ALB,1980,297.57374499066356,88585.88353184452,26381965.571957197
ALB,1981,298.2602479176776,88988.7799282979,26559358.75494748
ALB,1982,299.26295007206346,89587.95796337008,26827950.98485682
ALB,1983,298.31286743965654,89016.34748480025,26570000.18053001
ALB,1984,297.56870910893406,88576.42206791726,26374870.46002078
ALB,1985,299.119828266066,89502.43484229274,26789660.955344923
ALB,1986,299.07540705774466,89469.6114232381,26772140.473098747
ALB,1987,298.76287607163584,89294.52650057775,26698805.62311745
ALB,1988,299.58449946856905,89786.32838240036,26919735.44792279
ALB,1989,297.62313340547985,88611.56624242074,26391804.5270998
ALB,1990,298.7243547373328,89264.34718198789,26682124.067903657
ALB,1991,297.9842647518446,88831.41872826518,26492128.973114897
ALB,1992,298.9294543128125,89388.98762872754,26738979.912604377
ALB,1993,299.2868436105426,89600.0692481569,26832458.501019962
ALB,1994,300.5411499407189,90356.91116022019,27175021.094139613
ALB,1995,298.21765719201375,88964.9211972772,26549362.834882226
ALB,1996,298.1777473757043,88938.24388832733,26536182.73312348
ALB,1997,298.3944446550621,89065.41097556436,26592123.59175016
ALB,1998,299.1498945205079,89528.59685052851,26805066.765731756
ALB,1999,299.5149757651883,89735.34754412582,26892639.948256318
ALB,2000,300.3459381796256,90236.86756604408,27119734.659924466
ALB,2001,299.2612251954873,89587.93009566325,26828439.81474212
ALB,2002,298.9680204556164,89411.87866360499,26749110.839759067
ALB,2003,300.2787902409174,90195.86260854459,27100935.10670306
ALB,2004,298.3153362834484,89025.52907546818,26577529.725962605
ALB,2005,298.44210371878194,89098.01190656585,26608597.71345062
ALB,2006,299.1049107810238,89500.0764124206,26791492.412133954
ALB,2007,299.71160907005844,89865.74806110543,26956924.80891128
ALB,2008,299.6113511282108,89807.22492421363,26931187.053099144
ALB,2009,299.82949891820937,89925.83024307642,26979139.90383467
ALB,2010,298.94742153006166,89404.78789081529,26748263.58905651
ALB,2011,300.1368615918295,90111.40925175659,27063195.729791615
ALB,2012,300.76861372274743,90496.70896661915,27239444.265778344
ALB,2013,299.7419444942481,89880.34817485663,26961834.27578048
ALB,2014,298.7271815118729,89267.18195166514,26683869.84999688
ALB,2015,300.4445693742591,90299.69540452003,27149600.640733406
